branch_id_1	branch_id_2	branch_id_3	branch_id_4	branch_id_5	dist_bl	dist_node_num	branch_num_fg_tube	branch_num_fg_pink	branch_num_fg_yellow	branch_num_fg_beakless	branch_num_mg_tube	branch_num_mg_pink	branch_num_mg_yellow	branch_num_mg_beakless	is_fg_tube	is_fg_pink	is_fg_yellow	is_fg_beakless	is_mf_tube	is_mf_pink	is_mf_yellow	is_mf_beakless	is_mg_tube	is_mg_pink	is_mg_yellow	is_mg_beakless	omegaCany2any	omegaCany2dif	omegaCany2spe	omegaCdif2any	omegaCdif2dif	omegaCdif2spe	omegaCspe2any	omegaCspe2dif	omegaCspe2spe	dNCany2any	dNCany2dif	dNCany2spe	dNCdif2any	dNCdif2dif	dNCdif2spe	dNCspe2any	dNCspe2dif	dNCspe2spe	dSCany2any	dSCany2dif	dSCany2spe	dSCdif2any	dSCdif2dif	dSCdif2spe	dSCspe2any	dSCspe2dif	dSCspe2spe	OCNCoD	OCSCoD	OCN_linreg_residual	OCS_linreg_residual	N_sub_1	N_sub_2	S_sub_1	S_sub_2	OCNany2any	OCNany2dif	OCNany2spe	OCNdif2any	OCNdif2dif	OCNdif2spe	OCNspe2any	OCNspe2dif	OCNspe2spe	OCSany2any	OCSany2dif	OCSany2spe	OCSdif2any	OCSdif2dif	OCSdif2spe	OCSspe2any	OCSspe2dif	OCSspe2spe	ECNany2any	ECNany2dif	ECNany2spe	ECNdif2any	ECNdif2dif	ECNdif2spe	ECNspe2any	ECNspe2dif	ECNspe2spe	ECSany2any	ECSany2dif	ECSany2spe	ECSdif2any	ECSdif2dif	ECSdif2spe	ECSspe2any	ECSspe2dif	ECSspe2spe
25	40	64	74	90	0.1289	12	3	3	3	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	16602863.4994	75791.3325	inf	151780.7875	5878.1708	inf	inf	inf	inf	519.0782	2.3063	467945.9787	7.5791	0.2851	185326.1723	1431.2413	5.9216	474550.2934	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	224.3152	0.1028	0.0033	0.0000	24.6212	8.0549	21.7644	3.0374	1.8593	0.0083	1.8511	0.0174	0.0007	0.0167	1.8419	0.0076	1.8343	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0036	0.0036	0.0000	0.0023	0.0023	0.0000	0.0013	0.0013	0.0000	0.0002	0.0002	0.0000	0.0001	0.0001	0.0000	0.0001	0.0001	0.0000
25	40	64	74	107	0.1289	12	2	3	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	17021893.4663	75666.4478	inf	137232.6731	5875.2781	inf	inf	inf	inf	839.7020	3.9079	748868.8726	11.2465	0.4787	270348.0040	2315.6166	10.0356	760062.2236	0.0000	0.0001	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	214.1118	0.0218	0.0027	0.0000	24.6212	8.0549	21.7644	3.0374	1.7112	0.0080	1.7032	0.0147	0.0006	0.0141	1.6965	0.0073	1.6892	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0020	0.0020	0.0000	0.0013	0.0013	0.0000	0.0007	0.0007	0.0000	0.0002	0.0002	0.0000	0.0001	0.0001	0.0000	0.0001	0.0001	0.0000
25	40	64	90	107	0.1284	9	2	2	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	2871312.2165	12603.5002	inf	33404.2473	1862.0541	inf	inf	inf	inf	814.4903	3.7621	488641.1631	13.7723	0.7670	91261.2394	1360.7313	5.8106	502982.2487	0.0003	0.0003	0.0000	0.0004	0.0004	0.0000	0.0000	0.0000	0.0000	215.8569	0.0045	0.0034	0.0000	24.6212	8.0549	21.7644	3.0374	2.1447	0.0099	2.1348	0.0147	0.0008	0.0139	2.1300	0.0091	2.1209	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0026	0.0026	0.0000	0.0011	0.0011	0.0000	0.0016	0.0016	0.0000	0.0004	0.0004	0.0000	0.0003	0.0003	0.0000	0.0001	0.0001	0.0000
25	40	74	90	107	0.1289	12	3	2	3	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	4954856.7834	1104.4925	inf	43884.5810	20.5505	inf	inf	inf	inf	1018.3522	0.2363	898696.6293	12.4109	0.0058	303154.7157	2771.8126	0.6393	912687.0486	0.0002	0.0002	0.0000	0.0003	0.0003	0.0000	0.0000	0.0000	0.0000	4313.1713	0.0100	0.0105	0.0000	24.6212	8.0549	21.7644	3.0374	1.7647	0.0004	1.7643	0.0137	0.0000	0.0137	1.7511	0.0004	1.7507	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0017	0.0017	0.0000	0.0011	0.0011	0.0000	0.0006	0.0006	0.0000	0.0003	0.0003	0.0000	0.0002	0.0002	0.0000	0.0001	0.0001	0.0000
25	64	74	90	107	0.1289	12	2	3	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	25614.0229	115.0183	229024574.7130	267.2556	11.1507	2055023.9253	5115071.2659	inf	309874650.1136	485.0767	2.2680	438862.8530	6.6775	0.2784	161925.8084	1331.7001	5.7995	445368.4263	0.0189	0.0197	0.0019	0.0250	0.0250	0.0788	0.0003	0.0000	0.0014	213.1096	0.0045	0.0026	0.0000	24.6212	17.7708	21.7644	8.5062	1.7092	0.0080	1.7012	0.0150	0.0006	0.0144	1.6942	0.0074	1.6868	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0035	0.0035	0.0000	0.0023	0.0023	0.0000	0.0013	0.0013	0.0000	0.0008	0.0007	0.0000	0.0006	0.0006	0.0000	0.0002	0.0002	0.0000
40	64	74	81	90	0.1762	12	3	3	3	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	365.8695	1.6258	303556.1534	5.7960	0.2180	108332.1700	885.1925	3.6618	308631.8557	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	224.3152	0.0033	0.0000	8.0549	17.7708	6.4059	8.5062	7.0728	0.0083	1.8511	0.0174	0.0007	0.0167	1.8419	0.0076	1.8343	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0051	0.0051	0.0000	0.0030	0.0030	0.0000	0.0021	0.0021	0.0000	0.0003	0.0002	0.0000	0.0001	0.0001	0.0000	0.0001	0.0001	0.0000	
40	64	74	81	107	0.1656	12	2	3	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	593.2053	2.7610	482539.7634	8.6188	0.3668	157714.0941	1435.8823	6.2222	490952.8011	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	214.1118	0.0027	0.0000	8.0549	17.7708	6.4059	8.5062	7.0728	0.0080	1.7032	0.0147	0.0006	0.0141	1.6965	0.0073	1.6892	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0029	0.0029	0.0000	0.0017	0.0017	0.0000	0.0012	0.0012	0.0000	0.0002	0.0002	0.0000	0.0001	0.0001	0.0000	0.0001	0.0001	0.0000	
40	64	74	82	90	0.1039	11	3	3	3	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	6098541.4247	409455.7349	inf	444660.5348	403291.7368	inf	inf	inf	inf	1419.2831	97.8524	1080974.0641	147.5861	132.1128	238722.9435	2711.0313	62.9705	1104106.6215	0.0002	0.0002	0.0000	0.0003	0.0003	0.0000	0.0000	0.0000	0.0000	13.5221	0.0476	-0.0392	0.0000	8.0549	17.7708	3.0374	8.5062	0.6261	0.0431	0.5830	0.0328	0.0294	0.0034	0.5933	0.0137	0.5795	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0004	0.0004	0.0000	0.0002	0.0002	0.0000	0.0002	0.0002	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
40	64	74	90	107	0.0789	8	3	2	3	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	2016502.1925	9175.0866	19793813050.4401	11591.7382	1073.1253	inf	inf	inf	inf	1944.1747	9.3325	1503684.0859	15.0994	1.3973	170457.3823	3565.6540	16.0173	1542837.5516	0.0010	0.0010	0.0001	0.0013	0.0013	0.0000	0.0000	0.0000	0.0000	207.5905	0.0045	0.0031	0.0000	8.0549	17.7708	3.0374	8.5062	2.2089	0.0106	2.1983	0.0078	0.0007	0.0071	2.2011	0.0099	2.1912	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0011	0.0011	0.0000	0.0005	0.0005	0.0000	0.0006	0.0006	0.0000	0.0003	0.0002	0.0000	0.0002	0.0002	0.0000	0.0001	0.0001	0.0000
40	64	81	90	107	0.1762	9	2	2	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	569.4473	2.6309	299184.4564	10.3397	0.5759	53883.3871	908.7315	3.8814	308377.0140	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	215.8569	0.0034	-0.0000	8.0549	17.7708	71.6615	8.5062	60.4411	0.0099	2.1348	0.0147	0.0008	0.0139	2.1300	0.0091	2.1209	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0038	0.0038	0.0000	0.0014	0.0014	0.0000	0.0023	0.0023	0.0000	0.0005	0.0005	0.0000	0.0004	0.0004	0.0000	0.0002	0.0002	0.0000	
