branch_id_1	branch_id_2	branch_id_3	branch_id_4	dist_bl	dist_node_num	branch_num_fg_tube	branch_num_fg_pink	branch_num_fg_yellow	branch_num_fg_beakless	branch_num_mg_tube	branch_num_mg_pink	branch_num_mg_yellow	branch_num_mg_beakless	is_fg_tube	is_fg_pink	is_fg_yellow	is_fg_beakless	is_mf_tube	is_mf_pink	is_mf_yellow	is_mf_beakless	is_mg_tube	is_mg_pink	is_mg_yellow	is_mg_beakless	omegaCany2any	omegaCany2dif	omegaCany2spe	omegaCdif2any	omegaCdif2dif	omegaCdif2spe	omegaCspe2any	omegaCspe2dif	omegaCspe2spe	dNCany2any	dNCany2dif	dNCany2spe	dNCdif2any	dNCdif2dif	dNCdif2spe	dNCspe2any	dNCspe2dif	dNCspe2spe	dSCany2any	dSCany2dif	dSCany2spe	dSCdif2any	dSCdif2dif	dSCdif2spe	dSCspe2any	dSCspe2dif	dSCspe2spe	OCNCoD	OCSCoD	OCN_linreg_residual	OCS_linreg_residual	N_sub_1	N_sub_2	S_sub_1	S_sub_2	OCNany2any	OCNany2dif	OCNany2spe	OCNdif2any	OCNdif2dif	OCNdif2spe	OCNspe2any	OCNspe2dif	OCNspe2spe	OCSany2any	OCSany2dif	OCSany2spe	OCSdif2any	OCSdif2dif	OCSdif2spe	OCSspe2any	OCSspe2dif	OCSspe2spe	ECNany2any	ECNany2dif	ECNany2spe	ECNdif2any	ECNdif2dif	ECNdif2spe	ECNspe2any	ECNspe2dif	ECNspe2spe	ECSany2any	ECSany2dif	ECSany2spe	ECSdif2any	ECSdif2dif	ECSdif2spe	ECSspe2any	ECSspe2dif	ECSspe2spe
18	21	29	32	0.2369	9	1	4	1	2	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	2.5201	0.0000	13.0368	1261.2572	0.0000	11362.0463	0.3221	0.0000	6.5601	308.5735	0.0000	40249.3892	197.2865	0.0000	95411.9313	364.0622	0.0000	34811.3266	122.4434	0.0000	3087.3614	0.1564	0.0000	8.3974	1130.3631	0.0000	5306.5338	inf	inf	0.0000	0.0004	17.9992	27.0324	9.2038	11.5895	3.8048	0.0000	3.8048	0.8094	0.0000	0.8094	2.9955	0.0000	2.9955	0.9627	0.0000	0.9627	0.0011	0.0000	0.0011	0.9616	0.0000	0.9616	0.0123	0.0122	0.0001	0.0041	0.0041	0.0000	0.0082	0.0081	0.0001	0.0079	0.0076	0.0003	0.0070	0.0069	0.0001	0.0009	0.0007	0.0002
18	21	29	34	0.2369	7	1	4	0	1	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	2.0781	0.0000	7.2275	579.4921	0.0000	2048.3588	0.3579	0.0000	4.8915	326.6187	0.0000	50688.0756	108.1666	0.0000	44274.2756	449.2916	0.0000	51700.6271	157.1692	0.0000	7013.2614	0.1867	0.0000	21.6145	1255.4273	0.0000	10569.5601	inf	inf	0.0000	0.0004	17.9992	27.0324	9.2038	11.5895	6.7997	0.0000	6.7997	0.8098	0.0000	0.8098	5.9899	0.0000	5.9899	0.9654	0.0000	0.9654	0.0010	0.0000	0.0010	0.9644	0.0000	0.9644	0.0208	0.0207	0.0001	0.0075	0.0075	0.0000	0.0133	0.0132	0.0001	0.0061	0.0060	0.0001	0.0054	0.0053	0.0000	0.0008	0.0007	0.0001
18	21	29	35	0.2369	9	2	4	0	1	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	2.8673	0.0000	14.6217	1125.4053	0.0000	4802.9107	0.4015	0.0000	10.0646	681.9630	0.0000	87188.2116	318.4836	0.0000	99986.7573	806.3820	0.0000	85705.0866	237.8383	0.0000	5962.9271	0.2830	0.0000	20.8180	2008.2425	0.0000	8515.5162	inf	175318683.3573	0.0000	0.0004	17.9992	27.0324	9.2038	11.5895	6.7997	0.0000	6.7997	0.8098	0.0000	0.8098	5.9899	0.0000	5.9899	0.9653	0.0000	0.9653	0.0010	0.0000	0.0010	0.9643	0.0000	0.9643	0.0100	0.0099	0.0001	0.0025	0.0025	0.0000	0.0074	0.0074	0.0001	0.0041	0.0039	0.0002	0.0036	0.0035	0.0000	0.0005	0.0004	0.0001
18	21	32	35	0.2209	11	1	4	1	2	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	1.0889	0.0000	7.2229	1880.5011	0.0000	5070.6213	0.2888	0.0000	5.0875	344.9698	0.0000	36480.2883	480.7977	0.0000	99556.3178	315.2828	0.0000	30119.8385	316.8047	0.0000	5050.6287	0.2557	0.0000	19.6339	1091.7557	0.0000	5920.3712	inf	720062854.2959	0.0000	0.0004	17.9992	27.0324	9.2038	11.5895	3.9984	0.0000	3.9984	0.9995	0.0000	0.9995	2.9989	0.0000	2.9989	0.9912	0.0000	0.9912	0.0006	0.0000	0.0006	0.9906	0.0000	0.9906	0.0116	0.0115	0.0001	0.0021	0.0021	0.0000	0.0095	0.0094	0.0001	0.0031	0.0029	0.0002	0.0022	0.0022	0.0000	0.0009	0.0007	0.0002
18	29	32	34	0.1123	7	1	4	1	2	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	1.7813	0.0000	8.7059	1447.5381	0.0000	5163.1006	0.2922	0.0000	6.1017	281.9529	0.0000	42537.4459	180.0753	0.0000	81752.1023	332.8200	0.0000	37657.6068	158.2812	0.0000	4886.0201	0.1244	0.0000	15.8339	1139.1677	0.0000	6171.6872	inf	inf	0.0000	0.0004	17.9992	10.8406	9.2038	8.3670	3.8057	0.0000	3.8057	0.8094	0.0000	0.8094	2.9963	0.0000	2.9963	0.9685	0.0000	0.9685	0.0007	0.0000	0.0007	0.9679	0.0000	0.9679	0.0135	0.0134	0.0001	0.0045	0.0045	0.0000	0.0090	0.0089	0.0001	0.0061	0.0059	0.0002	0.0053	0.0052	0.0000	0.0008	0.0007	0.0002
18	29	32	35	0.2209	11	2	4	1	2	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	2.0438	0.0000	10.5541	1637.2432	0.0000	4778.0114	0.3624	0.0000	7.8838	604.3948	0.0000	74308.9198	391.7624	0.0000	156560.1328	708.2399	0.0000	65073.3582	295.7173	0.0000	7040.7560	0.2393	0.0000	32.7668	1954.4967	0.0000	8254.0445	inf	inf	0.0000	0.0004	17.9992	10.8406	9.2038	8.3670	3.8057	0.0000	3.8057	0.8094	0.0000	0.8094	2.9963	0.0000	2.9963	0.9684	0.0000	0.9684	0.0007	0.0000	0.0007	0.9678	0.0000	0.9678	0.0063	0.0062	0.0001	0.0021	0.0021	0.0000	0.0042	0.0042	0.0000	0.0033	0.0031	0.0001	0.0028	0.0028	0.0000	0.0005	0.0004	0.0001
18	29	34	35	0.2209	9	2	4	0	1	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	1.5426	0.0000	7.4983	692.4482	0.0000	1726.1233	0.4514	0.0000	6.4416	641.1503	0.0000	92633.9733	214.7916	0.0000	69289.1204	876.2137	0.0000	97053.2742	415.6359	0.0000	12353.9712	0.3102	0.0000	40.1415	1941.0717	0.0000	15066.7402	inf	inf	0.0000	0.0004	17.9992	10.8406	9.2038	8.3670	6.8015	0.0000	6.8015	0.8098	0.0000	0.8098	5.9917	0.0000	5.9917	0.9711	0.0000	0.9711	0.0006	0.0000	0.0006	0.9705	0.0000	0.9705	0.0106	0.0105	0.0001	0.0038	0.0038	0.0000	0.0068	0.0068	0.0001	0.0023	0.0023	0.0001	0.0018	0.0018	0.0000	0.0005	0.0004	0.0001
21	29	32	34	0.2369	9	1	4	1	1	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	2.3015	0.0410	11.1107	1024.5728	0.1398	3556.6839	0.5046	0.0000	7.9593	199.9758	0.0000	30596.8972	124.7979	0.0001	57542.4207	238.8532	0.0000	27160.3892	86.8875	0.0007	2753.8284	0.1218	0.0006	16.1787	473.3957	0.0012	3412.4256	7007086.6284	128108.4273	-0.0000	0.0004	27.0324	10.8406	11.5895	8.3670	3.8048	0.0000	3.8048	0.8094	0.0000	0.8094	2.9955	0.0000	2.9955	0.9627	0.0000	0.9627	0.0011	0.0000	0.0011	0.9616	0.0000	0.9616	0.0190	0.0189	0.0001	0.0065	0.0065	0.0000	0.0125	0.0124	0.0001	0.0111	0.0107	0.0003	0.0090	0.0090	0.0001	0.0020	0.0017	0.0003
21	29	32	35	0.2369	11	2	4	1	1	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	3.0588	0.0000	17.4355	1468.8601	0.0000	7979.4385	0.5946	0.0000	11.7712	427.3969	0.0000	53859.9247	283.3328	0.0000	129075.6725	495.4662	0.0000	46533.2589	139.7272	0.0000	3089.0940	0.1929	0.0000	16.1760	833.3378	0.0000	3953.1443	inf	21385425.6247	0.0000	0.0004	27.0324	10.8406	11.5895	8.3670	3.8048	0.0000	3.8048	0.8094	0.0000	0.8094	2.9955	0.0000	2.9955	0.9626	0.0000	0.9626	0.0011	0.0000	0.0011	0.9615	0.0000	0.9615	0.0089	0.0088	0.0001	0.0029	0.0029	0.0000	0.0060	0.0060	0.0001	0.0069	0.0066	0.0003	0.0057	0.0057	0.0001	0.0012	0.0009	0.0002
21	29	34	35	0.2369	9	2	4	0	0	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	2.7020	0.0000	17.1433	156.4040	0.0000	1353.2473	0.8705	0.0000	15.8754	446.4047	0.0000	68122.5682	148.0347	0.0000	57410.1849	613.6030	0.0000	69885.5073	165.2113	0.7999	3973.7139	0.9465	0.7253	42.4240	704.8550	1.0902	4402.1164	inf	214.4479	0.0000	-0.0041	27.0324	10.8406	11.5895	8.3670	6.7997	0.0000	6.7997	0.8098	0.0000	0.8098	5.9899	0.0000	5.9899	0.9698	0.0045	0.9653	0.0043	0.0032	0.0010	0.9656	0.0013	0.9643	0.0152	0.0151	0.0001	0.0055	0.0055	0.0000	0.0098	0.0097	0.0001	0.0059	0.0056	0.0002	0.0045	0.0045	0.0000	0.0014	0.0012	0.0002
