branch_id_1	branch_id_2	branch_id_3	dist_bl	dist_node_num	branch_num_fg_tube	branch_num_fg_pink	branch_num_fg_yellow	branch_num_fg_beakless	branch_num_mg_tube	branch_num_mg_pink	branch_num_mg_yellow	branch_num_mg_beakless	is_fg_tube	is_fg_pink	is_fg_yellow	is_fg_beakless	is_mf_tube	is_mf_pink	is_mf_yellow	is_mf_beakless	is_mg_tube	is_mg_pink	is_mg_yellow	is_mg_beakless	omegaCany2any	omegaCany2dif	omegaCany2spe	omegaCdif2any	omegaCdif2dif	omegaCdif2spe	omegaCspe2any	omegaCspe2dif	omegaCspe2spe	dNCany2any	dNCany2dif	dNCany2spe	dNCdif2any	dNCdif2dif	dNCdif2spe	dNCspe2any	dNCspe2dif	dNCspe2spe	dSCany2any	dSCany2dif	dSCany2spe	dSCdif2any	dSCdif2dif	dSCdif2spe	dSCspe2any	dSCspe2dif	dSCspe2spe	OCNCoD	OCSCoD	OCN_linreg_residual	OCS_linreg_residual	N_sub_1	N_sub_2	S_sub_1	S_sub_2	OCNany2any	OCNany2dif	OCNany2spe	OCNdif2any	OCNdif2dif	OCNdif2spe	OCNspe2any	OCNspe2dif	OCNspe2spe	OCSany2any	OCSany2dif	OCSany2spe	OCSdif2any	OCSdif2dif	OCSdif2spe	OCSspe2any	OCSspe2dif	OCSspe2spe	ECNany2any	ECNany2dif	ECNany2spe	ECNdif2any	ECNdif2dif	ECNdif2spe	ECNspe2any	ECNspe2dif	ECNspe2spe	ECSany2any	ECSany2dif	ECSany2spe	ECSdif2any	ECSdif2dif	ECSdif2spe	ECSspe2any	ECSspe2dif	ECSspe2spe
3	24	53	0.2353	3	2	1	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	10520.8672	9372.7593	inf	6705.9116	6499.6507	inf	inf	inf	inf	2.9334	2.9737	0.2757	3.6200	3.6289	1.4021	2.0233	2.0825	0.0732	0.0003	0.0003	0.0000	0.0005	0.0006	0.0000	0.0000	0.0000	0.0000	0.0014	0.0000	-0.5070	0.0000	6.9331	7.8142	4.2948	1.7699	0.9416	0.9402	0.0013	0.6623	0.6613	0.0010	0.2793	0.2790	0.0003	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3210	0.3162	0.0048	0.1830	0.1822	0.0007	0.1380	0.1340	0.0041	0.0586	0.0515	0.0071	0.0302	0.0292	0.0010	0.0283	0.0222	0.0061
3	53	75	0.2787	3	2	0	3	0	0	0	0	0	N	N	Y	N	N	N	N	N	N	N	N	N	1187.9649	3052.3454	8732.0475	2633.7456	2743.3839	107.9931	991.2750	6421.2484	9661.1750	1.2958	0.6586	67.8047	0.9496	0.9529	0.0717	2.0492	0.0060	92.8265	0.0011	0.0002	0.0078	0.0004	0.0003	0.0007	0.0021	0.0000	0.0096	0.9864	4.7182	-0.0203	0.0001	6.9331	38.0000	4.2948	22.0013	0.4692	0.2362	0.2330	0.2356	0.2356	0.0001	0.2336	0.0007	0.2329	0.0001	0.0000	0.0001	0.0000	0.0000	0.0000	0.0001	0.0000	0.0001	0.3621	0.3587	0.0034	0.2481	0.2472	0.0009	0.1140	0.1115	0.0025	0.0909	0.0804	0.0105	0.0520	0.0499	0.0022	0.0389	0.0305	0.0084
3	53	83	0.2090	3	2	0	3	0	0	0	0	0	N	N	Y	N	N	N	N	N	N	N	N	N	3755.5772	325189.4754	48.6718	6807.8848	43479.7472	0.7697	4871.8026	inf	61.6130	3.9689	4.0241	0.2761	1.6580	1.6676	0.0046	6.6322	6.7934	0.3484	0.0011	0.0000	0.0057	0.0002	0.0000	0.0060	0.0014	0.0000	0.0057	0.0010	103.7225	-1.5737	0.0001	6.9331	38.0000	4.2948	22.0013	2.9206	2.9176	0.0030	0.6532	0.6532	0.0000	2.2674	2.2644	0.0030	0.0001	0.0000	0.0001	0.0000	0.0000	0.0000	0.0001	0.0000	0.0001	0.7359	0.7251	0.0108	0.3940	0.3917	0.0023	0.3419	0.3333	0.0085	0.1019	0.0831	0.0188	0.0278	0.0268	0.0009	0.0742	0.0563	0.0179
8	11	45	0.2475	5	3	0	2	0	0	0	0	0	Y	N	N	N	N	N	N	N	N	N	N	N	33732.1493	18.4101	inf	3683.3588	4.5607	inf	inf	inf	inf	5.2928	0.0035	340.5190	1.1298	0.0014	205.6302	9.7955	0.0058	370.8464	0.0002	0.0002	0.0000	0.0003	0.0003	0.0000	0.0000	0.0000	0.0000	1526.1951	0.0000	0.2410	-0.0000	8.4852	5.0000	3.6850	1.0001	0.5245	0.0003	0.5242	0.0582	0.0001	0.0581	0.4663	0.0003	0.4661	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0991	0.0976	0.0015	0.0515	0.0512	0.0003	0.0476	0.0464	0.0013	0.0159	0.0131	0.0029	0.0081	0.0080	0.0002	0.0078	0.0051	0.0027
9	11	34	0.2196	4	2	1	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	0.0000	inf	inf	inf	5.0652	0.3940	178.6078	0.0045	0.0045	0.0000	5.8236	0.4538	184.1368	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	12.2002	0.3132	0.0000	35.4171	5.0000	12.8396	1.0001	5.8543	0.0617	0.7530	0.0001	0.0001	0.0000	0.8147	0.0616	0.7530	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1609	0.1566	0.0042	0.0210	0.0208	0.0001	0.1399	0.1358	0.0041	0.0424	0.0330	0.0094	0.0212	0.0199	0.0012	0.0212	0.0131	0.0082	
11	34	67	0.1140	4	2	1	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	0.0000	inf	inf	inf	5.2346	0.0822	200.3987	0.0044	0.0044	0.0000	6.0250	0.0943	206.7816	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	64.3259	0.4142	0.0000	5.0000	12.8396	40.9487	5.8543	16.0463	0.0143	0.9168	0.0001	0.0001	0.0000	0.9310	0.0141	0.9168	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1779	0.1733	0.0046	0.0234	0.0232	0.0001	0.1545	0.1501	0.0044	0.0457	0.0356	0.0101	0.0229	0.0216	0.0013	0.0228	0.0140	0.0088	
11	67	83	0.1653	5	2	0	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	838439.1206	651893.8891	0.0000	3096.1997	2768.3387	0.0000	inf	inf	0.0000	0.0702	0.0721	0.0000	0.0008	0.0009	0.0000	0.0997	0.1031	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0112	-0.0000	5.0000	40.9487	1.0001	16.0463	0.0208	0.0208	0.0000	0.0001	0.0001	0.0000	0.0207	0.0207	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2958	0.2881	0.0077	0.0881	0.0874	0.0007	0.2077	0.2007	0.0070	0.0430	0.0326	0.0104	0.0131	0.0116	0.0015	0.0299	0.0209	0.0089
12	35	83	0.2240	7	0	1	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	2569565.8389	1067728.2109	307138086.6916	1277389.2187	1200576.8639	inf	35659975.1275	inf	305753966.7743	4.0195	2.0693	79.2755	5.5008	5.5384	0.0565	3.1620	0.0005	88.0367	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9928	0.0381	-0.0832	0.0000	10.0620	31.9108	5.3201	12.2249	1.9975	1.0023	0.9951	1.0022	1.0022	0.0001	0.9952	0.0002	0.9951	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4969	0.4844	0.0126	0.1822	0.1809	0.0013	0.3147	0.3034	0.0113	0.0999	0.0777	0.0222	0.0350	0.0326	0.0023	0.0650	0.0451	0.0199
12	44	83	0.1272	5	1	0	3	0	0	0	0	0	N	N	Y	N	N	N	N	N	N	N	N	N	1002.8860	30.3040	inf	2.4259	1.9147	inf	inf	inf	inf	2.9581	0.1108	120.8309	0.0240	0.0193	0.6783	5.0287	0.1772	138.3878	0.0029	0.0037	0.0000	0.0099	0.0101	0.0000	0.0000	0.0000	0.0000	26.3505	0.0000	0.4268	-0.0000	10.0620	15.1989	5.3201	8.5262	1.0074	0.0368	0.9706	0.0034	0.0027	0.0007	1.0041	0.0341	0.9699	0.0002	0.0002	0.0000	0.0002	0.0002	0.0000	0.0000	0.0000	0.0000	0.3406	0.3325	0.0080	0.1409	0.1399	0.0010	0.1997	0.1927	0.0070	0.0741	0.0598	0.0143	0.0221	0.0217	0.0003	0.0520	0.0381	0.0140
12	53	83	0.2020	4	1	0	3	0	0	0	0	0	N	N	Y	N	N	N	N	N	N	N	N	N	21207.2039	16729.1127	0.0000	0.9589	0.9633	0.0000	inf	inf	0.0000	1.6910	1.7367	0.0000	0.0004	0.0004	0.0000	2.3032	2.3834	0.0000	0.0001	0.0001	0.0000	0.0005	0.0005	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.5397	0.0000	10.0620	38.0000	5.3201	22.0013	0.9998	0.9998	0.0000	0.0001	0.0001	0.0000	0.9997	0.9997	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5912	0.5757	0.0156	0.1572	0.1562	0.0010	0.4341	0.4195	0.0146	0.1249	0.0960	0.0290	0.0215	0.0214	0.0000	0.1035	0.0745	0.0289
