branch_id_1	branch_id_2	dist_bl	dist_node_num	branch_num_fg_tube	branch_num_fg_pink	branch_num_fg_yellow	branch_num_fg_beakless	branch_num_mg_tube	branch_num_mg_pink	branch_num_mg_yellow	branch_num_mg_beakless	is_fg_tube	is_fg_pink	is_fg_yellow	is_fg_beakless	is_mf_tube	is_mf_pink	is_mf_yellow	is_mf_beakless	is_mg_tube	is_mg_pink	is_mg_yellow	is_mg_beakless	omegaCany2any	omegaCany2dif	omegaCany2spe	omegaCdif2any	omegaCdif2dif	omegaCdif2spe	omegaCspe2any	omegaCspe2dif	omegaCspe2spe	dNCany2any	dNCany2dif	dNCany2spe	dNCdif2any	dNCdif2dif	dNCdif2spe	dNCspe2any	dNCspe2dif	dNCspe2spe	dSCany2any	dSCany2dif	dSCany2spe	dSCdif2any	dSCdif2dif	dSCdif2spe	dSCspe2any	dSCspe2dif	dSCspe2spe	OCNCoD	OCSCoD	OCN_linreg_residual	OCS_linreg_residual	N_sub_1	N_sub_2	S_sub_1	S_sub_2	OCNany2any	OCNany2dif	OCNany2spe	OCNdif2any	OCNdif2dif	OCNdif2spe	OCNspe2any	OCNspe2dif	OCNspe2spe	OCSany2any	OCSany2dif	OCSany2spe	OCSdif2any	OCSdif2dif	OCSdif2spe	OCSspe2any	OCSspe2dif	OCSspe2spe	ECNany2any	ECNany2dif	ECNany2spe	ECNdif2any	ECNdif2dif	ECNdif2spe	ECNspe2any	ECNspe2dif	ECNspe2spe	ECSany2any	ECSany2dif	ECSany2spe	ECSdif2any	ECSdif2dif	ECSdif2spe	ECSspe2any	ECSspe2dif	ECSspe2spe	omegaCany2any_nocalib	omegaCany2dif_nocalib	omegaCany2spe_nocalib	omegaCdif2any_nocalib	omegaCdif2dif_nocalib	omegaCdif2spe_nocalib	omegaCspe2any_nocalib	omegaCspe2dif_nocalib	omegaCspe2spe_nocalib	dSCany2any_nocalib	dSCany2dif_nocalib	dSCany2spe_nocalib	dSCdif2any_nocalib	dSCdif2dif_nocalib	dSCdif2spe_nocalib	dSCspe2any_nocalib	dSCspe2dif_nocalib	dSCspe2spe_nocalib
0	1	0.1214	17	2	1	1	0	0	0	0	0	Y	N	N	N	N	N	N	N	N	N	N	N	14.4569	8.7175	0.6680	0.5443	inf	inf	0.0151	0.0171	0.0000	0.0038	0.0040	0.0000	0.0176	0.0202	0.0000	0.0010	0.0020	0.0000	0.0057	0.0073	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0056	-0.0004	7.9527	52.0000	17.2130	16.0000	0.0181	0.0181	0.0000	0.0008	0.0008	0.0000	0.0172	0.0172	0.0000	0.0007	0.0007	0.0000	0.0007	0.0007	0.0000	0.0000	0.0000	0.0000	1.1943	1.0568	0.1375	0.2166	0.2055	0.0111	0.9777	0.8513	0.1264	0.6409	0.3420	0.2989	0.1182	0.0914	0.0268	0.5227	0.2506	0.2721	14.4569	8.7175	0.0000	0.6680	0.5443	0.0000	inf	inf	0.0000	0.0010	0.0020	0.0000	0.0057	0.0073	0.0000	0.0000	0.0000	0.0000			
0	2	0.0879	10	1	2	0	0	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	3.6404	2.8195	0.0000	6.1266	6.0325	0.0000	3.5414	26930.3653	0.0000	0.0260	0.0295	0.0000	0.1719	0.1775	0.0000	0.0026	0.0030	0.0000	0.0072	0.0105	0.0025	0.0281	0.0294	0.0176	0.0007	0.0000	0.0014	0.0000	0.1695	-0.0014	-0.0008	7.9527	6.0127	17.2130	9.9675	0.0044	0.0044	0.0000	0.0040	0.0040	0.0000	0.0004	0.0004	0.0000	0.0016	0.0014	0.0002	0.0015	0.0014	0.0001	0.0001	0.0000	0.0001	0.1690	0.1490	0.0200	0.0234	0.0227	0.0007	0.1456	0.1263	0.0193	0.2284	0.1333	0.0951	0.0536	0.0475	0.0061	0.1748	0.0858	0.0889	3.6404	2.8195	0.0000	6.1266	6.0325	0.0000	3.5414	26930.3653	0.0000	0.0072	0.0105	0.0025	0.0281	0.0294	0.0176	0.0007	0.0000	0.0014
0	3	0.0542	4	1	1	1	1	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	0.0003	0.0001	0.0015	0.0000	0.0000	0.0000	0.0003	0.0002	0.0016	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.5000	0.0000	0.0000	7.9527	6.0010	17.2130	5.0400	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1583	0.1388	0.0196	0.0143	0.0137	0.0006	0.1441	0.1251	0.0190	0.1529	0.0884	0.0645	0.0250	0.0225	0.0025	0.1279	0.0658	0.0620	inf	inf	inf	0.0000	0.0000	0.0000	inf	inf	inf	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000				
0	4	0.1362	19	2	2	0	0	0	0	0	0	Y	Y	N	N	N	N	N	N	N	N	N	N	4.6476	inf	0.0000	12.9740	inf	0.0000	0.0000	0.0000	0.0050	0.0056	0.0000	0.0209	0.0217	0.0000	0.0000	0.0000	0.0000	0.0011	0.0000	0.0027	0.0016	0.0000	0.0106	0.0009	0.0000	0.0019	0.0000	inf	-0.0003	0.0001	7.9527	5.4717	17.2130	6.8567	0.0008	0.0008	0.0000	0.0008	0.0008	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0002	0.0001	0.0000	0.0001	0.0001	0.0000	0.0001	0.1677	0.1506	0.0171	0.0405	0.0391	0.0014	0.1272	0.1115	0.0157	0.1569	0.0942	0.0627	0.0403	0.0342	0.0061	0.1166	0.0600	0.0566	4.6476	inf	0.0000	12.9740	inf	0.0000	0.0000	0.0000	0.0000	0.0011	0.0000	0.0027	0.0016	0.0000	0.0106	0.0009	0.0000	0.0019	
0	5	0.1510	19	2	2	0	1	0	0	0	0	Y	Y	N	N	N	N	N	N	N	N	N	N	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005	0.0009	0.0000	0.0031	0.0037	0.0000	0.0000	0.0000	0.0000	0.0005	0.0000	-0.0000	7.9527	1.0004	17.2130	1.0063	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0261	0.0230	0.0031	0.0051	0.0048	0.0003	0.0210	0.0182	0.0029	0.0210	0.0114	0.0096	0.0032	0.0027	0.0005	0.0177	0.0087	0.0091	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005	0.0009	0.0000	0.0031	0.0037	0.0000	0.0000	0.0000	0.0000	
0	6	0.1374	18	2	1	1	0	0	0	0	0	Y	N	N	N	N	N	N	N	N	N	N	N	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	14.6331	0.0000	32.5748	0.0039	0.0000	0.0213	18.9064	0.0000	35.8928	inf	0.0000	0.3672	7.9527	1.0036	17.2130	5.0245	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9868	0.0000	0.9868	0.0001	0.0000	0.0001	0.9868	0.0000	0.9868	0.0260	0.0229	0.0031	0.0051	0.0048	0.0003	0.0208	0.0180	0.0028	0.0674	0.0371	0.0303	0.0152	0.0124	0.0028	0.0522	0.0247	0.0275	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	14.6331	0.0000	32.5748	0.0039	0.0000	0.0213	18.9064	0.0000	35.8928				
0	7	0.0706	10	1	1	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	0.0331	0.0225	0.0000	0.0658	0.0617	0.0000	0.0000	0.0000	0.0000	0.0001	0.0002	0.0000	0.0012	0.0012	0.0000	0.0000	0.0000	0.0000	0.0044	0.0073	0.0002	0.0178	0.0196	0.0030	0.0000	0.0000	0.0000	0.0000	0.0223	-0.0000	-0.0013	7.9527	20.5545	17.2130	13.3067	0.0001	0.0001	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0022	0.0021	0.0000	0.0022	0.0021	0.0000	0.0000	0.0000	0.0000	0.5510	0.4853	0.0657	0.0684	0.0661	0.0023	0.4825	0.4191	0.0634	0.5001	0.2920	0.2082	0.1230	0.1094	0.0136	0.3771	0.1826	0.1945	0.0331	0.0225	0.0000	0.0658	0.0617	0.0000	0.0000	0.0000	0.0000	0.0044	0.0073	0.0002	0.0178	0.0196	0.0030	0.0000	0.0000	0.0000
0	8	0.1214	17	2	2	0	0	0	0	0	0	Y	Y	N	N	N	N	N	N	N	N	N	N	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.2426	8.6906	9.8716	32.8888	44.5236	0.0000	5.7019	0.0000	10.8873	0.9967	0.0000	-0.2568	7.9527	8.0007	17.2130	13.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.9945	0.9989	0.9956	0.9989	0.9989	0.0000	0.9956	0.0000	0.9956	0.2032	0.1789	0.0243	0.0368	0.0350	0.0019	0.1663	0.1440	0.0224	0.2158	0.1149	0.1009	0.0412	0.0318	0.0094	0.1746	0.0832	0.0914	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.2426	8.6906	9.8716	24.2523	31.4322	0.0000	5.7019	0.0000	10.8873			
0	9	0.1463	19	1	1	1	1	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.9527	0.7080	17.2130	2.0029	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0198	0.0173	0.0025	0.0039	0.0037	0.0002	0.0159	0.0136	0.0023	0.0289	0.0156	0.0133	0.0050	0.0039	0.0011	0.0239	0.0117	0.0123	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000											
0	10	0.1442	19	1	2	0	0	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.2929	10.7897	0.0000	31.0284	32.4009	0.0000	0.0009	0.0017	0.0000	0.0000	0.0000	-0.6252	7.9527	3.0404	17.2130	5.3051	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9956	0.9956	0.0000	0.9956	0.9956	0.0000	0.0001	0.0001	0.0000	0.1868	0.1725	0.0142	0.0907	0.0879	0.0028	0.0960	0.0846	0.0114	0.1365	0.0923	0.0442	0.0507	0.0456	0.0051	0.0858	0.0467	0.0391	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.2929	10.7897	0.0000	19.6173	21.8326	0.0000	0.0009	0.0017	0.0000	
