branch_id_1	branch_id_2	branch_id_3	branch_id_4	branch_id_5	branch_id_6	branch_id_7	branch_id_8	dist_bl	dist_node_num	branch_num_fg_tube	branch_num_fg_pink	branch_num_fg_yellow	branch_num_fg_beakless	branch_num_mg_tube	branch_num_mg_pink	branch_num_mg_yellow	branch_num_mg_beakless	is_fg_tube	is_fg_pink	is_fg_yellow	is_fg_beakless	is_mf_tube	is_mf_pink	is_mf_yellow	is_mf_beakless	is_mg_tube	is_mg_pink	is_mg_yellow	is_mg_beakless	omegaCany2any	omegaCany2dif	omegaCany2spe	omegaCdif2any	omegaCdif2dif	omegaCdif2spe	omegaCspe2any	omegaCspe2dif	omegaCspe2spe	dNCany2any	dNCany2dif	dNCany2spe	dNCdif2any	dNCdif2dif	dNCdif2spe	dNCspe2any	dNCspe2dif	dNCspe2spe	dSCany2any	dSCany2dif	dSCany2spe	dSCdif2any	dSCdif2dif	dSCdif2spe	dSCspe2any	dSCspe2dif	dSCspe2spe	OCNCoD	OCSCoD	OCN_linreg_residual	OCS_linreg_residual	N_sub_1	N_sub_2	S_sub_1	S_sub_2	OCNany2any	OCNany2dif	OCNany2spe	OCNdif2any	OCNdif2dif	OCNdif2spe	OCNspe2any	OCNspe2dif	OCNspe2spe	OCSany2any	OCSany2dif	OCSany2spe	OCSdif2any	OCSdif2dif	OCSdif2spe	OCSspe2any	OCSspe2dif	OCSspe2spe	ECNany2any	ECNany2dif	ECNany2spe	ECNdif2any	ECNdif2dif	ECNdif2spe	ECNspe2any	ECNspe2dif	ECNspe2spe	ECSany2any	ECSany2dif	ECSany2spe	ECSdif2any	ECSdif2dif	ECSdif2spe	ECSspe2any	ECSspe2dif	ECSspe2spe
25	35	37	42	65	74	76	87	0.1646	18	4	6	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	6099123.2719	624.1208	346714242107.3689	209319.5666	699.0138	inf	16563587.6380	491.0522	367317070714.9637	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9771.5154	-0.0000	0.0000	11.1228	2.9980	43.9911	0.9973	53.2043	0.0002	2.0547	0.0451	0.0002	0.0450	2.0098	0.0001	2.0098	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
25	35	37	42	65	74	76	92	0.1585	18	3	7	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	14384344.7338	1480.4717	162642847983.3714	73198.0952	3666.5419	inf	20132027.2500	602.4167	176063860916.6309	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9715.9147	-0.0001	0.0000	11.1228	2.9980	43.9911	0.9973	53.2043	0.0003	2.9063	0.0042	0.0002	0.0040	2.9023	0.0001	2.9023	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
25	35	37	42	65	74	76	98	0.1585	18	3	7	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	18021229.2721	1854.8173	201733251448.9053	91134.0292	4607.2310	inf	25192575.3938	753.8575	218265926891.6286	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9715.7731	-0.0001	0.0000	11.1228	2.9980	43.9911	0.9973	53.2043	0.0003	2.9064	0.0042	0.0002	0.0040	2.9025	0.0001	2.9024	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
25	35	37	42	65	74	87	92	0.1646	18	4	6	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	8045851.6296	823.4727	448806204615.6932	270888.4114	924.1531	inf	21775775.2825	645.6719	475217537489.4519	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9769.8109	-0.0000	0.0000	11.1228	2.9980	43.9911	0.9973	53.2043	0.0002	2.0558	0.0442	0.0002	0.0440	2.0118	0.0001	2.0117	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
25	35	37	42	65	74	87	98	0.1646	18	4	6	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	10061528.2182	1029.7872	556575253041.8047	338580.5935	1155.8030	inf	27226599.9639	807.3068	589023959977.6580	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9769.6688	-0.0000	0.0000	11.1228	2.9980	43.9911	0.9973	53.2043	0.0002	2.0559	0.0442	0.0002	0.0440	2.0119	0.0001	2.0118	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
25	35	37	42	65	74	92	98	0.1585	18	3	7	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	23788577.6617	2448.8482	261219615756.1439	81661.4606	6138.9669	inf	33146925.0619	992.0320	282500771146.6463	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9714.0751	-0.0001	0.0000	11.1228	2.9980	43.9911	0.9973	53.2043	0.0003	2.9079	0.0028	0.0002	0.0026	2.9053	0.0001	2.9053	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
25	35	37	42	65	76	87	92	0.1646	18	3	7	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	0.0000	inf	inf	0.0000	inf	inf	0.0000	inf	2748923.6168	0.0000	45833088254.8122	144672.0526	0.0000	inf	4515018.7293	0.0000	44954327958.9729	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	inf	0.0002	0.0000	11.1228	2.9980	43.9911	0.9973	53.2043	0.0000	2.1160	0.0450	0.0000	0.0450	2.0710	0.0000	2.0710	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
25	35	37	42	65	76	87	98	0.1646	18	3	7	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	0.0000	inf	inf	0.0000	inf	inf	0.0000	inf	3440554.4484	0.0000	56928138131.9237	181079.4677	0.0000	inf	5648560.9448	0.0000	55838084556.8078	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	inf	0.0002	0.0000	11.1228	2.9980	43.9911	0.9973	53.2043	0.0000	2.1161	0.0450	0.0000	0.0450	2.0711	0.0000	2.0711	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
25	35	37	42	65	76	92	98	0.1449	18	2	8	0	0	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	inf	0.0000	inf	inf	0.0000	inf	inf	0.0000	inf	4975050.1601	0.0000	26581984801.1992	97947.8636	0.0000	inf	5186166.5931	0.0000	26599163714.7640	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	inf	0.0002	0.0000	11.1228	2.9980	43.9911	0.9973	53.2043	0.0000	2.9931	0.0024	0.0000	0.0024	2.9907	0.0000	2.9907	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
25	35	37	42	65	87	92	98	0.1646	18	3	7	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	0.0000	inf	inf	0.0000	inf	inf	0.0000	inf	4540428.4382	0.0000	73868644592.3617	235033.0555	0.0000	inf	7430237.1409	0.0000	72481709724.9134	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	inf	0.0002	0.0000	11.1228	2.9980	43.9911	0.9973	53.2043	0.0000	2.1172	0.0440	0.0000	0.0440	2.0732	0.0000	2.0732	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
25	35	37	42	74	76	87	92	0.1646	18	4	6	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	4879692.7961	499.3285	279564489922.0135	167594.7620	559.3373	inf	13248099.6029	392.7520	296330211816.9728	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9771.6803	-0.0000	0.0000	11.1228	2.9980	43.9911	0.9973	53.2043	0.0002	2.0547	0.0452	0.0002	0.0450	2.0097	0.0001	2.0097	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
25	35	37	42	74	76	87	98	0.1646	18	4	6	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	6102315.1388	624.4460	346728442201.3628	209483.6504	699.5614	inf	16564550.0686	491.0791	367330955068.2858	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9771.5382	-0.0000	0.0000	11.1228	2.9980	43.9911	0.9973	53.2043	0.0002	2.0548	0.0451	0.0002	0.0450	2.0099	0.0001	2.0098	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
