branch_id_1	branch_id_2	branch_id_3	branch_id_4	branch_id_5	dist_bl	dist_node_num	branch_num_fg_tube	branch_num_fg_pink	branch_num_fg_yellow	branch_num_fg_beakless	branch_num_mg_tube	branch_num_mg_pink	branch_num_mg_yellow	branch_num_mg_beakless	is_fg_tube	is_fg_pink	is_fg_yellow	is_fg_beakless	is_mf_tube	is_mf_pink	is_mf_yellow	is_mf_beakless	is_mg_tube	is_mg_pink	is_mg_yellow	is_mg_beakless	omegaCany2any	omegaCany2dif	omegaCany2spe	omegaCdif2any	omegaCdif2dif	omegaCdif2spe	omegaCspe2any	omegaCspe2dif	omegaCspe2spe	dNCany2any	dNCany2dif	dNCany2spe	dNCdif2any	dNCdif2dif	dNCdif2spe	dNCspe2any	dNCspe2dif	dNCspe2spe	dSCany2any	dSCany2dif	dSCany2spe	dSCdif2any	dSCdif2dif	dSCdif2spe	dSCspe2any	dSCspe2dif	dSCspe2spe	OCNCoD	OCSCoD	OCN_linreg_residual	OCS_linreg_residual	N_sub_1	N_sub_2	S_sub_1	S_sub_2	OCNany2any	OCNany2dif	OCNany2spe	OCNdif2any	OCNdif2dif	OCNdif2spe	OCNspe2any	OCNspe2dif	OCNspe2spe	OCSany2any	OCSany2dif	OCSany2spe	OCSdif2any	OCSdif2dif	OCSdif2spe	OCSspe2any	OCSspe2dif	OCSspe2spe	ECNany2any	ECNany2dif	ECNany2spe	ECNdif2any	ECNdif2dif	ECNdif2spe	ECNspe2any	ECNspe2dif	ECNspe2spe	ECSany2any	ECSany2dif	ECSany2spe	ECSdif2any	ECSdif2dif	ECSdif2spe	ECSspe2any	ECSspe2dif	ECSspe2spe
15	26	34	49	59	0.2493	14	2	5	0	0	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	2536.9208	508.3719	146205.9051	26.5399	6.8455	70830.2643	2770.8038	555.8050	146334.4266	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0607	0.8231	0.0000	9.9778	8.2753	5.9989	8.8003	1.0603	0.9563	3.8832	0.0043	0.0011	0.0032	4.8352	0.9552	3.8800	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0019	0.0019	0.0000	0.0002	0.0002	0.0000	0.0017	0.0017	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
15	34	36	48	59	0.2135	12	2	4	0	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	508.8975	262.4513	20481.1060	7.3912	2.4557	13783.9633	567.3127	293.1410	20501.6978	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9629	-0.4883	-0.0000	9.9778	5.9989	14.0224	1.0603	13.7138	1.7548	1.6898	0.0052	0.0017	0.0035	3.4394	1.7531	1.6863	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0068	0.0067	0.0001	0.0007	0.0007	0.0000	0.0061	0.0060	0.0001	0.0001	0.0001	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	
15	34	48	49	59	0.2493	14	1	4	0	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	1432.2714	309.6253	84120.9545	15.7280	4.2944	36525.0500	1557.1632	336.9341	84211.2578	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.6886	0.6662	0.0000	9.9778	5.9989	15.7012	1.0603	10.7691	0.9203	3.3947	0.0038	0.0010	0.0028	4.3112	0.9193	3.3919	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0030	0.0030	0.0000	0.0002	0.0002	0.0000	0.0028	0.0027	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
26	30	34	36	59	0.2210	12	3	5	0	0	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	828.0538	415.3677	33272.2148	11.6100	3.6424	24674.5192	927.3452	466.1365	33296.2523	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0189	-0.4895	-0.0000	8.2753	11.0063	5.9989	4.1012	1.0603	1.8993	1.9352	0.0058	0.0018	0.0040	3.8288	1.8975	1.9312	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0046	0.0046	0.0001	0.0005	0.0005	0.0000	0.0041	0.0041	0.0001	0.0001	0.0001	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	
26	30	34	49	59	0.2493	14	2	5	0	0	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	2333.1495	760.1865	114768.3759	24.2334	8.3351	57041.4909	2550.1334	831.9038	114868.7414	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.1121	0.2231	-0.0000	8.2753	11.0063	5.9989	4.1012	1.0603	1.5469	3.2672	0.0043	0.0015	0.0028	4.8098	1.5454	3.2644	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0021	0.0020	0.0000	0.0002	0.0002	0.0000	0.0019	0.0019	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
26	34	36	59	81	0.2210	12	4	4	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	1210.7853	610.5755	46696.5301	17.4789	5.5271	37243.1212	1350.9653	682.6754	46721.0845	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0092	-0.5017	-0.0000	8.2753	5.9989	14.0224	1.0603	13.7138	1.9200	1.9377	0.0059	0.0019	0.0040	3.8519	1.9182	1.9337	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0032	0.0031	0.0000	0.0003	0.0003	0.0000	0.0029	0.0028	0.0000	0.0001	0.0001	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	
26	34	49	59	81	0.2493	14	3	4	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	3402.5646	682.2974	191054.3475	36.4336	9.3972	97974.6210	3708.3225	744.3684	191204.2850	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0592	0.8226	-0.0000	8.2753	5.9989	6.0108	1.0603	4.8867	0.9563	3.8819	0.0043	0.0011	0.0032	4.8339	0.9552	3.8787	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0014	0.0014	0.0000	0.0001	0.0001	0.0000	0.0013	0.0013	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
30	34	36	48	49	0.2493	14	2	4	0	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	430.6666	221.8195	18391.1515	1.9307	0.4906	4861.3599	507.5827	262.0580	18444.4078	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9641	-0.4999	-0.0000	11.0063	5.9989	14.0224	1.0603	13.7138	1.7991	1.7345	0.0024	0.0006	0.0018	3.5313	1.7985	1.7327	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0082	0.0081	0.0001	0.0012	0.0012	0.0000	0.0070	0.0069	0.0001	0.0002	0.0002	0.0000	0.0001	0.0001	0.0000	0.0001	0.0001	0.0000	
30	34	36	48	59	0.2135	12	2	4	0	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	467.3771	122.9141	28648.5483	6.7469	1.9314	13428.6501	521.5073	137.3198	28696.2323	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.8489	0.3693	0.0000	11.0063	5.9989	14.0224	1.0603	13.7138	0.8894	2.5339	0.0052	0.0015	0.0037	3.4182	0.8879	2.5302	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0073	0.0072	0.0001	0.0008	0.0008	0.0000	0.0066	0.0065	0.0001	0.0001	0.0001	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	
30	34	36	49	59	0.2493	14	2	5	0	0	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	1165.2613	584.9764	44535.7221	19.7511	6.2573	38136.6488	1281.3968	644.4913	44551.5494	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0186	-0.4896	-0.0000	11.0063	5.9989	14.0224	1.0603	13.7138	1.8992	1.9346	0.0060	0.0019	0.0041	3.8278	1.8973	1.9305	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0033	0.0032	0.0000	0.0003	0.0003	0.0000	0.0030	0.0029	0.0000	0.0001	0.0001	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	
30	34	48	49	59	0.2493	14	1	4	0	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	1317.2581	446.2777	66060.4488	14.3611	5.1321	29412.8448	1433.1263	486.0711	66131.3447	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.9914	0.1433	-0.0000	11.0063	5.9989	15.7012	1.0603	10.7691	1.4350	2.8576	0.0038	0.0014	0.0025	4.2887	1.4336	2.8551	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0033	0.0032	0.0000	0.0003	0.0003	0.0000	0.0030	0.0029	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
30	36	48	49	59	0.2135	8	1	4	0	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	424.1549	217.6674	18633.6898	3.8638	1.3344	10649.2365	507.7879	261.2893	18661.8630	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9707	-0.4787	-0.0000	11.0063	14.0224	15.7012	13.7138	10.7691	1.7381	1.6872	0.0052	0.0018	0.0034	3.4202	1.7363	1.6838	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0081	0.0080	0.0001	0.0013	0.0013	0.0000	0.0067	0.0066	0.0001	0.0002	0.0002	0.0000	0.0001	0.0001	0.0000	0.0001	0.0001	0.0000	
