branch_id_1	branch_id_2	branch_id_3	dist_bl	dist_node_num	branch_num_fg_tube	branch_num_fg_pink	branch_num_fg_yellow	branch_num_fg_beakless	branch_num_mg_tube	branch_num_mg_pink	branch_num_mg_yellow	branch_num_mg_beakless	is_fg_tube	is_fg_pink	is_fg_yellow	is_fg_beakless	is_mf_tube	is_mf_pink	is_mf_yellow	is_mf_beakless	is_mg_tube	is_mg_pink	is_mg_yellow	is_mg_beakless	omegaCany2any	omegaCany2dif	omegaCany2spe	omegaCdif2any	omegaCdif2dif	omegaCdif2spe	omegaCspe2any	omegaCspe2dif	omegaCspe2spe	dNCany2any	dNCany2dif	dNCany2spe	dNCdif2any	dNCdif2dif	dNCdif2spe	dNCspe2any	dNCspe2dif	dNCspe2spe	dSCany2any	dSCany2dif	dSCany2spe	dSCdif2any	dSCdif2dif	dSCdif2spe	dSCspe2any	dSCspe2dif	dSCspe2spe	OCNCoD	OCSCoD	OCN_linreg_residual	OCS_linreg_residual	N_sub_1	N_sub_2	S_sub_1	S_sub_2	OCNany2any	OCNany2dif	OCNany2spe	OCNdif2any	OCNdif2dif	OCNdif2spe	OCNspe2any	OCNspe2dif	OCNspe2spe	OCSany2any	OCSany2dif	OCSany2spe	OCSdif2any	OCSdif2dif	OCSdif2spe	OCSspe2any	OCSspe2dif	OCSspe2spe	ECNany2any	ECNany2dif	ECNany2spe	ECNdif2any	ECNdif2dif	ECNdif2spe	ECNspe2any	ECNspe2dif	ECNspe2spe	ECSany2any	ECSany2dif	ECSany2spe	ECSdif2any	ECSdif2dif	ECSdif2spe	ECSspe2any	ECSspe2dif	ECSspe2spe
11	22	71	0.1179	4	2	2	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	5.9071	2.2706	153.1806	8.0665	8.0728	0.0000	10.3530	0.0700	156.3034	3.5882	1.4332	75.9940	6.6441	6.6500	0.0000	2.7822	0.0066	76.4777	0.6074	0.6312	0.4961	0.8237	0.8237	0.8102	0.2687	0.0945	0.4893	1.5782	0.1675	0.0249	0.0119	30.9493	11.2772	14.1595	12.2719	0.5014	0.1945	0.3069	0.1938	0.1938	0.0000	0.3076	0.0007	0.3069	0.0861	0.0737	0.0124	0.0712	0.0708	0.0004	0.0148	0.0029	0.0119	0.1397	0.1357	0.0040	0.0292	0.0291	0.0000	0.1106	0.1066	0.0040	0.1417	0.1168	0.0249	0.0865	0.0860	0.0005	0.0552	0.0308	0.0244
11	27	28	0.1241	5	0	3	0	0	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	11.8579	0.0014	inf	0.0064	0.0064	0.0000	inf	0.0000	inf	2.5312	0.0004	91.1535	0.0028	0.0028	0.0000	2.8879	0.0000	91.9221	0.2135	0.2603	0.0000	0.4385	0.4421	0.0000	0.0000	0.0000	0.0000	7292.0964	0.0000	0.4368	-0.0002	30.9493	27.7118	14.1595	19.5813	0.9986	0.0001	0.9985	0.0001	0.0001	0.0000	0.9985	0.0000	0.9985	0.0421	0.0421	0.0000	0.0421	0.0421	0.0000	0.0000	0.0000	0.0000	0.3945	0.3836	0.0110	0.0488	0.0487	0.0001	0.3458	0.3349	0.0109	0.1972	0.1617	0.0355	0.0960	0.0952	0.0008	0.1012	0.0665	0.0347
11	27	75	0.2295	9	0	3	0	0	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	0.0622	0.0519	0.0000	0.0832	0.0825	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0006	0.0008	0.0000	0.0013	0.0013	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0000	-0.0000	30.9493	27.7118	14.1595	19.5813	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.4780	0.4655	0.0125	0.1672	0.1661	0.0011	0.3109	0.2994	0.0114	0.1617	0.1315	0.0302	0.0757	0.0745	0.0012	0.0861	0.0570	0.0291
11	27	79	0.2910	9	0	3	0	0	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	0.0206	8.0707	0.0000	0.3114	6.9433	0.0000	0.0078	inf	0.0000	0.0006	0.0006	0.0000	0.0008	0.0008	0.0000	0.0004	0.0004	0.0000	0.0268	0.0001	0.1488	0.0025	0.0001	0.1423	0.0524	0.0000	0.1491	0.0000	464.4983	-0.0001	0.0031	30.9493	27.7118	14.1595	19.5813	0.0002	0.0002	0.0000	0.0001	0.0001	0.0000	0.0001	0.0001	0.0000	0.0032	0.0000	0.0031	0.0002	0.0000	0.0001	0.0030	0.0000	0.0030	0.3166	0.3082	0.0084	0.1203	0.1196	0.0007	0.1964	0.1887	0.0077	0.1174	0.0963	0.0211	0.0602	0.0592	0.0010	0.0572	0.0371	0.0201
11	28	71	0.1241	5	1	2	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	1.9918	1.6855	0.0000	7.2529	7.2108	0.0000	0.0000	0.0000	0.0000	0.6072	0.6247	0.0000	4.3090	4.3160	0.0000	0.0000	0.0000	0.0000	0.3049	0.3706	0.0000	0.5941	0.5985	0.0000	0.0002	0.0003	0.0000	0.0000	0.0000	-0.1105	-0.0003	30.9493	32.6418	14.1595	23.5145	0.1964	0.1964	0.0000	0.1964	0.1964	0.0000	0.0000	0.0000	0.0000	0.0558	0.0558	0.0000	0.0557	0.0557	0.0000	0.0000	0.0000	0.0000	0.3235	0.3144	0.0090	0.0456	0.0455	0.0001	0.2779	0.2689	0.0090	0.1829	0.1505	0.0325	0.0938	0.0931	0.0007	0.0891	0.0573	0.0318
11	28	75	0.2295	9	0	3	0	0	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	0.0002	0.0002	0.0000	0.0002	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0327	0.0404	0.0000	0.0788	0.0805	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0000	-0.0000	30.9493	32.6418	14.1595	23.5145	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0053	0.0053	0.0000	0.0053	0.0053	0.0000	0.0000	0.0000	0.0000	0.5124	0.5001	0.0123	0.1705	0.1692	0.0012	0.3419	0.3309	0.0110	0.1614	0.1304	0.0310	0.0669	0.0655	0.0014	0.0945	0.0649	0.0296
11	28	79	0.2910	9	0	3	0	0	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	0.0738	0.0629	0.0000	0.0946	0.0932	0.0000	19295.1226	13953.0529	0.0000	0.0054	0.0056	0.0000	0.0144	0.0145	0.0000	0.0004	0.0004	0.0000	0.0738	0.0887	0.0000	0.1522	0.1556	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0010	-0.0000	30.9493	32.6418	14.1595	23.5145	0.0018	0.0018	0.0000	0.0018	0.0018	0.0000	0.0001	0.0001	0.0000	0.0086	0.0086	0.0000	0.0086	0.0086	0.0000	0.0000	0.0000	0.0000	0.3383	0.3302	0.0082	0.1224	0.1216	0.0008	0.2159	0.2086	0.0073	0.1159	0.0964	0.0195	0.0562	0.0550	0.0012	0.0597	0.0414	0.0183
11	71	75	0.2295	9	1	2	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	650.1776	0.0055	inf	0.0088	0.0000	inf	2162403.1966	14.7909	inf	2.5714	0.0000	98.3210	0.0001	0.0000	0.0115	4.0449	0.0000	107.5257	0.0040	0.0048	0.0000	0.0080	0.0081	0.0000	0.0000	0.0000	0.0000	99974.0000	0.0000	0.4374	-0.0000	30.9493	21.4951	14.1595	17.2683	0.9996	0.0000	0.9996	0.0000	0.0000	0.0000	0.9996	0.0000	0.9996	0.0006	0.0006	0.0000	0.0006	0.0006	0.0000	0.0000	0.0000	0.0000	0.3887	0.3786	0.0102	0.1416	0.1407	0.0009	0.2471	0.2378	0.0093	0.1471	0.1206	0.0264	0.0726	0.0716	0.0010	0.0745	0.0490	0.0255
11	71	79	0.2910	9	1	2	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	76.3294	104.6239	12.5958	0.7250	0.3154	36.7765	157.9979	99705.5126	10.1648	3.8849	3.9523	1.4101	0.0435	0.0186	4.4114	6.3876	6.6073	1.1340	0.0509	0.0378	0.1119	0.0600	0.0591	0.1200	0.0404	0.0001	0.1116	0.0097	0.6368	-0.5532	0.0021	30.9493	21.4951	14.1595	17.2683	1.0007	0.9911	0.0096	0.0044	0.0019	0.0025	0.9963	0.9892	0.0071	0.0055	0.0034	0.0021	0.0035	0.0034	0.0001	0.0020	0.0000	0.0020	0.2576	0.2508	0.0068	0.1016	0.1010	0.0006	0.1560	0.1497	0.0063	0.1078	0.0887	0.0191	0.0575	0.0567	0.0009	0.0503	0.0321	0.0182
11	75	79	0.2910	9	0	3	0	0	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	20811.5559	11617.4800	inf	49.2686	38.7098	inf	inf	inf	inf	3.2870	2.2364	43.0253	0.0182	0.0148	0.3828	5.2114	3.5797	49.5989	0.0002	0.0002	0.0000	0.0004	0.0004	0.0000	0.0000	0.0000	0.0000	0.5086	0.0000	-0.3371	-0.0000	30.9493	43.9440	14.1595	54.1355	1.4964	0.9919	0.5045	0.0031	0.0025	0.0006	1.4934	0.9894	0.5039	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4553	0.4435	0.0117	0.1687	0.1671	0.0016	0.2866	0.2764	0.0102	0.1323	0.1085	0.0237	0.0564	0.0545	0.0019	0.0759	0.0540	0.0219
