branch_id_1	branch_id_2	dist_bl	dist_node_num	branch_num_fg_tube	branch_num_fg_pink	branch_num_fg_yellow	branch_num_fg_beakless	branch_num_mg_tube	branch_num_mg_pink	branch_num_mg_yellow	branch_num_mg_beakless	is_fg_tube	is_fg_pink	is_fg_yellow	is_fg_beakless	is_mf_tube	is_mf_pink	is_mf_yellow	is_mf_beakless	is_mg_tube	is_mg_pink	is_mg_yellow	is_mg_beakless	omegaCany2any	omegaCany2dif	omegaCany2spe	omegaCdif2any	omegaCdif2dif	omegaCdif2spe	omegaCspe2any	omegaCspe2dif	omegaCspe2spe	dNCany2any	dNCany2dif	dNCany2spe	dNCdif2any	dNCdif2dif	dNCdif2spe	dNCspe2any	dNCspe2dif	dNCspe2spe	dSCany2any	dSCany2dif	dSCany2spe	dSCdif2any	dSCdif2dif	dSCdif2spe	dSCspe2any	dSCspe2dif	dSCspe2spe	OCNCoD	OCSCoD	OCN_linreg_residual	OCS_linreg_residual	N_sub_1	N_sub_2	S_sub_1	S_sub_2	OCNany2any	OCNany2dif	OCNany2spe	OCNdif2any	OCNdif2dif	OCNdif2spe	OCNspe2any	OCNspe2dif	OCNspe2spe	OCSany2any	OCSany2dif	OCSany2spe	OCSdif2any	OCSdif2dif	OCSdif2spe	OCSspe2any	OCSspe2dif	OCSspe2spe	ECNany2any	ECNany2dif	ECNany2spe	ECNdif2any	ECNdif2dif	ECNdif2spe	ECNspe2any	ECNspe2dif	ECNspe2spe	ECSany2any	ECSany2dif	ECSany2spe	ECSdif2any	ECSdif2dif	ECSdif2spe	ECSspe2any	ECSspe2dif	ECSspe2spe	omegaCany2any_nocalib	omegaCany2dif_nocalib	omegaCany2spe_nocalib	omegaCdif2any_nocalib	omegaCdif2dif_nocalib	omegaCdif2spe_nocalib	omegaCspe2any_nocalib	omegaCspe2dif_nocalib	omegaCspe2spe_nocalib	dSCany2any_nocalib	dSCany2dif_nocalib	dSCany2spe_nocalib	dSCdif2any_nocalib	dSCdif2dif_nocalib	dSCdif2spe_nocalib	dSCspe2any_nocalib	dSCspe2dif_nocalib	dSCspe2spe_nocalib
0	1	0.1227	3	0	0	1	2	0	0	0	0	N	N	N	Y	N	N	N	N	N	N	N	N	0.0679	0.0478	0.0147	0.0015	0.0016	0.0000	126.3977	26776.8335	0.0154	0.0075	0.0087	0.0000	0.0038	0.0040	0.0000	0.0080	0.0094	0.0000	0.1107	0.1822	0.0002	2.5458	2.5546	0.0015	0.0001	0.0000	0.0002	0.0000	0.0005	-0.0005	-0.0097	9.9874	0.9987	4.0403	3.1150	0.0010	0.0010	0.0000	0.0001	0.0001	0.0000	0.0010	0.0010	0.0000	0.0155	0.0155	0.0000	0.0155	0.0155	0.0000	0.0000	0.0000	0.0000	0.1381	0.1192	0.0189	0.0163	0.0155	0.0008	0.1218	0.1036	0.0181	0.1400	0.0850	0.0550	0.0061	0.0061	0.0000	0.1339	0.0790	0.0549	0.0679	0.0478	0.0147	0.0015	0.0016	0.0000	126.3977	26776.8335	0.0154	0.1107	0.1822	0.0002	2.5458	2.5546	0.0015	0.0001	0.0000	0.0002
0	2	0.1779	4	1	0	2	1	0	0	0	0	N	N	Y	N	N	N	N	N	N	N	N	N	788.6022	6.7671	1105491.1793	23.2655	20.4290	401.0062	145803.2618	0.6145	1546234.4204	1.2787	0.0159	9.6919	0.0798	0.0836	0.0061	1.5305	0.0000	10.3561	0.0016	0.0023	0.0000	0.0034	0.0041	0.0000	0.0000	0.0000	0.0000	91.5715	0.0017	0.4974	-0.0004	9.9874	6.0524	4.0403	4.9309	1.0062	0.0109	0.9954	0.0109	0.0109	0.0000	0.9953	0.0000	0.9953	0.0006	0.0006	0.0000	0.0006	0.0006	0.0000	0.0000	0.0000	0.0000	0.7869	0.6842	0.1027	0.1366	0.1300	0.0066	0.6503	0.5542	0.0961	0.3919	0.2702	0.1217	0.1846	0.1547	0.0299	0.2073	0.1155	0.0918	788.6022	6.7671	1105491.1793	23.2655	20.4290	401.0062	145803.2618	0.6145	1546234.4204	0.0016	0.0023	0.0000	0.0034	0.0041	0.0000	0.0000	0.0000	0.0000
0	3	0.1425	4	0	0	2	2	0	0	0	0	N	N	Y	Y	N	N	N	N	N	N	N	N	0.0054	0.0036	0.0000	0.0010	0.0010	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0053	0.0088	0.0000	0.1047	0.1054	0.0004	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0000	-0.0004	9.9874	1.3661	4.0403	1.9994	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0006	0.0006	0.0000	0.0006	0.0006	0.0000	0.0000	0.0000	0.0000	0.3112	0.2837	0.0276	0.0875	0.0861	0.0014	0.2238	0.1976	0.0262	0.1119	0.0677	0.0442	0.0057	0.0057	0.0000	0.1062	0.0620	0.0442	0.0054	0.0036	0.0000	0.0010	0.0010	0.0000	0.0000	0.0000	0.0000	0.0053	0.0088	0.0000	0.1047	0.1054	0.0004	0.0000	0.0000	0.0000
0	4	0.1862	4	1	1	1	1	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0016	0.0024	0.0001	0.0030	0.0036	0.0004	0.0007	0.0011	0.0000	0.0242	0.0000	-0.0003	9.9874	3.9992	4.0403	5.2882	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005	0.0005	0.0000	0.0004	0.0004	0.0000	0.0001	0.0001	0.0000	0.5150	0.4499	0.0651	0.1194	0.1138	0.0056	0.3956	0.3361	0.0595	0.3112	0.2108	0.1003	0.1266	0.1049	0.0217	0.1846	0.1059	0.0786	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0016	0.0024	0.0001	0.0030	0.0036	0.0004	0.0007	0.0011	0.0000	
0	5	0.1779	4	1	0	2	1	0	0	0	0	N	N	Y	N	N	N	N	N	N	N	N	N	599.0729	477.9817	0.0000	16.7553	14.8330	0.0000	126947.1898	210063.8777	0.0000	0.8863	1.0183	0.0000	0.0520	0.0547	0.0000	1.0576	1.2388	0.0000	0.0015	0.0021	0.0000	0.0031	0.0037	0.0001	0.0000	0.0000	0.0000	0.0000	0.0056	-0.4928	-0.0003	9.9874	8.9896	4.0403	1.2475	0.9957	0.9957	0.0000	0.0100	0.0100	0.0000	0.9858	0.9858	0.0000	0.0006	0.0006	0.0000	0.0006	0.0006	0.0000	0.0000	0.0000	0.0000	1.1235	0.9779	0.1457	0.1915	0.1821	0.0094	0.9320	0.7958	0.1363	0.3751	0.2591	0.1161	0.1783	0.1496	0.0288	0.1968	0.1095	0.0873	599.0729	477.9817	0.0000	16.7553	14.8330	0.0000	126947.1898	210063.8777	0.0000	0.0015	0.0021	0.0000	0.0031	0.0037	0.0001	0.0000	0.0000	0.0000
0	6	0.1358	3	1	0	2	1	0	0	0	0	N	N	Y	N	N	N	N	N	N	N	N	N	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0027	0.0043	0.0000	0.0175	0.0207	0.0001	0.0004	0.0006	0.0000	0.0007	0.0000	-0.0001	9.9874	1.0195	4.0403	4.8140	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0002	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0607	0.0524	0.0082	0.0090	0.0087	0.0003	0.0517	0.0437	0.0080	0.0583	0.0361	0.0222	0.0077	0.0066	0.0012	0.0506	0.0296	0.0210	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0027	0.0043	0.0000	0.0175	0.0207	0.0001	0.0004	0.0006	0.0000	
0	7	0.2030	4	1	1	1	2	0	0	0	0	N	N	N	Y	N	N	N	N	N	N	N	N	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3025	0.0000	-0.0000	9.9874	0.9848	4.0403	0.0038	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1156	0.1000	0.0155	0.0171	0.0166	0.0005	0.0984	0.0834	0.0150	0.0214	0.0135	0.0080	0.0052	0.0042	0.0010	0.0162	0.0093	0.0070	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000		
0	8	0.1358	3	1	0	2	1	0	0	0	0	N	N	Y	N	N	N	N	N	N	N	N	N	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0015	0.0024	0.0000	0.0105	0.0125	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	-0.0001	9.9874	5.0000	4.0403	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0002	0.0000	0.0002	0.0002	0.0000	0.0000	0.0000	0.0000	0.4244	0.3690	0.0555	0.0636	0.0617	0.0019	0.3608	0.3073	0.0536	0.1575	0.0977	0.0598	0.0209	0.0176	0.0032	0.1366	0.0800	0.0566	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0015	0.0024	0.0000	0.0105	0.0125	0.0000	0.0001	0.0001	0.0000				
0	9	0.2058	4	0	0	2	1	0	0	0	0	N	N	Y	N	N	N	N	N	N	N	N	N	57.5512	1532.5892	0.0000	5.8522	90.7243	0.0000	146.4941	inf	0.0000	0.0005	0.0006	0.0000	0.0000	0.0001	0.0000	0.0012	0.0014	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	24.5857	-0.0001	0.0000	9.9874	0.8166	4.0403	0.0132	0.0002	0.0002	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3496	0.2867	0.0629	0.2290	0.1765	0.0526	0.1205	0.1102	0.0103	0.1483	0.1266	0.0217	0.0777	0.0738	0.0039	0.0706	0.0528	0.0178	57.5512	1532.5892	0.0000	5.8522	90.7243	0.0000	146.4941	inf	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000
0	10	0.1358	3	1	1	1	1	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0002	0.0000	0.0009	0.0010	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0000	9.9874	5.0000	4.0403	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2840	0.2463	0.0376	0.0424	0.0411	0.0013	0.2416	0.2052	0.0364	0.0881	0.0546	0.0335	0.0117	0.0099	0.0018	0.0764	0.0447	0.0317	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0002	0.0000	0.0009	0.0010	0.0000	0.0000	0.0000	0.0000						
