branch_id_1	branch_id_2	branch_id_3	dist_bl	dist_node_num	branch_num_fg_tube	branch_num_fg_pink	branch_num_fg_yellow	branch_num_fg_beakless	branch_num_mg_tube	branch_num_mg_pink	branch_num_mg_yellow	branch_num_mg_beakless	is_fg_tube	is_fg_pink	is_fg_yellow	is_fg_beakless	is_mf_tube	is_mf_pink	is_mf_yellow	is_mf_beakless	is_mg_tube	is_mg_pink	is_mg_yellow	is_mg_beakless	omegaCany2any	omegaCany2dif	omegaCany2spe	omegaCdif2any	omegaCdif2dif	omegaCdif2spe	omegaCspe2any	omegaCspe2dif	omegaCspe2spe	dNCany2any	dNCany2dif	dNCany2spe	dNCdif2any	dNCdif2dif	dNCdif2spe	dNCspe2any	dNCspe2dif	dNCspe2spe	dSCany2any	dSCany2dif	dSCany2spe	dSCdif2any	dSCdif2dif	dSCdif2spe	dSCspe2any	dSCspe2dif	dSCspe2spe	OCNCoD	OCSCoD	OCN_linreg_residual	OCS_linreg_residual	N_sub_1	N_sub_2	S_sub_1	S_sub_2	OCNany2any	OCNany2dif	OCNany2spe	OCNdif2any	OCNdif2dif	OCNdif2spe	OCNspe2any	OCNspe2dif	OCNspe2spe	OCSany2any	OCSany2dif	OCSany2spe	OCSdif2any	OCSdif2dif	OCSdif2spe	OCSspe2any	OCSspe2dif	OCSspe2spe	ECNany2any	ECNany2dif	ECNany2spe	ECNdif2any	ECNdif2dif	ECNdif2spe	ECNspe2any	ECNspe2dif	ECNspe2spe	ECSany2any	ECSany2dif	ECSany2spe	ECSdif2any	ECSdif2dif	ECSdif2spe	ECSspe2any	ECSspe2dif	ECSspe2spe
1	8	99	0.5698	15	2	0	3	1	0	0	0	0	N	N	Y	N	N	N	N	N	N	N	N	N	964.6596	859.3384	0.0000	1271.0282	1241.4715	0.0000	0.0000	0.0000	0.0000	0.0126	0.0129	0.0000	0.0258	0.0260	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0277	-0.0074	-0.0000	43.4651	68.0961	40.8891	48.9219	0.0166	0.0166	0.0000	0.0166	0.0166	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.3133	1.2855	0.0278	0.6430	0.6387	0.0043	0.6702	0.6468	0.0234	0.2179	0.1849	0.0330	0.1391	0.1327	0.0063	0.0789	0.0522	0.0267
8	41	99	0.6182	17	2	1	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	0.7960	0.6931	0.0000	0.9920	0.9530	0.0000	0.0000	0.0000	0.0000	2.4710	2.5211	0.0000	4.8167	4.8514	0.0000	0.0000	0.0000	0.0000	3.1041	3.6375	0.0001	4.8558	5.0909	0.0002	0.0000	0.0000	0.0001	0.0000	0.0000	-1.5290	-0.0796	68.0961	43.2113	48.9219	56.8779	3.4165	3.4165	0.0000	3.4165	3.4165	0.0000	0.0000	0.0000	0.0000	0.8282	0.8282	0.0000	0.8282	0.8282	0.0000	0.0000	0.0000	0.0000	1.3827	1.3552	0.0275	0.7093	0.7042	0.0051	0.6734	0.6510	0.0224	0.2668	0.2277	0.0391	0.1706	0.1627	0.0079	0.0962	0.0650	0.0312
8	99	105	0.5086	10	2	1	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	0.3675	0.3221	0.0000	0.4454	0.4292	0.0000	0.0019	0.6188	0.0000	0.8864	0.9049	0.0000	1.7935	1.8065	0.0000	0.0000	0.0000	0.0000	2.4120	2.8097	0.0071	4.0264	4.2089	0.0013	0.0024	0.0000	0.0084	0.0000	0.0004	-0.8994	-0.0780	68.0961	70.3106	48.9219	29.3763	2.0098	2.0098	0.0000	2.0098	2.0098	0.0000	0.0000	0.0000	0.0000	0.8147	0.8143	0.0003	0.8144	0.8143	0.0000	0.0003	0.0000	0.0003	2.2673	2.2210	0.0463	1.1206	1.1125	0.0081	1.1467	1.1085	0.0382	0.3378	0.2898	0.0479	0.2023	0.1935	0.0088	0.1355	0.0964	0.0392
8	99	134	0.2029	6	2	1	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	267.4470	145.6851	214793.5084	153.2383	149.2516	3912.9730	10497.5256	3.7889	253355.8616	1.8254	1.2124	27.2886	3.6403	3.6568	1.1836	0.9480	0.0003	29.9481	0.0068	0.0083	0.0001	0.0238	0.0245	0.0003	0.0001	0.0001	0.0001	0.5418	0.0034	-0.1630	-0.0001	68.0961	70.3106	48.9219	29.3763	1.6962	1.1001	0.5961	1.1023	1.0999	0.0024	0.5939	0.0002	0.5937	0.0014	0.0014	0.0000	0.0014	0.0014	0.0000	0.0000	0.0000	0.0000	0.9292	0.9074	0.0218	0.3028	0.3008	0.0020	0.6264	0.6066	0.0198	0.2001	0.1635	0.0365	0.0569	0.0552	0.0018	0.1431	0.1083	0.0348
11	12	45	0.6925	15	2	1	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	13200.2790	5629.9793	7057815.6587	6.8509	2.0574	5395.9884	13412346.8629	inf	60247305.4433	5.3728	2.7353	126.1918	0.0052	0.0016	0.4824	10.1293	5.2237	150.6410	0.0004	0.0005	0.0000	0.0008	0.0008	0.0001	0.0000	0.0000	0.0000	1.0071	0.0075	0.1081	-0.0000	78.2924	24.8044	40.2178	11.9370	1.9927	0.9928	0.9999	0.0009	0.0003	0.0006	1.9918	0.9925	0.9993	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3709	0.3630	0.0079	0.1742	0.1730	0.0013	0.1966	0.1900	0.0066	0.0522	0.0434	0.0088	0.0280	0.0264	0.0016	0.0243	0.0170	0.0072
11	12	53	0.5870	12	2	2	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	612.2594	294.6123	7204419.1141	81.1963	75.2647	11153.0645	6498926.7120	inf	26067301.4610	3.4554	1.9340	75.4206	0.6603	0.6635	0.2399	6.6684	3.4373	93.6034	0.0056	0.0066	0.0000	0.0081	0.0088	0.0000	0.0000	0.0000	0.0000	0.8244	0.0003	0.0097	-0.0001	78.2924	24.8044	40.2178	11.9370	2.2247	1.2194	1.0053	0.2273	0.2267	0.0006	1.9973	0.9927	1.0047	0.0008	0.0008	0.0000	0.0008	0.0008	0.0000	0.0000	0.0000	0.0000	0.6438	0.6305	0.0133	0.3443	0.3417	0.0026	0.2995	0.2888	0.0107	0.1410	0.1212	0.0198	0.0979	0.0903	0.0076	0.0432	0.0309	0.0122
11	12	55	0.2734	9	2	2	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	264.7818	111.8802	10986329.7419	2.4997	2.4746	1672.1899	3383938.5014	inf	13213380.7624	2.4193	1.2473	52.1001	0.0611	0.0615	0.0144	4.3776	2.2613	60.9631	0.0091	0.0111	0.0000	0.0245	0.0248	0.0000	0.0000	0.0000	0.0000	0.9854	0.0001	0.0982	-0.0001	78.2924	24.8044	40.2178	11.9370	2.0128	1.0138	0.9990	0.0231	0.0230	0.0000	1.9897	0.9907	0.9990	0.0014	0.0014	0.0000	0.0014	0.0014	0.0000	0.0000	0.0000	0.0000	0.8320	0.8128	0.0192	0.3774	0.3747	0.0028	0.4545	0.4381	0.0164	0.1484	0.1216	0.0268	0.0555	0.0546	0.0009	0.0930	0.0671	0.0259
11	12	56	0.2338	7	2	2	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	1419.9701	3752.8106	0.0000	20.6098	20.4481	0.0000	2296.6800	inf	0.0000	0.6767	0.6927	0.0000	0.0103	0.0104	0.0000	1.0718	1.1073	0.0000	0.0005	0.0002	0.0016	0.0005	0.0005	0.0000	0.0005	0.0000	0.0017	0.0000	2.2440	-0.4491	0.0001	78.2924	24.8044	40.2178	11.9370	1.0036	1.0036	0.0000	0.0057	0.0057	0.0000	0.9979	0.9979	0.0000	0.0001	0.0000	0.0001	0.0000	0.0000	0.0000	0.0001	0.0000	0.0001	1.4832	1.4488	0.0344	0.5521	0.5476	0.0045	0.9311	0.9012	0.0299	0.1993	0.1586	0.0407	0.0585	0.0576	0.0009	0.1408	0.1010	0.0398
11	14	102	0.5924	8	1	1	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	11.2447	7.0442	5765.5843	8.8702	8.5302	7.8807	9.5309	5.1738	5577.0455	1.3148	0.9580	16.8910	0.0664	0.0668	0.0013	2.3672	1.7318	19.5799	0.1169	0.1360	0.0029	0.0075	0.0078	0.0002	0.2484	0.3347	0.0035	0.4038	0.0036	-0.3202	-0.0024	78.2924	112.9927	40.2178	121.9494	2.0031	1.4269	0.5762	0.0462	0.0462	0.0000	1.9568	1.3806	0.5762	0.0261	0.0260	0.0001	0.0009	0.0009	0.0000	0.0252	0.0251	0.0001	1.5235	1.4894	0.0341	0.6968	0.6922	0.0047	0.8267	0.7972	0.0294	0.2235	0.1915	0.0320	0.1220	0.1164	0.0056	0.1016	0.0751	0.0265
11	23	56	0.3516	7	1	2	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	6.0225	52.1604	0.0000	0.3862	3.1584	0.0000	30.1049	2788444.8798	0.0000	0.5232	0.5365	0.0000	0.0544	0.0548	0.0000	0.8786	0.9137	0.0000	0.0869	0.0103	0.4759	0.1408	0.0173	3.0409	0.0292	0.0000	0.0984	0.0000	9.1094	-0.4495	0.0268	78.2924	28.9461	40.2178	19.2510	1.0045	1.0045	0.0000	0.0450	0.0450	0.0000	0.9595	0.9595	0.0000	0.0333	0.0033	0.0300	0.0279	0.0033	0.0246	0.0054	0.0000	0.0054	1.9199	1.8724	0.0475	0.8279	0.8223	0.0056	1.0920	1.0501	0.0419	0.3830	0.3200	0.0630	0.1979	0.1898	0.0081	0.1851	0.1302	0.0549
