branch_id_1	branch_id_2	branch_id_3	dist_bl	dist_node_num	branch_num_fg_tube	branch_num_fg_pink	branch_num_fg_yellow	branch_num_fg_beakless	branch_num_mg_tube	branch_num_mg_pink	branch_num_mg_yellow	branch_num_mg_beakless	is_fg_tube	is_fg_pink	is_fg_yellow	is_fg_beakless	is_mf_tube	is_mf_pink	is_mf_yellow	is_mf_beakless	is_mg_tube	is_mg_pink	is_mg_yellow	is_mg_beakless	omegaCany2any	omegaCany2dif	omegaCany2spe	omegaCdif2any	omegaCdif2dif	omegaCdif2spe	omegaCspe2any	omegaCspe2dif	omegaCspe2spe	dNCany2any	dNCany2dif	dNCany2spe	dNCdif2any	dNCdif2dif	dNCdif2spe	dNCspe2any	dNCspe2dif	dNCspe2spe	dSCany2any	dSCany2dif	dSCany2spe	dSCdif2any	dSCdif2dif	dSCdif2spe	dSCspe2any	dSCspe2dif	dSCspe2spe	OCNCoD	OCSCoD	OCN_linreg_residual	OCS_linreg_residual	N_sub_1	N_sub_2	S_sub_1	S_sub_2	OCNany2any	OCNany2dif	OCNany2spe	OCNdif2any	OCNdif2dif	OCNdif2spe	OCNspe2any	OCNspe2dif	OCNspe2spe	OCSany2any	OCSany2dif	OCSany2spe	OCSdif2any	OCSdif2dif	OCSdif2spe	OCSspe2any	OCSspe2dif	OCSspe2spe	ECNany2any	ECNany2dif	ECNany2spe	ECNdif2any	ECNdif2dif	ECNdif2spe	ECNspe2any	ECNspe2dif	ECNspe2spe	ECSany2any	ECSany2dif	ECSany2spe	ECSdif2any	ECSdif2dif	ECSdif2spe	ECSspe2any	ECSspe2dif	ECSspe2spe
1	7	42	0.1666	4	2	0	3	1	0	0	0	0	N	N	Y	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	0.0000	inf	inf	inf	9.8693	6.6915	196.3314	0.0002	0.0002	0.0000	11.6866	7.9338	216.3624	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	-0.5173	0.0000	23.9999	4.0000	7.0000	2.0015	2.0000	1.9999	1.0000	0.0000	0.0000	0.0000	2.9999	1.9999	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3040	0.2989	0.0051	0.0473	0.0468	0.0005	0.2567	0.2521	0.0046	0.0313	0.0200	0.0114	0.0037	0.0035	0.0002	0.0276	0.0165	0.0112	
1	42	96	0.1784	4	1	0	3	2	0	0	0	0	N	N	Y	N	N	N	N	N	N	N	N	N	inf	inf	inf	0.0000	0.0000	0.0000	inf	inf	inf	13.0478	4.4039	700.6098	0.0000	0.0000	0.0000	18.7715	6.3563	802.5695	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.4826	0.0000	23.9999	7.0000	3.0000	2.0000	1.0012	1.0000	2.0000	0.0000	0.0000	0.0000	3.0000	1.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2299	0.2271	0.0029	0.0701	0.0697	0.0004	0.1598	0.1573	0.0025	0.0138	0.0119	0.0019	0.0069	0.0068	0.0001	0.0069	0.0051	0.0017	
1	56	96	0.1784	3	0	0	2	3	0	0	0	0	N	N	N	Y	N	N	N	N	N	N	N	N	inf	inf	inf	0.0000	0.0000	0.0000	inf	inf	inf	16.2498	5.4895	814.7063	0.0000	0.0000	0.0000	20.7950	7.0275	1014.5730	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0001	0.4826	0.0000	23.9999	4.6378	3.0000	1.0005	1.0012	1.0000	2.0000	0.0000	0.0000	0.0000	3.0000	1.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1846	0.1822	0.0025	0.0404	0.0399	0.0005	0.1443	0.1423	0.0020	0.0080	0.0060	0.0020	0.0025	0.0023	0.0001	0.0055	0.0037	0.0018	
7	9	42	0.1041	4	3	0	3	0	0	0	0	0	Y	N	Y	N	N	N	N	N	N	N	N	N	1361.7901	442.3035	inf	0.0029	0.0028	0.0000	inf	inf	inf	25.4005	12.9395	686.1783	0.0004	0.0004	0.0000	30.4734	15.5531	748.1616	0.0187	0.0293	0.0000	0.1328	0.1372	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	-0.0231	0.0000	4.0000	9.0001	2.0015	6.8818	3.9999	1.9999	2.0000	0.0000	0.0000	0.0000	3.9999	1.9999	2.0000	0.0004	0.0004	0.0000	0.0004	0.0004	0.0000	0.0000	0.0000	0.0000	0.1575	0.1546	0.0029	0.0262	0.0260	0.0002	0.1313	0.1286	0.0027	0.0214	0.0137	0.0078	0.0030	0.0029	0.0001	0.0184	0.0108	0.0077
7	9	93	0.1159	3	2	1	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	0.0000	inf	inf	inf	inf	19.4371	6.5681	958.1953	0.0002	0.0000	0.0398	28.1893	9.5617	1089.3188	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.9999	0.4826	0.0000	4.0000	9.0001	7.0000	6.8818	3.0000	1.0000	1.9999	0.0000	0.0000	0.0000	2.9999	1.0000	1.9999	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1543	0.1523	0.0021	0.0479	0.0477	0.0003	0.1064	0.1046	0.0018	0.0145	0.0128	0.0018	0.0081	0.0080	0.0001	0.0064	0.0048	0.0016	
7	9	96	0.1159	3	2	0	3	1	0	0	0	0	N	N	Y	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	0.0000	inf	inf	inf	inf	41.0094	13.8625	1970.9776	0.0004	0.0000	0.0841	59.7009	20.2622	2232.4592	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.9999	0.4826	0.0000	4.0000	9.0001	3.0000	6.8818	1.0012	1.0000	1.9999	0.0000	0.0000	0.0000	2.9999	1.0000	1.9999	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0732	0.0721	0.0010	0.0229	0.0228	0.0001	0.0502	0.0494	0.0009	0.0065	0.0057	0.0008	0.0037	0.0037	0.0001	0.0028	0.0021	0.0007	
7	21	42	0.1074	4	2	1	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	0.0000	inf	inf	inf	16.3393	11.0954	298.2276	0.0003	0.0003	0.0000	19.5615	13.3073	325.6348	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	-0.5173	0.0000	4.0000	11.0000	7.0000	8.1182	2.0000	1.9999	1.0000	0.0000	0.0000	0.0000	2.9999	1.9999	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1836	0.1802	0.0034	0.0302	0.0300	0.0003	0.1534	0.1503	0.0031	0.0238	0.0152	0.0087	0.0032	0.0031	0.0001	0.0207	0.0121	0.0085	
7	26	42	0.1041	4	2	1	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	0.0000	inf	inf	inf	20.9217	14.2124	374.2855	0.0004	0.0004	0.0000	25.1275	17.1026	407.8018	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	-0.5173	0.0000	4.0000	8.0000	7.0000	8.1182	2.0000	1.9999	1.0000	0.0000	0.0000	0.0000	2.9999	1.9999	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1434	0.1407	0.0027	0.0240	0.0238	0.0002	0.1194	0.1169	0.0025	0.0216	0.0138	0.0078	0.0030	0.0029	0.0001	0.0186	0.0109	0.0077	
7	27	42	0.1041	4	3	1	2	0	0	0	0	0	Y	N	N	N	N	N	N	N	N	N	N	N	975.1319	422.0450	inf	0.0027	0.0026	0.0000	inf	inf	inf	17.5573	11.9239	318.3217	0.0004	0.0004	0.0000	21.0413	14.3164	347.3257	0.0180	0.0283	0.0000	0.1307	0.1351	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	-0.5173	0.0000	4.0000	10.0001	2.0015	6.8818	2.9999	1.9999	1.0000	0.0000	0.0000	0.0000	2.9999	1.9999	1.0000	0.0004	0.0004	0.0000	0.0004	0.0004	0.0000	0.0000	0.0000	0.0000	0.1709	0.1677	0.0031	0.0283	0.0280	0.0003	0.1426	0.1397	0.0029	0.0222	0.0142	0.0081	0.0031	0.0030	0.0001	0.0192	0.0112	0.0080
7	42	48	0.1041	4	3	0	3	0	0	0	0	0	Y	N	Y	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	0.0000	inf	inf	inf	20.9218	14.2125	374.2869	0.0004	0.0004	0.0000	25.1276	17.1027	407.8033	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	-0.5173	0.0000	4.0000	7.0000	7.9999	2.0000	2.0000	1.9999	1.0000	0.0000	0.0000	0.0000	2.9999	1.9999	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1434	0.1407	0.0027	0.0240	0.0238	0.0002	0.1194	0.1169	0.0025	0.0162	0.0104	0.0058	0.0027	0.0026	0.0001	0.0135	0.0078	0.0057	
