branch_id_1	branch_id_2	branch_id_3	dist_bl	dist_node_num	branch_num_fg_tube	branch_num_fg_pink	branch_num_fg_yellow	branch_num_fg_beakless	branch_num_mg_tube	branch_num_mg_pink	branch_num_mg_yellow	branch_num_mg_beakless	is_fg_tube	is_fg_pink	is_fg_yellow	is_fg_beakless	is_mf_tube	is_mf_pink	is_mf_yellow	is_mf_beakless	is_mg_tube	is_mg_pink	is_mg_yellow	is_mg_beakless	omegaCany2any	omegaCany2dif	omegaCany2spe	omegaCdif2any	omegaCdif2dif	omegaCdif2spe	omegaCspe2any	omegaCspe2dif	omegaCspe2spe	dNCany2any	dNCany2dif	dNCany2spe	dNCdif2any	dNCdif2dif	dNCdif2spe	dNCspe2any	dNCspe2dif	dNCspe2spe	dSCany2any	dSCany2dif	dSCany2spe	dSCdif2any	dSCdif2dif	dSCdif2spe	dSCspe2any	dSCspe2dif	dSCspe2spe	OCNCoD	OCSCoD	OCN_linreg_residual	OCS_linreg_residual	N_sub_1	N_sub_2	S_sub_1	S_sub_2	OCNany2any	OCNany2dif	OCNany2spe	OCNdif2any	OCNdif2dif	OCNdif2spe	OCNspe2any	OCNspe2dif	OCNspe2spe	OCSany2any	OCSany2dif	OCSany2spe	OCSdif2any	OCSdif2dif	OCSdif2spe	OCSspe2any	OCSspe2dif	OCSspe2spe	ECNany2any	ECNany2dif	ECNany2spe	ECNdif2any	ECNdif2dif	ECNdif2spe	ECNspe2any	ECNspe2dif	ECNspe2spe	ECSany2any	ECSany2dif	ECSany2spe	ECSdif2any	ECSdif2dif	ECSdif2spe	ECSspe2any	ECSspe2dif	ECSspe2spe
0	9	36	0.4438	6	2	3	0	2	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	3.4718	0.0360	5661.2460	0.0542	0.0530	0.8874	1553.8138	0.2557	13032.1723	0.1611	0.0019	7.2482	0.0040	0.0040	0.0051	0.2959	0.0000	9.0055	0.0464	0.0524	0.0013	0.0745	0.0760	0.0058	0.0002	0.0000	0.0007	86.4876	0.0032	0.0473	-0.0005	14.0417	35.7639	23.3719	33.6464	0.0840	0.0010	0.0831	0.0010	0.0010	0.0000	0.0830	0.0000	0.0830	0.0140	0.0140	0.0000	0.0140	0.0140	0.0000	0.0000	0.0000	0.0000	0.5214	0.5099	0.0115	0.2407	0.2385	0.0022	0.2807	0.2715	0.0092	0.3021	0.2669	0.0353	0.1879	0.1839	0.0041	0.1142	0.0830	0.0312
1	3	40	0.6073	5	2	0	3	1	0	0	0	0	N	N	Y	N	N	N	N	N	N	N	N	N	1.5265	1.3134	16.0509	0.0147	0.0143	0.0141	121.1997	495.1494	16.2712	0.5952	0.6027	0.3063	0.0098	0.0099	0.0001	1.0087	1.0346	0.3476	0.3899	0.4589	0.0191	0.6685	0.6927	0.0038	0.0083	0.0021	0.0214	0.0131	0.0077	-0.4084	-0.0058	43.4716	62.6803	44.0521	29.1995	0.9901	0.9773	0.0128	0.0068	0.0068	0.0000	0.9834	0.9706	0.0128	0.1859	0.1845	0.0014	0.1842	0.1842	0.0000	0.0017	0.0003	0.0014	1.6634	1.6217	0.0417	0.6885	0.6836	0.0050	0.9749	0.9381	0.0368	0.4768	0.4021	0.0747	0.2756	0.2659	0.0097	0.2012	0.1361	0.0651
1	3	60	0.6490	5	1	0	3	1	0	0	0	0	N	N	Y	N	N	N	N	N	N	N	N	N	0.2003	0.1788	0.0002	0.2776	0.2703	0.0009	0.5542	0.5359	0.0000	0.0981	0.1008	0.0000	0.2365	0.2402	0.0000	0.0005	0.0005	0.0000	0.4896	0.5641	0.0006	0.8522	0.8884	0.0005	0.0008	0.0009	0.0006	0.0000	0.0002	-0.1054	-0.0115	43.4716	62.6803	44.0521	29.1995	0.2478	0.2478	0.0000	0.2472	0.2472	0.0000	0.0007	0.0007	0.0000	0.2976	0.2975	0.0000	0.2974	0.2974	0.0000	0.0002	0.0002	0.0000	2.5266	2.4574	0.0692	1.0449	1.0291	0.0158	1.4817	1.4284	0.0534	0.6078	0.5274	0.0803	0.3489	0.3347	0.0142	0.2588	0.1927	0.0661
3	8	60	0.6490	4	2	0	3	0	0	0	0	0	N	N	Y	N	N	N	N	N	N	N	N	N	0.7561	0.4088	50628.0009	0.2514	0.0438	660147.1685	33.8003	19.7032	25837.2626	0.6478	0.4052	9.3039	0.3968	0.0719	35.1737	0.8080	0.6244	5.3615	0.8567	0.9911	0.0002	1.5780	1.6420	0.0001	0.0239	0.0317	0.0002	0.6436	0.0000	-0.0588	-0.0239	62.6803	45.3191	29.1995	37.3008	1.7425	1.0602	0.6823	0.4158	0.0747	0.3411	1.3267	0.9855	0.3412	0.6177	0.6177	0.0000	0.6097	0.6097	0.0000	0.0080	0.0080	0.0000	2.6899	2.6166	0.0733	1.0480	1.0383	0.0097	1.6420	1.5783	0.0636	0.7210	0.6232	0.0978	0.3864	0.3713	0.0151	0.3347	0.2519	0.0828
3	8	71	0.5588	3	2	1	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	1.2177	0.5093	807076.4415	0.4010	0.0042	621991.8551	46738.5704	22248.4589	20997138.1143	0.8414	0.4165	15.6023	0.5669	0.0062	87.6578	0.9782	0.6278	9.6749	0.6910	0.8178	0.0000	1.4138	1.4767	0.0001	0.0000	0.0000	0.0000	1.0783	0.0000	0.1902	-0.0181	62.6803	45.3191	29.1995	37.3008	2.0347	0.9790	1.0556	0.4558	0.0049	0.4508	1.5789	0.9741	0.6048	0.4684	0.4684	0.0000	0.4684	0.4684	0.0000	0.0000	0.0000	0.0000	2.4181	2.3504	0.0677	0.8040	0.7988	0.0051	1.6141	1.5516	0.0625	0.6779	0.5728	0.1051	0.3313	0.3172	0.0141	0.3466	0.2556	0.0910
3	11	71	0.5588	3	2	2	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	0.0349	0.0308	0.0000	0.0543	0.0526	0.0000	0.0000	0.0000	0.0000	0.0251	0.0258	0.0000	0.0758	0.0766	0.0000	0.0000	0.0000	0.0000	0.7190	0.8363	0.0002	1.3963	1.4560	0.0009	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0294	-0.0225	62.6803	60.2918	29.1995	37.3615	0.0692	0.0692	0.0000	0.0692	0.0692	0.0000	0.0000	0.0000	0.0000	0.5809	0.5809	0.0000	0.5809	0.5809	0.0000	0.0000	0.0000	0.0000	2.7595	2.6852	0.0743	0.9125	0.9030	0.0095	1.8471	1.7822	0.0648	0.8080	0.6945	0.1134	0.4160	0.3989	0.0171	0.3920	0.2956	0.0964
3	24	60	0.6490	4	1	1	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	0.3809	0.3377	20.9411	0.5118	0.4963	44.9165	0.7153	0.5193	18.8360	0.0244	0.0251	0.0019	0.0617	0.0622	0.0022	0.0007	0.0007	0.0018	0.0641	0.0742	0.0001	0.1205	0.1254	0.0001	0.0010	0.0013	0.0001	0.0021	0.0002	-0.0282	-0.0019	62.6803	45.9624	29.1995	47.3137	0.0665	0.0664	0.0001	0.0653	0.0653	0.0000	0.0012	0.0011	0.0001	0.0499	0.0499	0.0000	0.0495	0.0495	0.0000	0.0004	0.0004	0.0000	2.7245	2.6503	0.0743	1.0594	1.0496	0.0098	1.6651	1.6006	0.0645	0.7784	0.6725	0.1059	0.4111	0.3951	0.0161	0.3672	0.2774	0.0899
3	46	60	0.6490	5	2	1	3	0	0	0	0	0	N	N	Y	N	N	N	N	N	N	N	N	N	1.2291	0.5117	24246.4888	0.3758	0.3631	44.2281	1823.1905	521.1955	39318.7915	0.4525	0.2156	8.9062	0.2502	0.2521	0.0369	0.6117	0.1860	10.4160	0.3682	0.4214	0.0004	0.6657	0.6943	0.0008	0.0003	0.0004	0.0003	1.1572	0.0001	0.1477	-0.0117	62.6803	48.8633	29.1995	55.4372	1.3295	0.6163	0.7132	0.3236	0.3232	0.0004	1.0058	0.2931	0.7128	0.3028	0.3027	0.0000	0.3027	0.3026	0.0000	0.0001	0.0001	0.0000	2.9379	2.8578	0.0801	1.2937	1.2820	0.0116	1.6443	1.5758	0.0684	0.8224	0.7184	0.1040	0.4547	0.4359	0.0187	0.3678	0.2825	0.0853
3	60	71	0.6490	4	1	1	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	2.2244	1.5962	37.1877	0.5584	0.0815	73.1347	27.4719	22426.7202	26.9204	0.8883	0.6847	7.9682	0.4051	0.0603	30.4304	1.1176	0.9885	4.5922	0.3994	0.4290	0.2143	0.7254	0.7406	0.4161	0.0407	0.0000	0.1706	0.3346	0.0800	-0.4772	0.0130	62.6803	58.0868	29.1995	47.7751	2.7327	2.0476	0.6852	0.4009	0.0591	0.3419	2.3318	1.9885	0.3433	0.3679	0.3406	0.0272	0.3500	0.3406	0.0094	0.0178	0.0000	0.0178	3.0763	2.9903	0.0860	0.9898	0.9786	0.0112	2.0865	2.0117	0.0748	0.9212	0.7940	0.1272	0.4825	0.4599	0.0226	0.4387	0.3341	0.1045
3	60	82	0.6490	4	1	0	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	0.6939	0.6154	4.7979	0.9718	0.9442	2.5634	0.1378	0.0311	8.4001	0.1225	0.1247	0.0462	0.2987	0.3005	0.0921	0.0021	0.0006	0.0390	0.1766	0.2025	0.0096	0.3073	0.3183	0.0359	0.0153	0.0190	0.0046	0.0104	0.0074	-0.1064	-0.0034	62.6803	58.0868	29.1995	47.7751	0.2564	0.2537	0.0026	0.2537	0.2530	0.0007	0.0026	0.0007	0.0019	0.1096	0.1088	0.0008	0.1054	0.1049	0.0005	0.0043	0.0039	0.0003	2.0924	2.0354	0.0569	0.8496	0.8419	0.0077	1.2428	1.1935	0.0493	0.6210	0.5373	0.0836	0.3429	0.3296	0.0133	0.2781	0.2078	0.0703
