branch_id_1	branch_id_2	branch_id_3	branch_id_4	branch_id_5	branch_id_6	dist_bl	dist_node_num	branch_num_fg_tube	branch_num_fg_pink	branch_num_fg_yellow	branch_num_fg_beakless	branch_num_mg_tube	branch_num_mg_pink	branch_num_mg_yellow	branch_num_mg_beakless	is_fg_tube	is_fg_pink	is_fg_yellow	is_fg_beakless	is_mf_tube	is_mf_pink	is_mf_yellow	is_mf_beakless	is_mg_tube	is_mg_pink	is_mg_yellow	is_mg_beakless	omegaCany2any	omegaCany2dif	omegaCany2spe	omegaCdif2any	omegaCdif2dif	omegaCdif2spe	omegaCspe2any	omegaCspe2dif	omegaCspe2spe	dNCany2any	dNCany2dif	dNCany2spe	dNCdif2any	dNCdif2dif	dNCdif2spe	dNCspe2any	dNCspe2dif	dNCspe2spe	dSCany2any	dSCany2dif	dSCany2spe	dSCdif2any	dSCdif2dif	dSCdif2spe	dSCspe2any	dSCspe2dif	dSCspe2spe	OCNCoD	OCSCoD	OCN_linreg_residual	OCS_linreg_residual	N_sub_1	N_sub_2	S_sub_1	S_sub_2	OCNany2any	OCNany2dif	OCNany2spe	OCNdif2any	OCNdif2dif	OCNdif2spe	OCNspe2any	OCNspe2dif	OCNspe2spe	OCSany2any	OCSany2dif	OCSany2spe	OCSdif2any	OCSdif2dif	OCSdif2spe	OCSspe2any	OCSspe2dif	OCSspe2spe	ECNany2any	ECNany2dif	ECNany2spe	ECNdif2any	ECNdif2dif	ECNdif2spe	ECNspe2any	ECNspe2dif	ECNspe2spe	ECSany2any	ECSany2dif	ECSany2spe	ECSdif2any	ECSdif2dif	ECSdif2spe	ECSspe2any	ECSspe2dif	ECSspe2spe
8	14	38	40	49	51	0.1804	8	3	6	1	1	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	371.6070	0.0000	64456.3887	inf	0.0000	inf	41.5139	0.0000	67222.4332	165531.6745	0.0000	525703163.5949	225.6836	0.0000	inf	338088.2623	0.0000	549363555.5841	445.4482	0.0000	8155.9512	0.0000	0.0000	0.0000	8143.9706	0.0000	8172.3248	inf	inf	0.0070	0.0000	3.0000	7.0000	2.0000	7.0000	2.8181	0.0000	2.8181	0.0020	0.0000	0.0020	2.8161	0.0000	2.8161	0.0411	0.0000	0.0411	0.0000	0.0000	0.0000	0.0411	0.0000	0.0411	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000
8	14	38	40	49	61	0.1744	8	3	6	1	1	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	96.2184	14815.2505	29974.8387	38580.5537	6.7558	inf	16.2419	inf	31153.7793	165057.8271	17.9597	546125815.0517	46.8129	0.0082	inf	293271.2147	31.9147	569705922.6223	1715.4502	0.0012	18219.4747	0.0012	0.0012	0.0000	18056.4995	0.0000	18286.8960	9192.2456	1562191.4784	0.0067	-0.0000	3.0000	7.0000	2.0000	7.0000	2.8615	0.0003	2.8612	0.0004	0.0000	0.0004	2.8612	0.0003	2.8608	0.0514	0.0000	0.0514	0.0000	0.0000	0.0000	0.0514	0.0000	0.0514	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
8	14	38	49	51	61	0.1804	8	4	6	1	1	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	32.1262	4939.9615	13029.2092	99539.3887	22.0886	inf	4.4938	inf	13443.6745	106497.3381	11.6330	436765371.0886	234.6513	0.0521	inf	149198.3447	16.2881	453616868.8160	3314.9728	0.0024	33522.0169	0.0024	0.0024	0.0000	33201.2322	0.0000	33742.0301	9156.0118	1562191.4786	0.0067	-0.0000	3.0000	7.0000	2.0000	7.0000	2.8619	0.0003	2.8616	0.0018	0.0000	0.0018	2.8601	0.0003	2.8598	0.0742	0.0000	0.0742	0.0000	0.0000	0.0000	0.0742	0.0000	0.0742	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
8	14	40	49	51	61	0.1804	8	4	6	1	1	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	34.1043	5275.1805	13645.7885	77979.7424	17.4400	inf	5.5680	inf	14656.7519	110538.0567	12.0786	471133609.1050	179.1110	0.0401	inf	186611.2623	20.3798	510321640.5219	3241.1765	0.0023	34525.9352	0.0023	0.0023	0.0000	33514.7130	0.0000	34818.1947	9152.6783	1562191.4786	0.0067	-0.0000	3.0000	7.0000	2.0000	7.0000	2.8629	0.0003	2.8626	0.0019	0.0000	0.0019	2.8610	0.0003	2.8607	0.0742	0.0000	0.0742	0.0000	0.0000	0.0000	0.0742	0.0000	0.0742	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
8	38	40	49	51	58	0.1744	8	3	6	2	1	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	308.5741	0.0000	52448.9947	inf	0.0000	inf	34.4982	0.0000	54681.6040	190452.1073	0.0000	592409501.9673	259.5315	0.0000	inf	389187.3617	0.0000	618869152.3760	617.2007	0.0000	11294.9639	0.0000	0.0000	0.0000	11281.3795	0.0000	11317.6847	inf	inf	0.0070	0.0000	3.0000	3.9430	2.0000	0.5667	2.8181	0.0000	2.8181	0.0020	0.0000	0.0020	2.8161	0.0000	2.8161	0.0411	0.0000	0.0411	0.0000	0.0000	0.0000	0.0411	0.0000	0.0411	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000
8	38	40	49	51	61	0.1744	8	4	6	1	1	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	301.0486	47741.6809	54381.9508	605610.3145	131.5643	inf	33.6079	inf	56750.3854	131930.3645	14.1667	436277511.4906	179.7216	0.0390	inf	269221.4278	28.8967	456191558.9486	438.2361	0.0003	8022.4689	0.0003	0.0003	0.0000	8010.6562	0.0000	8038.5632	9314.5488	1562191.4781	0.0066	-0.0000	3.0000	3.9430	2.0000	0.5667	2.8109	0.0003	2.8106	0.0020	0.0000	0.0020	2.8090	0.0003	2.8087	0.0405	0.0000	0.0405	0.0000	0.0000	0.0000	0.0405	0.0000	0.0405	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000
8	38	40	49	58	61	0.1744	8	3	6	2	1	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	79.8156	12287.6052	24481.4428	31981.1813	5.6002	inf	13.4885	inf	25443.8450	189931.6565	20.6663	617727514.6301	53.8336	0.0094	inf	337631.6915	36.7425	644392458.4223	2379.6317	0.0017	25232.4799	0.0017	0.0017	0.0000	25030.9887	0.0000	25326.0645	9192.2456	1562191.4784	0.0067	-0.0000	3.0000	3.9430	2.0000	0.5667	2.8615	0.0003	2.8612	0.0004	0.0000	0.0004	2.8612	0.0003	2.8608	0.0514	0.0000	0.0514	0.0000	0.0000	0.0000	0.0514	0.0000	0.0514	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
8	38	49	51	58	61	0.1744	8	4	6	2	1	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	26.6129	4090.8205	10645.8412	82403.5675	18.2860	inf	3.7303	inf	10977.7914	122561.9656	13.3878	494243769.3789	269.9283	0.0599	inf	171734.6656	18.7485	513003813.0973	4605.3563	0.0033	46425.9947	0.0033	0.0033	0.0000	46038.0559	0.0000	46731.0584	9156.0118	1562191.4786	0.0067	-0.0000	3.0000	3.9430	2.0000	0.5667	2.8619	0.0003	2.8616	0.0018	0.0000	0.0018	2.8601	0.0003	2.8598	0.0742	0.0000	0.0742	0.0000	0.0000	0.0000	0.0742	0.0000	0.0742	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
8	40	49	51	58	61	0.1744	8	4	6	2	1	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	28.2315	4365.0579	11150.8247	64504.6484	14.4263	inf	4.6162	inf	11972.5119	127216.6970	13.9012	533199920.0652	206.0107	0.0461	inf	214858.5833	23.4648	577344739.7941	4506.2014	0.0032	47817.0837	0.0032	0.0032	0.0000	46544.9523	0.0000	48222.5236	9152.6783	1562191.4786	0.0067	-0.0000	3.0000	3.9445	2.0000	2.5762	2.8629	0.0003	2.8626	0.0019	0.0000	0.0019	2.8610	0.0003	2.8607	0.0742	0.0000	0.0742	0.0000	0.0000	0.0000	0.0742	0.0000	0.0742	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
11	14	38	40	49	51	0.1804	8	2	5	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	452.7421	0.0000	82895.5172	inf	0.0000	inf	61.8857	0.0000	85036.8600	88027.5174	0.0000	295694179.0160	123.9150	0.0000	inf	174072.5778	0.0000	303350446.0912	194.4319	0.0000	3567.0708	0.0000	0.0000	0.0000	2812.8071	0.0000	3567.2818	inf	inf	0.0070	0.0000	6.0000	7.0000	7.9921	7.0000	2.8181	0.0000	2.8181	0.0020	0.0000	0.0020	2.8161	0.0000	2.8161	0.0411	0.0000	0.0411	0.0000	0.0000	0.0000	0.0411	0.0000	0.0411	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0002	0.0000	0.0002	0.0002	0.0000	0.0000	0.0000	0.0000
11	14	38	40	49	61	0.1428	7	2	5	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	117.1906	18035.3287	38281.4314	46329.8429	8.1157	inf	29.9553	inf	38981.3941	88091.9255	9.5850	304181402.5748	26.1975	0.0046	inf	151083.0200	16.4409	309765487.1223	751.6977	0.0005	7945.9255	0.0006	0.0006	0.0000	5043.6149	0.0000	7946.4959	9192.2456	1562191.4782	0.0067	-0.0000	6.0000	7.0000	7.9921	7.0000	2.8615	0.0003	2.8612	0.0004	0.0000	0.0004	2.8612	0.0003	2.8608	0.0513	0.0000	0.0513	0.0000	0.0000	0.0000	0.0513	0.0000	0.0513	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000
11	14	38	40	51	61	0.1804	8	2	5	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	14.7786	2243.8344	6652.2309	30167.3630	6.5758	inf	5.9247	inf	6914.5305	40851.0525	4.4261	178556281.4364	69.9269	0.0152	inf	69205.8432	7.4941	185660322.5293	2764.1977	0.0020	26841.5641	0.0023	0.0023	0.0000	11680.8592	0.0000	26850.7488	9230.6313	1562191.4782	0.0067	-0.0000	6.0000	7.0000	7.9921	7.0000	2.8298	0.0003	2.8295	0.0020	0.0000	0.0020	2.8278	0.0003	2.8275	0.2304	0.0000	0.2304	0.0000	0.0000	0.0000	0.2304	0.0000	0.2304	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000
11	14	38	49	51	61	0.1804	8	3	5	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	39.2858	6030.8595	17686.1871	77289.4682	17.1630	inf	13.2170	inf	18845.6657	57391.8659	6.2689	257435018.6817	90.5611	0.0201	inf	95635.3917	10.4408	274378276.8150	1460.8821	0.0010	14555.7104	0.0012	0.0012	0.0000	7235.8032	0.0000	14559.2245	9156.0118	1562191.4782	0.0067	-0.0000	6.0000	7.0000	7.9921	7.0000	2.8619	0.0003	2.8616	0.0018	0.0000	0.0018	2.8601	0.0003	2.8598	0.0741	0.0000	0.0741	0.0000	0.0000	0.0000	0.0741	0.0000	0.0741	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
11	14	40	49	51	61	0.1804	8	3	5	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	41.3509	6382.6611	17621.4386	86042.5023	19.2592	inf	15.3226	inf	18466.2675	59178.8178	6.4665	263334493.0282	102.2175	0.0229	inf	95818.0069	10.4641	276024487.4562	1431.1378	0.0010	14943.9838	0.0012	0.0012	0.0000	6253.3957	0.0000	14947.4975	9152.6783	1562191.4783	0.0067	-0.0000	6.0000	7.0000	7.9921	7.0000	2.8629	0.0003	2.8626	0.0019	0.0000	0.0019	2.8610	0.0003	2.8607	0.0741	0.0000	0.0741	0.0000	0.0000	0.0000	0.0741	0.0000	0.0741	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
11	38	40	49	51	58	0.1727	8	2	5	3	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	375.9633	0.0000	67482.5707	inf	0.0000	inf	51.2242	0.0000	69205.9113	101281.3792	0.0000	333358307.0302	142.4895	0.0000	inf	200395.6731	0.0000	341890588.0966	269.3917	0.0000	4939.9171	0.0000	0.0000	0.0000	3912.1316	0.0000	4940.1934	inf	inf	0.0070	0.0000	6.0000	3.9430	7.9921	0.5667	2.8181	0.0000	2.8181	0.0020	0.0000	0.0020	2.8161	0.0000	2.8161	0.0411	0.0000	0.0411	0.0000	0.0000	0.0000	0.0411	0.0000	0.0411	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0001	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000
11	38	40	49	51	61	0.1701	8	3	5	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	366.7660	58169.0425	69882.2374	750280.8440	163.0093	inf	50.0878	inf	71725.7312	70156.3365	7.5333	245183761.0708	98.6910	0.0214	inf	138596.2940	14.8755	251666576.8275	191.2837	0.0001	3508.5276	0.0001	0.0001	0.0000	2767.0655	0.0000	3508.7349	9314.5488	1562191.4782	0.0066	-0.0000	6.0000	3.9430	7.9921	0.5667	2.8109	0.0003	2.8106	0.0020	0.0000	0.0020	2.8090	0.0003	2.8087	0.0404	0.0000	0.0404	0.0000	0.0000	0.0000	0.0404	0.0000	0.0404	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0002	0.0000	0.0002	0.0002	0.0000	0.0000	0.0000	0.0000
11	38	40	49	51	71	0.1727	8	3	4	3	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	518.6040	inf	91293.1788	inf	inf	inf	70.8617	inf	93617.1139	95863.9311	1254.7464	309557004.4380	133.5654	1.5832	inf	189709.1774	2483.9379	317455482.2167	184.8500	0.0000	3390.8010	0.0000	0.0000	0.0000	2677.1738	0.0000	3390.9984	75.4244	inf	-0.0271	0.0000	6.0000	3.9430	7.9921	0.5667	2.5498	0.0334	2.5164	0.0018	0.0000	0.0017	2.5481	0.0333	2.5147	0.0362	0.0000	0.0362	0.0000	0.0000	0.0000	0.0362	0.0000	0.0362	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0002	0.0000	0.0002	0.0002	0.0000	0.0000	0.0000	0.0000
11	38	40	49	58	61	0.1415	7	2	5	3	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	97.2227	14959.9701	31286.6891	38448.0355	6.7350	inf	24.7139	inf	31857.9274	101369.5742	11.0298	344292189.2094	30.1238	0.0053	inf	173947.2747	18.9292	350602158.9946	1042.6529	0.0007	11004.4303	0.0008	0.0008	0.0000	7038.4343	0.0000	11005.1779	9192.2456	1562191.4782	0.0067	-0.0000	6.0000	3.9430	7.9921	0.5667	2.8615	0.0003	2.8612	0.0004	0.0000	0.0004	2.8612	0.0003	2.8608	0.0513	0.0000	0.0513	0.0000	0.0000	0.0000	0.0513	0.0000	0.0513	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
11	38	40	49	61	71	0.1415	7	3	4	3	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	134.1810	2486192.0127	42367.5213	53266.7949	917.9545	inf	34.2608	inf	43140.5913	95923.9061	1256.6570	320016695.4055	28.6361	0.4935	inf	164627.8700	2157.0701	325878981.6335	714.8842	0.0005	7553.3495	0.0005	0.0005	0.0000	4805.1346	0.0000	7553.8831	75.3552	1562191.4785	-0.0275	-0.0000	6.0000	3.9430	7.9921	0.5667	2.5884	0.0339	2.5545	0.0003	0.0000	0.0003	2.5880	0.0339	2.5541	0.0452	0.0000	0.0452	0.0000	0.0000	0.0000	0.0452	0.0000	0.0452	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000
11	38	40	51	58	61	0.1727	8	2	5	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	12.2257	1855.2727	5435.2287	24993.1662	5.4480	inf	4.8686	inf	5647.6808	47011.8893	5.0937	202044302.1387	80.4136	0.0175	inf	79683.6877	8.6287	210009458.0273	3845.3379	0.0027	37173.1006	0.0032	0.0032	0.0000	16366.8606	0.0000	37185.0792	9230.6313	1562191.4782	0.0067	-0.0000	6.0000	3.9430	7.9921	0.5667	2.8298	0.0003	2.8295	0.0020	0.0000	0.0020	2.8278	0.0003	2.8275	0.2304	0.0000	0.2304	0.0000	0.0000	0.0000	0.2304	0.0000	0.2304	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
11	38	40	51	61	71	0.1727	8	3	4	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	16.9117	312199.4532	7360.4682	34181.8749	410.7429	inf	6.7702	inf	7647.3419	44496.0042	586.2664	187805260.5787	75.3676	0.9057	inf	75431.0286	994.0647	195190568.5182	2631.0746	0.0019	25515.3958	0.0022	0.0022	0.0000	11141.6555	0.0000	25523.9757	74.9150	1562191.4783	-0.0274	-0.0000	6.0000	3.9430	7.9921	0.5667	2.5601	0.0337	2.5264	0.0018	0.0000	0.0018	2.5584	0.0337	2.5247	0.2029	0.0000	0.2029	0.0000	0.0000	0.0000	0.2029	0.0000	0.2029	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000
11	38	49	51	58	61	0.1727	8	3	5	3	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	32.5495	4995.1046	14458.6939	64106.9956	14.2357	inf	10.8763	inf	15405.0795	66051.3491	7.2148	291467488.9631	104.1478	0.0231	inf	110119.8227	12.0221	310615874.7568	2029.2614	0.0014	20158.6320	0.0016	0.0016	0.0000	10124.7366	0.0000	20163.2113	9156.0118	1562191.4782	0.0067	-0.0000	6.0000	3.9430	7.9921	0.5667	2.8619	0.0003	2.8616	0.0018	0.0000	0.0018	2.8601	0.0003	2.8598	0.0741	0.0000	0.0741	0.0000	0.0000	0.0000	0.0741	0.0000	0.0741	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
11	38	49	51	61	71	0.1727	8	4	4	3	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	44.9696	828073.2443	19580.9398	87488.1980	1006.3715	inf	15.1067	inf	20861.8384	62504.3135	819.0329	270933935.4361	97.4794	1.1213	inf	104221.9447	1365.9647	288725703.7698	1389.9244	0.0010	13836.6155	0.0011	0.0011	0.0000	6899.0415	0.0000	13839.8974	75.3322	1562191.4781	-0.0275	-0.0000	6.0000	3.9430	7.9921	0.5667	2.5887	0.0339	2.5548	0.0016	0.0000	0.0016	2.5871	0.0339	2.5532	0.0653	0.0000	0.0653	0.0000	0.0000	0.0000	0.0653	0.0000	0.0653	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
11	40	49	51	58	61	0.1727	8	3	5	3	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	34.2365	5282.4791	14410.4872	71365.8270	15.9741	inf	12.5838	inf	15095.5987	68109.9636	7.4424	298248874.9763	117.5551	0.0263	inf	110330.4061	12.0490	312497763.8866	1989.3949	0.0014	20696.6545	0.0016	0.0016	0.0000	8767.6862	0.0000	20701.2501	9152.6783	1562191.4783	0.0067	-0.0000	6.0000	3.9445	7.9921	2.5762	2.8629	0.0003	2.8626	0.0019	0.0000	0.0019	2.8610	0.0003	2.8607	0.0741	0.0000	0.0741	0.0000	0.0000	0.0000	0.0741	0.0000	0.0741	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
11	40	49	51	61	71	0.1727	8	4	4	3	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	47.3248	875718.7854	19517.6722	97352.4352	1104.2759	inf	17.5030	inf	20443.1984	64452.4265	844.4029	277263489.0363	109.9779	1.2475	inf	104420.5710	1368.3243	290478454.5722	1361.9156	0.0010	14205.7663	0.0011	0.0011	0.0000	5965.8514	0.0000	14209.0513	75.3465	1562191.4784	-0.0275	-0.0000	6.0000	3.9445	7.9921	2.5762	2.5896	0.0339	2.5556	0.0017	0.0000	0.0017	2.5879	0.0339	2.5540	0.0653	0.0000	0.0653	0.0000	0.0000	0.0000	0.0653	0.0000	0.0653	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
14	38	40	49	51	61	0.1804	8	3	6	1	0	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	309.2825	49033.7369	60993.8794	621249.5588	134.9761	inf	43.3086	inf	63259.4279	59877.6880	6.4295	215218928.0089	82.7547	0.0180	inf	120389.5183	12.9213	223226256.5412	193.6019	0.0001	3528.5332	0.0001	0.0001	0.0000	2779.8051	0.0000	3528.7429	9314.5488	1562191.4779	0.0066	-0.0000	7.0000	3.9430	7.0000	0.5667	2.8109	0.0003	2.8106	0.0020	0.0000	0.0020	2.8090	0.0003	2.8087	0.0405	0.0000	0.0405	0.0000	0.0000	0.0000	0.0405	0.0000	0.0405	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0002	0.0000	0.0002	0.0002	0.0000	0.0000	0.0000	0.0000
38	40	49	51	58	61	0.1727	8	3	6	2	0	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	256.8298	40716.9464	49663.9918	515738.2564	112.0522	inf	35.8474	inf	51499.0238	68892.8204	7.3976	242685466.4815	95.1592	0.0207	inf	138596.2940	14.8755	251666576.8275	268.2431	0.0002	4886.5477	0.0002	0.0002	0.0000	3866.2899	0.0000	4886.8223	9314.5488	1562191.4779	0.0066	-0.0000	3.9430	3.9445	0.5667	2.5762	2.8109	0.0003	2.8106	0.0020	0.0000	0.0020	2.8090	0.0003	2.8087	0.0405	0.0000	0.0405	0.0000	0.0000	0.0000	0.0405	0.0000	0.0405	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0001	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000
38	40	49	51	61	71	0.1727	8	4	5	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	354.2897	6911196.7182	67193.8708	704433.4700	8512.6755	inf	49.5932	inf	69673.0281	65210.9692	861.5723	225379517.6311	89.2037	1.0780	inf	131212.3615	1734.1551	233708690.7887	184.0611	0.0001	3354.1678	0.0001	0.0001	0.0000	2645.7749	0.0000	3354.3639	74.7100	1562191.4778	-0.0273	-0.0000	3.9430	3.9445	0.5667	2.5762	2.5434	0.0336	2.5098	0.0018	0.0000	0.0017	2.5417	0.0336	2.5081	0.0356	0.0000	0.0356	0.0000	0.0000	0.0000	0.0356	0.0000	0.0356	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0002	0.0000	0.0002	0.0002	0.0000	0.0000	0.0000	0.0000
