branch_id_1	branch_id_2	branch_id_3	branch_id_4	branch_id_5	dist_bl	dist_node_num	branch_num_fg_tube	branch_num_fg_pink	branch_num_fg_yellow	branch_num_fg_beakless	branch_num_mg_tube	branch_num_mg_pink	branch_num_mg_yellow	branch_num_mg_beakless	is_fg_tube	is_fg_pink	is_fg_yellow	is_fg_beakless	is_mf_tube	is_mf_pink	is_mf_yellow	is_mf_beakless	is_mg_tube	is_mg_pink	is_mg_yellow	is_mg_beakless	omegaCany2any	omegaCany2dif	omegaCany2spe	omegaCdif2any	omegaCdif2dif	omegaCdif2spe	omegaCspe2any	omegaCspe2dif	omegaCspe2spe	dNCany2any	dNCany2dif	dNCany2spe	dNCdif2any	dNCdif2dif	dNCdif2spe	dNCspe2any	dNCspe2dif	dNCspe2spe	dSCany2any	dSCany2dif	dSCany2spe	dSCdif2any	dSCdif2dif	dSCdif2spe	dSCspe2any	dSCspe2dif	dSCspe2spe	OCNCoD	OCSCoD	OCN_linreg_residual	OCS_linreg_residual	N_sub_1	N_sub_2	S_sub_1	S_sub_2	OCNany2any	OCNany2dif	OCNany2spe	OCNdif2any	OCNdif2dif	OCNdif2spe	OCNspe2any	OCNspe2dif	OCNspe2spe	OCSany2any	OCSany2dif	OCSany2spe	OCSdif2any	OCSdif2dif	OCSdif2spe	OCSspe2any	OCSspe2dif	OCSspe2spe	ECNany2any	ECNany2dif	ECNany2spe	ECNdif2any	ECNdif2dif	ECNdif2spe	ECNspe2any	ECNspe2dif	ECNspe2spe	ECSany2any	ECSany2dif	ECSany2spe	ECSdif2any	ECSdif2dif	ECSdif2spe	ECSspe2any	ECSspe2dif	ECSspe2spe
12	24	33	50	53	0.6346	11	2	5	0	0	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	105.6196	0.0000	inf	37.2173	0.0000	inf	inf	0.0000	inf	34.2049	0.0000	32973.1974	12.6502	0.0000	16819.8377	70.3943	0.0000	46425.5273	0.3238	0.3295	0.0000	0.3399	0.3406	0.0000	0.0000	0.0000	0.0000	inf	0.0000	1.0858	-0.0000	15.9900	10.9746	5.9807	3.5184	3.1336	0.0000	3.1336	0.7263	0.0000	0.7263	2.4073	0.0000	2.4073	0.0002	0.0002	0.0000	0.0002	0.0002	0.0000	0.0000	0.0000	0.0000	0.0916	0.0915	0.0001	0.0574	0.0574	0.0000	0.0342	0.0341	0.0001	0.0008	0.0008	0.0000	0.0007	0.0007	0.0000	0.0000	0.0000	0.0000
12	28	33	50	53	0.6346	10	2	5	0	0	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	1716.2254	462.1993	inf	798.4837	3.1162	inf	inf	inf	inf	54.1302	15.4985	34249.8391	36.9597	0.1446	46405.2474	75.2938	34.4373	26539.0739	0.0315	0.0335	0.0000	0.0463	0.0464	0.0000	0.0000	0.0000	0.0000	2.4965	0.0000	0.1535	-0.0000	15.9900	4.8252	5.9807	1.9264	2.5364	0.7254	1.8110	0.9561	0.0037	0.9524	1.5803	0.7217	0.8586	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0469	0.0468	0.0001	0.0259	0.0258	0.0000	0.0210	0.0210	0.0000	0.0005	0.0005	0.0000	0.0004	0.0003	0.0000	0.0002	0.0001	0.0000
12	33	50	53	75	0.7285	9	3	4	0	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	767767.5584	383417.6686	inf	663014.6449	106.2048	inf	inf	inf	inf	51.9620	26.8296	13557.6807	49.6609	0.0080	153792.7718	54.2934	54.0886	114.1133	0.0001	0.0001	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.9403	0.0000	-0.6551	-0.0000	15.9900	20.3888	5.9807	5.6658	3.8793	1.9993	1.8800	1.8659	0.0003	1.8656	2.0134	1.9990	0.0144	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0747	0.0745	0.0001	0.0376	0.0376	0.0000	0.0371	0.0370	0.0001	0.0007	0.0007	0.0000	0.0006	0.0006	0.0000	0.0001	0.0000	0.0000
17	24	33	50	53	0.7286	11	1	5	0	0	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	97.5093	0.9158	inf	33.8339	0.0018	inf	inf	inf	inf	24.8801	0.2379	27156.2228	9.0774	0.0005	13269.4269	51.7018	0.6412	39687.8327	0.2552	0.2598	0.0000	0.2683	0.2689	0.0000	0.0000	0.0000	0.0000	103.6714	0.0000	1.0661	-0.0000	26.9843	10.9746	6.9807	3.5184	3.1638	0.0302	3.1336	0.7263	0.0000	0.7263	2.4374	0.0302	2.4073	0.0002	0.0002	0.0000	0.0002	0.0002	0.0000	0.0000	0.0000	0.0000	0.1272	0.1270	0.0001	0.0800	0.0800	0.0001	0.0471	0.0471	0.0001	0.0010	0.0010	0.0000	0.0009	0.0009	0.0000	0.0000	0.0000	0.0000
17	28	33	50	53	0.7286	10	1	5	0	0	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	2187.6539	988.6587	inf	731.8862	3.4266	inf	inf	inf	inf	53.6830	25.8185	28370.0799	26.5890	0.1248	36462.3788	87.3674	57.7803	22765.8076	0.0245	0.0261	0.0000	0.0363	0.0364	0.0000	0.0000	0.0000	0.0000	1.0813	0.0000	-0.4670	-0.0000	26.9843	4.8252	6.9807	1.9264	3.4858	1.6748	1.8110	0.9569	0.0045	0.9524	2.5290	1.6703	0.8586	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0649	0.0649	0.0001	0.0360	0.0360	0.0000	0.0289	0.0289	0.0000	0.0007	0.0006	0.0000	0.0004	0.0004	0.0000	0.0002	0.0002	0.0000
17	33	50	53	75	0.7286	9	2	4	0	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	895589.9247	532598.8875	inf	606069.0222	193.7112	inf	inf	inf	inf	46.9513	28.8737	11042.6735	35.3568	0.0113	120326.5692	58.9639	58.8593	93.3118	0.0001	0.0001	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.6288	0.0000	-1.3025	-0.0000	26.9843	20.3888	6.9807	5.6658	4.8700	2.9900	1.8800	1.8662	0.0006	1.8656	3.0039	2.9894	0.0144	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1037	0.1036	0.0002	0.0528	0.0528	0.0000	0.0509	0.0508	0.0002	0.0009	0.0009	0.0000	0.0008	0.0008	0.0000	0.0001	0.0001	0.0000
23	24	33	50	53	0.6567	11	2	4	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	116.5411	0.0000	inf	41.0692	0.0000	inf	inf	0.0000	inf	35.7614	0.0000	34054.2417	13.2308	0.0000	17445.7975	73.5515	0.0000	47777.6732	0.3069	0.3123	0.0000	0.3222	0.3228	0.0000	0.0000	0.0000	0.0000	inf	0.0000	1.0858	-0.0000	15.0165	10.9746	8.9732	3.5184	3.1336	0.0000	3.1336	0.7263	0.0000	0.7263	2.4073	0.0000	2.4073	0.0002	0.0002	0.0000	0.0002	0.0002	0.0000	0.0000	0.0000	0.0000	0.0876	0.0875	0.0001	0.0549	0.0549	0.0000	0.0327	0.0327	0.0001	0.0008	0.0008	0.0000	0.0008	0.0008	0.0000	0.0000	0.0000	0.0000
23	28	33	50	53	0.6567	10	2	4	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	1897.6018	510.9714	inf	881.7889	3.4412	inf	inf	inf	inf	56.5848	16.2016	35353.9622	38.6494	0.1512	48152.5930	78.6735	35.9840	27304.2072	0.0298	0.0317	0.0000	0.0438	0.0439	0.0000	0.0000	0.0000	0.0000	2.4965	0.0000	0.1535	-0.0000	15.0165	4.8252	8.9732	1.9264	2.5364	0.7254	1.8110	0.9561	0.0037	0.9524	1.5803	0.7217	0.8586	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0448	0.0448	0.0001	0.0247	0.0247	0.0000	0.0201	0.0201	0.0000	0.0005	0.0005	0.0000	0.0004	0.0004	0.0000	0.0002	0.0001	0.0000
23	33	50	53	75	0.7285	9	3	3	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	849763.4811	424365.9636	inf	733911.7602	117.5612	inf	inf	inf	inf	54.3314	28.0535	14018.8826	51.9792	0.0084	159611.7892	56.7097	56.4978	117.9536	0.0001	0.0001	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.9403	0.0000	-0.6551	-0.0000	15.0165	20.3888	8.9732	5.6658	3.8793	1.9993	1.8800	1.8659	0.0003	1.8656	2.0134	1.9990	0.0144	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0714	0.0713	0.0001	0.0359	0.0359	0.0000	0.0355	0.0354	0.0001	0.0007	0.0007	0.0000	0.0007	0.0007	0.0000	0.0001	0.0000	0.0000
24	30	33	50	53	0.7237	11	1	5	0	0	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	92.0005	0.0000	inf	33.2019	0.0000	inf	inf	0.0000	inf	24.1548	0.0000	25995.4615	9.1631	0.0000	13165.6000	49.5516	0.0000	37418.3293	0.2626	0.2673	0.0000	0.2760	0.2766	0.0000	0.0000	0.0000	0.0000	inf	0.0000	1.0195	-0.0000	10.9746	24.9840	3.5184	6.9807	2.9423	0.0000	2.9423	0.7019	0.0000	0.7019	2.2405	0.0000	2.2405	0.0002	0.0002	0.0000	0.0002	0.0002	0.0000	0.0000	0.0000	0.0000	0.1218	0.1217	0.0001	0.0766	0.0765	0.0001	0.0452	0.0452	0.0001	0.0010	0.0009	0.0000	0.0009	0.0009	0.0000	0.0000	0.0000	0.0000
24	33	50	52	53	0.6277	11	2	5	1	0	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	126.1219	0.0000	inf	44.4864	0.0000	inf	inf	0.0000	inf	39.7119	0.0000	36870.0325	14.7038	0.0000	19059.7998	81.5703	0.0000	51346.4585	0.3149	0.3204	0.0000	0.3305	0.3312	0.0000	0.0000	0.0000	0.0000	inf	0.0000	1.0858	-0.0000	10.9746	20.3888	3.5184	5.6658	3.1336	0.0000	3.1336	0.7263	0.0000	0.7263	2.4073	0.0000	2.4073	0.0002	0.0002	0.0000	0.0002	0.0002	0.0000	0.0000	0.0000	0.0000	0.0789	0.0788	0.0001	0.0494	0.0494	0.0000	0.0295	0.0295	0.0000	0.0008	0.0008	0.0000	0.0008	0.0008	0.0000	0.0000	0.0000	0.0000
24	33	50	53	75	0.7285	11	2	4	0	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	428949.5405	240106.7869	inf	261254.7100	7301.3177	inf	inf	inf	inf	30.8265	17.6556	14773.1571	19.2610	0.5411	39259.1624	55.1684	53.7232	871.3204	0.0001	0.0001	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.7475	0.0000	-0.4696	0.0000	10.9746	20.3888	3.5184	5.6658	2.0805	1.1905	0.8900	0.8812	0.0247	0.8565	1.1993	1.1658	0.0335	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0675	0.0674	0.0001	0.0458	0.0457	0.0000	0.0217	0.0217	0.0000	0.0006	0.0006	0.0000	0.0006	0.0006	0.0000	0.0000	0.0000	0.0000
