branch_id_1	branch_id_2	branch_id_3	branch_id_4	branch_id_5	dist_bl	dist_node_num	branch_num_fg_tube	branch_num_fg_pink	branch_num_fg_yellow	branch_num_fg_beakless	branch_num_mg_tube	branch_num_mg_pink	branch_num_mg_yellow	branch_num_mg_beakless	is_fg_tube	is_fg_pink	is_fg_yellow	is_fg_beakless	is_mf_tube	is_mf_pink	is_mf_yellow	is_mf_beakless	is_mg_tube	is_mg_pink	is_mg_yellow	is_mg_beakless	omegaCany2any	omegaCany2dif	omegaCany2spe	omegaCdif2any	omegaCdif2dif	omegaCdif2spe	omegaCspe2any	omegaCspe2dif	omegaCspe2spe	dNCany2any	dNCany2dif	dNCany2spe	dNCdif2any	dNCdif2dif	dNCdif2spe	dNCspe2any	dNCspe2dif	dNCspe2spe	dSCany2any	dSCany2dif	dSCany2spe	dSCdif2any	dSCdif2dif	dSCdif2spe	dSCspe2any	dSCspe2dif	dSCspe2spe	OCNCoD	OCSCoD	OCN_linreg_residual	OCS_linreg_residual	N_sub_1	N_sub_2	S_sub_1	S_sub_2	OCNany2any	OCNany2dif	OCNany2spe	OCNdif2any	OCNdif2dif	OCNdif2spe	OCNspe2any	OCNspe2dif	OCNspe2spe	OCSany2any	OCSany2dif	OCSany2spe	OCSdif2any	OCSdif2dif	OCSdif2spe	OCSspe2any	OCSspe2dif	OCSspe2spe	ECNany2any	ECNany2dif	ECNany2spe	ECNdif2any	ECNdif2dif	ECNdif2spe	ECNspe2any	ECNspe2dif	ECNspe2spe	ECSany2any	ECSany2dif	ECSany2spe	ECSdif2any	ECSdif2dif	ECSdif2spe	ECSspe2any	ECSspe2dif	ECSspe2spe
8	14	18	70	123	0.1541	14	2	5	0	1	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	1.0023	2.0810	56.9627	3.5819	0.0253	2172.2684	0.1266	1.6307	47.4585	1360.7589	26.5892	3869780.2139	47.2228	0.3106	522420.4208	1398.4640	27.3437	3894286.3834	1357.6271	12.7770	67935.3807	13.1839	12.2959	240.4953	11047.6886	16.7683	82056.6547	50.1949	107.4015	-0.0106	-0.0014	12.1695	25.0281	11.3806	23.0630	2.9445	0.0575	2.8870	0.0029	0.0000	0.0028	2.9417	0.0575	2.8842	0.5060	0.0047	0.5013	0.0043	0.0040	0.0003	0.5017	0.0007	0.5010	0.0022	0.0022	0.0000	0.0001	0.0001	0.0000	0.0021	0.0021	0.0000	0.0004	0.0004	0.0000	0.0003	0.0003	0.0000	0.0000	0.0000	0.0000
8	14	18	70	124	0.1541	14	1	5	0	1	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	0.9984	2.0600	73.4880	6.2587	0.1800	1174.2674	0.1137	1.3396	62.4484	2773.5170	54.1143	7371570.4807	172.5383	4.4672	703434.4839	2794.0429	54.5061	7405557.9895	2777.9283	26.2696	100309.8466	27.5677	24.8189	599.0411	24564.9102	40.6893	118586.7823	50.2719	107.7302	-0.0105	-0.0013	12.1695	25.0281	11.3806	23.0630	2.9428	0.0574	2.8854	0.0014	0.0000	0.0014	2.9413	0.0574	2.8840	0.4640	0.0043	0.4597	0.0041	0.0037	0.0004	0.4599	0.0006	0.4593	0.0011	0.0011	0.0000	0.0000	0.0000	0.0000	0.0011	0.0011	0.0000	0.0002	0.0002	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000
8	14	18	123	124	0.1541	14	2	5	0	1	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	0.9183	0.8532	56.0330	100.2338	0.0383	1512.3789	0.0833	inf	45.9239	688.4401	0.0184	1976338.9904	96.5191	0.0009	325617.0414	694.1425	0.0186	1989851.8877	749.6752	0.0216	35271.0031	0.9629	0.0233	215.3012	8331.3306	0.0000	43329.3104	37442.8609	35529.8491	0.0476	0.0043	12.1695	25.0281	11.3806	23.0630	2.9945	0.0001	2.9944	0.0040	0.0000	0.0040	2.9905	0.0001	2.9904	0.6757	0.0000	0.6757	0.0008	0.0000	0.0008	0.6749	0.0000	0.6749	0.0043	0.0043	0.0000	0.0000	0.0000	0.0000	0.0043	0.0043	0.0000	0.0009	0.0009	0.0000	0.0008	0.0008	0.0000	0.0001	0.0001	0.0000
8	14	70	123	124	0.1417	12	2	5	0	1	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	1.1713	2.4357	61.1285	5.6642	0.0719	2415.9416	0.0984	1.2073	48.1547	1108.1231	21.6498	3161146.9434	52.2963	0.5886	606306.8242	1138.8097	22.2621	3179177.8593	946.0505	8.8884	51713.1715	9.2328	8.1912	250.9609	11577.4413	18.4389	66020.0819	50.2015	107.4015	-0.0106	-0.0013	12.1695	25.0281	11.3806	23.0630	2.9426	0.0575	2.8852	0.0039	0.0000	0.0039	2.9387	0.0574	2.8813	0.4581	0.0042	0.4538	0.0041	0.0036	0.0005	0.4540	0.0006	0.4534	0.0027	0.0027	0.0000	0.0001	0.0001	0.0000	0.0026	0.0026	0.0000	0.0005	0.0005	0.0000	0.0004	0.0004	0.0000	0.0000	0.0000	0.0000
8	18	70	123	124	0.1541	14	2	5	0	1	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	1.4310	2.9742	75.1918	7.4483	0.0862	3420.6819	0.1155	1.3902	60.4371	2003.2980	39.1402	5586650.9711	99.3727	1.0410	1101613.0481	2053.5932	40.1469	5616149.6368	1399.9087	13.1598	74298.6737	13.3416	12.0791	322.0449	17781.2135	28.8783	92925.5604	50.2006	107.4015	-0.0106	-0.0013	12.1695	12.0057	11.3806	16.0493	2.9429	0.0575	2.8854	0.0038	0.0000	0.0037	2.9391	0.0574	2.8817	0.4626	0.0043	0.4583	0.0041	0.0037	0.0004	0.4585	0.0006	0.4579	0.0015	0.0015	0.0000	0.0000	0.0000	0.0000	0.0014	0.0014	0.0000	0.0003	0.0003	0.0000	0.0003	0.0003	0.0000	0.0000	0.0000	0.0000
14	18	48	70	123	0.1782	16	1	4	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	2.6150	5.4264	226.1433	2.2115	0.0350	466.5262	0.7392	9.9788	224.8251	1054.7452	20.6697	3898209.0062	10.2575	0.1455	140986.1124	1286.4054	25.2229	4092139.8237	403.3402	3.8091	17237.7793	4.6383	4.1553	302.2041	1740.2991	2.5276	18201.4382	50.0421	107.4015	-0.0101	-0.0009	25.0281	12.0057	23.0630	16.0493	2.7476	0.0538	2.6937	0.0049	0.0001	0.0048	2.7427	0.0538	2.6889	0.3289	0.0030	0.3259	0.0029	0.0026	0.0003	0.3260	0.0004	0.3256	0.0026	0.0026	0.0000	0.0005	0.0005	0.0000	0.0021	0.0021	0.0000	0.0008	0.0008	0.0000	0.0006	0.0006	0.0000	0.0002	0.0002	0.0000
14	18	48	70	124	0.1782	16	0	4	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	3.0512	6.2721	363.7851	2.2582	0.0643	372.5823	0.3364	3.2398	363.2278	2139.8384	41.8692	7483414.7725	15.9248	0.3923	193626.8765	2571.4202	50.2994	7853574.2861	701.3099	6.6755	20570.9771	7.0521	6.1020	519.6888	7644.8142	15.5254	21621.6221	50.1220	107.7302	-0.0100	-0.0008	25.0281	12.0057	23.0630	16.0493	2.7460	0.0537	2.6923	0.0035	0.0001	0.0034	2.7426	0.0536	2.6890	0.3016	0.0028	0.2989	0.0028	0.0024	0.0004	0.2989	0.0004	0.2985	0.0013	0.0013	0.0000	0.0002	0.0002	0.0000	0.0011	0.0011	0.0000	0.0004	0.0004	0.0000	0.0004	0.0004	0.0000	0.0000	0.0000	0.0000
14	18	48	123	124	0.1782	16	1	4	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	2.3045	2.2428	247.5613	17.6012	0.0116	339.1267	0.2225	inf	248.0499	530.5415	0.0150	1985413.9586	6.6153	0.0001	84987.2044	638.2060	0.0180	2084712.4355	230.2209	0.0067	8019.8896	0.3758	0.0071	250.6060	2868.2064	0.0000	8404.4064	35468.3775	35529.8491	0.0444	0.0028	25.0281	12.0057	23.0630	16.0493	2.7936	0.0001	2.7936	0.0059	0.0000	0.0059	2.7877	0.0001	2.7876	0.4392	0.0000	0.4392	0.0007	0.0000	0.0006	0.4386	0.0000	0.4386	0.0053	0.0053	0.0000	0.0009	0.0009	0.0000	0.0044	0.0044	0.0000	0.0019	0.0019	0.0001	0.0018	0.0018	0.0000	0.0002	0.0001	0.0001
14	18	70	123	124	0.1336	12	1	5	0	0	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	1.6945	3.5190	86.5346	7.7132	0.0974	5452.0114	0.1582	1.9173	74.4976	1114.0407	21.7654	2901738.1517	50.2228	0.5591	1424523.0546	1146.1242	22.4051	2905754.4564	657.4413	6.1850	33532.7094	6.5113	5.7410	261.2839	7245.1496	11.6860	39004.6478	50.2034	107.4015	-0.0106	-0.0012	25.0281	12.0057	23.0630	16.0493	2.9421	0.0575	2.8846	0.0039	0.0000	0.0038	2.9382	0.0574	2.8808	0.4344	0.0040	0.4304	0.0039	0.0034	0.0005	0.4305	0.0006	0.4300	0.0026	0.0026	0.0000	0.0001	0.0001	0.0000	0.0026	0.0026	0.0000	0.0007	0.0006	0.0000	0.0006	0.0006	0.0000	0.0001	0.0000	0.0000
14	48	70	123	124	0.1782	14	1	4	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	3.3411	6.9567	246.6683	3.9222	0.0725	467.8493	0.2491	2.5789	243.4034	858.6135	16.8241	3180580.0421	9.9768	0.1573	136361.3507	1047.4904	20.5344	3339222.6035	256.9816	2.4184	12894.1585	2.5437	2.1702	291.4643	4205.4507	7.9625	13718.8810	50.0483	107.4013	-0.0101	-0.0008	25.0281	10.8088	23.0630	4.1243	2.7459	0.0538	2.6921	0.0058	0.0001	0.0057	2.7401	0.0537	2.6864	0.2978	0.0027	0.2950	0.0028	0.0024	0.0004	0.2950	0.0004	0.2946	0.0032	0.0032	0.0000	0.0006	0.0006	0.0000	0.0026	0.0026	0.0000	0.0012	0.0011	0.0000	0.0011	0.0011	0.0000	0.0001	0.0000	0.0000
