branch_id_1	branch_id_2	branch_id_3	dist_bl	dist_node_num	branch_num_fg_tube	branch_num_fg_pink	branch_num_fg_yellow	branch_num_fg_beakless	branch_num_mg_tube	branch_num_mg_pink	branch_num_mg_yellow	branch_num_mg_beakless	is_fg_tube	is_fg_pink	is_fg_yellow	is_fg_beakless	is_mf_tube	is_mf_pink	is_mf_yellow	is_mf_beakless	is_mg_tube	is_mg_pink	is_mg_yellow	is_mg_beakless	omegaCany2any	omegaCany2dif	omegaCany2spe	omegaCdif2any	omegaCdif2dif	omegaCdif2spe	omegaCspe2any	omegaCspe2dif	omegaCspe2spe	dNCany2any	dNCany2dif	dNCany2spe	dNCdif2any	dNCdif2dif	dNCdif2spe	dNCspe2any	dNCspe2dif	dNCspe2spe	dSCany2any	dSCany2dif	dSCany2spe	dSCdif2any	dSCdif2dif	dSCdif2spe	dSCspe2any	dSCspe2dif	dSCspe2spe	OCNCoD	OCSCoD	OCN_linreg_residual	OCS_linreg_residual	N_sub_1	N_sub_2	S_sub_1	S_sub_2	OCNany2any	OCNany2dif	OCNany2spe	OCNdif2any	OCNdif2dif	OCNdif2spe	OCNspe2any	OCNspe2dif	OCNspe2spe	OCSany2any	OCSany2dif	OCSany2spe	OCSdif2any	OCSdif2dif	OCSdif2spe	OCSspe2any	OCSspe2dif	OCSspe2spe	ECNany2any	ECNany2dif	ECNany2spe	ECNdif2any	ECNdif2dif	ECNdif2spe	ECNspe2any	ECNspe2dif	ECNspe2spe	ECSany2any	ECSany2dif	ECSany2spe	ECSdif2any	ECSdif2dif	ECSdif2spe	ECSspe2any	ECSspe2dif	ECSspe2spe
11	116	142	0.1457	9	2	2	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	64.4960	32.7143	1282.5705	8.3757	8.4245	0.7088	79.9725	39.5811	1355.5270	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0229	0.1830	0.0000	10.8653	12.0222	37.7326	7.3543	33.6550	0.9853	1.0079	0.0560	0.0559	0.0000	1.9373	0.9294	1.0079	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0309	0.0301	0.0008	0.0067	0.0066	0.0000	0.0242	0.0235	0.0007	0.0157	0.0135	0.0022	0.0084	0.0083	0.0002	0.0073	0.0053	0.0021	
14	61	62	1.5136	17	2	1	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	5077.5401	inf	1.2624	798270845.2962	inf	209532.8816	0.0242	inf	0.0000	49.2606	50.3022	0.0950	85.9806	86.9055	0.3220	0.0012	0.0012	0.0000	0.0097	0.0000	0.0753	0.0000	0.0000	0.0000	0.0476	0.0000	0.1327	0.0000	inf	-0.4137	0.0001	3.0011	49.9633	10.0048	82.8816	0.9997	0.9996	0.0000	0.9997	0.9996	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0002	0.0000	0.0000	0.0000	0.0002	0.0000	0.0002	0.0203	0.0199	0.0004	0.0116	0.0115	0.0001	0.0087	0.0084	0.0003	0.0175	0.0152	0.0023	0.0139	0.0129	0.0010	0.0036	0.0023	0.0013
23	63	108	0.3221	7	0	2	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	490183.1414	79.0625	inf	54.9903	50.9489	inf	inf	inf	inf	9.4703	0.0019	443.8940	0.0042	0.0040	0.0452	17.4365	0.0000	492.2606	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	5140.6487	0.0000	0.5858	-0.0000	49.3535	24.0659	30.5403	10.0407	0.9997	0.0002	0.9995	0.0002	0.0002	0.0000	0.9995	0.0000	0.9995	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1056	0.1033	0.0023	0.0482	0.0480	0.0002	0.0573	0.0553	0.0020	0.0138	0.0112	0.0026	0.0035	0.0033	0.0001	0.0103	0.0078	0.0025
23	63	153	0.3221	7	0	3	0	0	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	3.7192	1.5688	58042.4475	2.0143	1.8361	8951.1891	11730.9103	0.5434	77449.6737	0.0096	0.0047	0.2064	0.0128	0.0119	0.1733	0.0076	0.0000	0.2098	0.0026	0.0030	0.0000	0.0064	0.0065	0.0000	0.0000	0.0000	0.0000	1.0915	0.0002	0.0006	-0.0001	49.3535	24.0659	30.5403	10.0407	0.0052	0.0025	0.0027	0.0027	0.0025	0.0002	0.0025	0.0000	0.0025	0.0003	0.0003	0.0000	0.0003	0.0003	0.0000	0.0000	0.0000	0.0000	0.5390	0.5259	0.0131	0.2097	0.2084	0.0012	0.3294	0.3175	0.0119	0.1101	0.0947	0.0153	0.0447	0.0439	0.0008	0.0653	0.0508	0.0146
23	108	154	0.2517	6	0	1	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	478374.3484	414549.4560	inf	32627.0197	32105.1963	0.0000	inf	inf	inf	7.9785	8.3518	3.5626	1.8528	1.8567	0.0000	16.6899	19.6722	3.6206	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0361	0.0000	-0.7895	-0.0000	49.3535	36.4286	30.5403	15.4891	2.0829	2.0104	0.0725	0.2840	0.2840	0.0000	1.7989	1.7264	0.0725	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2611	0.2407	0.0204	0.1533	0.1530	0.0003	0.1078	0.0878	0.0200	0.0251	0.0207	0.0043	0.0074	0.0072	0.0001	0.0177	0.0135	0.0042
40	80	159	1.2742	18	1	2	0	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	32101484.6771	21852372.3385	inf	16630915.7138	15770277.0207	inf	inf	inf	inf	18.3664	14.3150	211.6318	12.5776	12.6698	0.0171	25.9423	16.5366	264.8898	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3099	0.0000	-0.4823	-0.0000	20.9802	50.7445	7.6363	46.1758	2.7211	2.0774	0.6438	1.0563	1.0563	0.0000	1.6648	1.0210	0.6438	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1482	0.1451	0.0030	0.0840	0.0834	0.0006	0.0642	0.0617	0.0024	0.0282	0.0246	0.0036	0.0213	0.0201	0.0013	0.0069	0.0045	0.0023
63	142	153	0.4410	10	0	3	0	0	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	13101.1801	11578.1979	22795.8916	14011.7641	13809.1329	43.2543	inf	0.0000	inf	0.0368	0.0375	0.0029	0.0795	0.0803	0.0000	0.0001	0.0000	0.0038	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0017	0.0065	-0.0060	-0.0000	24.0659	37.7326	10.0407	33.6550	0.0147	0.0146	0.0000	0.0146	0.0146	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3987	0.3901	0.0086	0.1842	0.1822	0.0020	0.2144	0.2079	0.0066	0.0684	0.0589	0.0095	0.0339	0.0328	0.0011	0.0346	0.0261	0.0085
80	108	154	0.4663	11	1	1	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	102732.0479	15581.3628	87087458.9623	23503.0116	21376.3687	inf	1938247.5522	888.4283	83956449.9496	1.8072	0.3206	63.3220	0.7629	0.7299	8.2390	2.5942	0.0014	68.1190	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.7725	0.0063	0.1728	-0.0000	50.7445	36.4286	46.1758	15.4891	0.4185	0.0725	0.3460	0.0759	0.0723	0.0036	0.3426	0.0002	0.3424	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2316	0.2261	0.0055	0.0995	0.0991	0.0004	0.1320	0.1270	0.0050	0.0357	0.0303	0.0054	0.0186	0.0177	0.0009	0.0170	0.0126	0.0044
80	154	159	1.4334	16	1	2	0	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	14.0797	12.4588	5361.8987	1.6569	1.5555	1.3800	33662.6017	22016.3565	inf	0.0081	0.0082	0.0027	0.0011	0.0011	0.0000	0.0214	0.0220	0.0041	0.0006	0.0007	0.0000	0.0007	0.0007	0.0000	0.0000	0.0000	0.0000	0.0058	0.0001	-0.0007	-0.0000	50.7445	24.5204	46.1758	20.6647	0.0017	0.0017	0.0000	0.0002	0.0002	0.0000	0.0016	0.0016	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2145	0.2108	0.0037	0.1411	0.1399	0.0012	0.0734	0.0709	0.0025	0.0492	0.0431	0.0062	0.0412	0.0384	0.0029	0.0080	0.0047	0.0033
116	142	148	0.1457	9	1	2	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	15535.8184	425.9343	inf	11.2972	9.6367	inf	11336.6215	254.7875	inf	125.0140	4.3908	4503.3777	0.0000	0.0000	0.0001	154.8608	5.4651	4755.6607	0.0080	0.0103	0.0000	0.0000	0.0000	0.0000	0.0137	0.0214	0.0000	28.2563	0.0000	1.1384	-0.0000	12.0222	37.7326	7.3543	33.6550	2.0623	0.0705	1.9919	0.0000	0.0000	0.0000	2.0623	0.0705	1.9919	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0165	0.0161	0.0004	0.0032	0.0032	0.0000	0.0133	0.0129	0.0004	0.0062	0.0048	0.0014	0.0026	0.0025	0.0000	0.0037	0.0023	0.0013
