branch_id_1	branch_id_2	branch_id_3	branch_id_4	dist_bl	dist_node_num	branch_num_fg_tube	branch_num_fg_pink	branch_num_fg_yellow	branch_num_fg_beakless	branch_num_mg_tube	branch_num_mg_pink	branch_num_mg_yellow	branch_num_mg_beakless	is_fg_tube	is_fg_pink	is_fg_yellow	is_fg_beakless	is_mf_tube	is_mf_pink	is_mf_yellow	is_mf_beakless	is_mg_tube	is_mg_pink	is_mg_yellow	is_mg_beakless	omegaCany2any	omegaCany2dif	omegaCany2spe	omegaCdif2any	omegaCdif2dif	omegaCdif2spe	omegaCspe2any	omegaCspe2dif	omegaCspe2spe	dNCany2any	dNCany2dif	dNCany2spe	dNCdif2any	dNCdif2dif	dNCdif2spe	dNCspe2any	dNCspe2dif	dNCspe2spe	dSCany2any	dSCany2dif	dSCany2spe	dSCdif2any	dSCdif2dif	dSCdif2spe	dSCspe2any	dSCspe2dif	dSCspe2spe	OCNCoD	OCSCoD	OCN_linreg_residual	OCS_linreg_residual	N_sub_1	N_sub_2	S_sub_1	S_sub_2	OCNany2any	OCNany2dif	OCNany2spe	OCNdif2any	OCNdif2dif	OCNdif2spe	OCNspe2any	OCNspe2dif	OCNspe2spe	OCSany2any	OCSany2dif	OCSany2spe	OCSdif2any	OCSdif2dif	OCSdif2spe	OCSspe2any	OCSspe2dif	OCSspe2spe	ECNany2any	ECNany2dif	ECNany2spe	ECNdif2any	ECNdif2dif	ECNdif2spe	ECNspe2any	ECNspe2dif	ECNspe2spe	ECSany2any	ECSany2dif	ECSany2spe	ECSdif2any	ECSdif2dif	ECSdif2spe	ECSspe2any	ECSspe2dif	ECSspe2spe
26	59	64	87	0.2914	8	1	4	0	0	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	327.8970	4.5572	2927.9932	13188.3970	1.2298	inf	104.5908	inf	3760.4578	9551.1484	0.8495	612481.3881	2470.8435	0.2305	282684.9223	21221.6415	1.8889	789173.3174	29.1285	0.1864	209.1813	0.1873	0.1874	0.0000	202.9015	0.0000	209.8610	11419.7977	180.3705	0.0016	-0.0015	9.7698	4.9850	5.8872	2.3698	4.9285	0.0004	4.9280	0.7935	0.0001	0.7935	4.1349	0.0004	4.1346	0.8255	0.0046	0.8209	0.0046	0.0046	0.0000	0.8209	0.0000	0.8209	0.0005	0.0005	0.0000	0.0003	0.0003	0.0000	0.0002	0.0002	0.0000	0.0283	0.0244	0.0039	0.0243	0.0243	0.0000	0.0040	0.0001	0.0039
26	59	64	89	0.2253	8	1	4	0	1	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	227.6509	3.2040	2205.9053	8413.8128	0.7868	inf	87.4034	inf	3263.1629	7419.7400	0.6602	514578.0998	1744.3690	0.1632	190351.1797	19645.9464	1.7491	763244.8113	32.5926	0.2061	233.2730	0.2073	0.2074	0.0000	224.7732	0.0000	233.8972	11401.8980	182.6995	0.0016	-0.0016	9.7698	4.9850	5.8872	2.3698	4.9386	0.0004	4.9382	0.7930	0.0001	0.7929	4.1456	0.0004	4.1453	0.8897	0.0048	0.8849	0.0048	0.0048	0.0000	0.8849	0.0000	0.8849	0.0007	0.0007	0.0000	0.0005	0.0005	0.0000	0.0002	0.0002	0.0000	0.0273	0.0235	0.0038	0.0234	0.0234	0.0000	0.0039	0.0002	0.0038
26	59	64	98	0.2408	8	1	4	0	0	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	436.1324	25.4488	3520.7833	7903.5824	1.5925	inf	148.8828	inf	4250.4817	12511.3518	9.9361	740268.5809	3094.9997	0.6238	392456.5310	30719.4287	28.4355	894882.8873	28.6871	0.3904	210.2568	0.3916	0.3917	0.0000	206.3329	0.0000	210.5368	1279.8144	83.9254	-0.0018	-0.0069	9.7698	4.9850	5.8872	2.3698	4.8621	0.0038	4.8584	0.7928	0.0002	0.7926	4.0694	0.0036	4.0657	0.8533	0.0100	0.8432	0.0100	0.0100	0.0000	0.8432	0.0000	0.8432	0.0004	0.0004	0.0000	0.0003	0.0003	0.0000	0.0001	0.0001	0.0000	0.0297	0.0257	0.0040	0.0257	0.0257	0.0000	0.0041	0.0001	0.0040
26	59	64	119	0.2364	9	1	4	0	0	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	112.5460	2.8524	766.6195	7785.6683	0.7260	inf	36.4336	inf	942.0554	16576.3009	1.4804	925077.6945	4100.5161	0.3828	461735.0762	39784.3947	3.5770	1145464.6871	147.2847	0.5190	1206.6974	0.5267	0.5272	0.0000	1091.9702	0.0000	1215.9208	11400.2031	322.0940	0.0016	0.0005	9.7698	4.9850	5.8872	2.3698	4.9365	0.0004	4.9361	0.7942	0.0001	0.7941	4.1423	0.0004	4.1419	0.8252	0.0026	0.8226	0.0026	0.0026	0.0000	0.8226	0.0000	0.8226	0.0003	0.0003	0.0000	0.0002	0.0002	0.0000	0.0001	0.0001	0.0000	0.0056	0.0049	0.0007	0.0048	0.0048	0.0000	0.0008	0.0001	0.0007
26	59	87	89	0.2370	8	0	4	0	1	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	71.0722	1.0028	2163.6261	32.0283	0.2095	inf	37.6253	inf	3077.3143	1849.4551	0.1622	409595.4598	5.2824	0.0346	2704.4272	6358.3059	0.4771	588183.0765	26.0222	0.1618	189.3097	0.1649	0.1652	0.0000	168.9902	0.0000	191.1352	11450.6190	185.3143	0.0016	-0.0014	9.7698	4.9850	5.8872	2.3698	4.9575	0.0004	4.9571	0.0100	0.0001	0.0100	4.9474	0.0004	4.9471	0.8067	0.0043	0.8023	0.0043	0.0043	0.0000	0.8023	0.0000	0.8023	0.0027	0.0027	0.0000	0.0019	0.0019	0.0000	0.0008	0.0008	0.0000	0.0310	0.0268	0.0042	0.0263	0.0262	0.0000	0.0047	0.0006	0.0042
26	59	87	98	0.2916	8	0	4	0	0	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	136.6969	8.0278	3711.6705	27.9189	0.1957	inf	65.8206	inf	5694.1841	3303.1143	2.5814	649332.8081	9.0548	0.0635	3513.3207	10924.9678	8.4566	999468.0401	24.1638	0.3216	174.9435	0.3243	0.3245	0.0000	165.9811	0.0000	175.5244	1285.1164	86.0287	-0.0018	-0.0060	9.7698	4.9850	5.8872	2.3698	4.8811	0.0038	4.8773	0.0093	0.0001	0.0093	4.8718	0.0037	4.8680	0.7739	0.0089	0.7650	0.0089	0.0089	0.0000	0.7650	0.0000	0.7650	0.0015	0.0015	0.0000	0.0010	0.0010	0.0000	0.0004	0.0004	0.0000	0.0320	0.0277	0.0044	0.0274	0.0274	0.0000	0.0046	0.0003	0.0044
26	59	87	119	0.2873	9	0	4	0	0	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	40.0829	1.0184	790.7485	35.9159	0.2096	inf	19.0135	inf	1316.6320	4211.9963	0.3698	793405.5785	13.5919	0.0796	4271.2517	14168.8403	1.0631	1362994.4130	105.0822	0.3632	1003.3602	0.3784	0.3799	0.0000	745.1986	0.0000	1035.2129	11448.9326	322.0942	0.0016	0.0004	9.7698	4.9850	5.8872	2.3698	4.9554	0.0004	4.9550	0.0112	0.0001	0.0112	4.9441	0.0004	4.9438	0.7518	0.0023	0.7495	0.0023	0.0023	0.0000	0.7495	0.0000	0.7495	0.0012	0.0012	0.0000	0.0008	0.0008	0.0000	0.0003	0.0003	0.0000	0.0072	0.0064	0.0007	0.0061	0.0061	0.0000	0.0010	0.0003	0.0007
26	59	89	98	0.2082	8	0	4	0	1	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	108.7737	6.5313	2752.9153	3.7155	0.1550	inf	52.1550	inf	4101.7746	2957.3377	2.3156	537268.4059	1.3290	0.0554	485.6832	9645.9266	7.4781	802451.2321	27.1880	0.3545	195.1634	0.3577	0.3578	0.0000	184.9472	0.0000	195.6351	1283.2207	87.9377	-0.0018	-0.0063	9.7698	4.9850	5.8872	2.3698	4.8910	0.0038	4.8872	0.0015	0.0001	0.0015	4.8895	0.0037	4.8858	0.8346	0.0094	0.8252	0.0094	0.0094	0.0000	0.8252	0.0000	0.8252	0.0017	0.0016	0.0000	0.0011	0.0011	0.0000	0.0005	0.0005	0.0000	0.0307	0.0265	0.0042	0.0262	0.0262	0.0000	0.0045	0.0002	0.0042
26	59	89	119	0.2039	9	0	4	0	1	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	28.9510	0.7344	369.8115	7.7375	0.1493	inf	14.7000	inf	494.2880	3639.9718	0.3212	420764.4747	3.5362	0.0684	1063.2546	12405.5968	0.9420	573258.6166	125.7286	0.4373	1137.7809	0.4570	0.4581	0.0000	843.9182	0.0000	1159.7665	11431.0312	322.0942	0.0016	0.0005	9.7698	4.9850	5.8872	2.3698	4.9656	0.0004	4.9652	0.0034	0.0001	0.0033	4.9622	0.0004	4.9618	0.8139	0.0025	0.8114	0.0025	0.0025	0.0000	0.8114	0.0000	0.8114	0.0014	0.0014	0.0000	0.0010	0.0010	0.0000	0.0004	0.0004	0.0000	0.0065	0.0058	0.0007	0.0055	0.0055	0.0000	0.0010	0.0003	0.0007
26	59	98	119	0.1979	9	0	4	0	0	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	52.2944	11.6546	869.4062	11.6106	0.2711	inf	23.6124	inf	1292.3128	6437.0032	5.0488	910116.3966	5.1398	0.1201	1491.2149	21285.4741	16.5684	1362464.0942	123.0915	0.4332	1046.8253	0.4427	0.4431	0.0000	901.4520	0.0000	1054.2835	1283.0423	320.8754	-0.0018	0.0005	9.7698	4.9850	5.8872	2.3698	4.8890	0.0038	4.8852	0.0027	0.0001	0.0027	4.8862	0.0037	4.8825	0.7881	0.0024	0.7856	0.0024	0.0024	0.0000	0.7856	0.0000	0.7856	0.0008	0.0008	0.0000	0.0005	0.0005	0.0000	0.0002	0.0002	0.0000	0.0064	0.0057	0.0008	0.0055	0.0055	0.0000	0.0009	0.0001	0.0007
