branch_id_1	branch_id_2	branch_id_3	dist_bl	dist_node_num	branch_num_fg_tube	branch_num_fg_pink	branch_num_fg_yellow	branch_num_fg_beakless	branch_num_mg_tube	branch_num_mg_pink	branch_num_mg_yellow	branch_num_mg_beakless	is_fg_tube	is_fg_pink	is_fg_yellow	is_fg_beakless	is_mf_tube	is_mf_pink	is_mf_yellow	is_mf_beakless	is_mg_tube	is_mg_pink	is_mg_yellow	is_mg_beakless	omegaCany2any	omegaCany2dif	omegaCany2spe	omegaCdif2any	omegaCdif2dif	omegaCdif2spe	omegaCspe2any	omegaCspe2dif	omegaCspe2spe	dNCany2any	dNCany2dif	dNCany2spe	dNCdif2any	dNCdif2dif	dNCdif2spe	dNCspe2any	dNCspe2dif	dNCspe2spe	dSCany2any	dSCany2dif	dSCany2spe	dSCdif2any	dSCdif2dif	dSCdif2spe	dSCspe2any	dSCspe2dif	dSCspe2spe	OCNCoD	OCSCoD	OCN_linreg_residual	OCS_linreg_residual	N_sub_1	N_sub_2	S_sub_1	S_sub_2	OCNany2any	OCNany2dif	OCNany2spe	OCNdif2any	OCNdif2dif	OCNdif2spe	OCNspe2any	OCNspe2dif	OCNspe2spe	OCSany2any	OCSany2dif	OCSany2spe	OCSdif2any	OCSdif2dif	OCSdif2spe	OCSspe2any	OCSspe2dif	OCSspe2spe	ECNany2any	ECNany2dif	ECNany2spe	ECNdif2any	ECNdif2dif	ECNdif2spe	ECNspe2any	ECNspe2dif	ECNspe2spe	ECSany2any	ECSany2dif	ECSany2spe	ECSdif2any	ECSdif2dif	ECSdif2spe	ECSspe2any	ECSspe2dif	ECSspe2spe
27	38	77	0.3032	7	0	3	0	2	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	2.0898	1.7862	0.0000	4.7152	4.4922	0.0000	0.0000	0.0000	0.0000	0.0276	0.0282	0.0000	0.0937	0.0942	0.0000	0.0000	0.0000	0.0000	0.0132	0.0158	0.0000	0.0199	0.0210	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0017	-0.0008	14.8261	17.2763	39.6541	42.8281	0.0022	0.0022	0.0000	0.0022	0.0022	0.0000	0.0000	0.0000	0.0000	0.0031	0.0031	0.0000	0.0031	0.0031	0.0000	0.0000	0.0000	0.0000	0.0795	0.0777	0.0018	0.0234	0.0233	0.0001	0.0560	0.0544	0.0016	0.2327	0.1945	0.0382	0.1548	0.1466	0.0083	0.0779	0.0479	0.0300
27	38	79	0.3393	9	0	3	0	1	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	5025.8807	889.8727	inf	1733.8728	1668.8959	inf	inf	0.0000	inf	15.7135	3.2223	463.6951	8.1197	8.1975	0.0001	20.4892	0.0000	536.0957	0.0031	0.0036	0.0000	0.0047	0.0049	0.0000	0.0000	0.0000	0.0000	4.0124	0.0000	0.0125	-0.0002	14.8261	17.2763	39.6541	42.8281	1.2487	0.2491	0.9996	0.2491	0.2491	0.0000	0.9996	0.0000	0.9996	0.0006	0.0006	0.0000	0.0006	0.0006	0.0000	0.0000	0.0000	0.0000	0.0795	0.0773	0.0022	0.0307	0.0304	0.0003	0.0488	0.0469	0.0019	0.2045	0.1766	0.0279	0.1366	0.1302	0.0064	0.0680	0.0464	0.0216
27	53	77	0.2531	8	0	3	1	1	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	1.2301	0.1709	416784.5157	0.0052	0.0000	3791.2086	47683.8721	5447.2823	inf	0.3889	0.0689	12.8789	0.0032	0.0000	0.6266	0.4992	0.0891	13.4548	0.3162	0.4029	0.0000	0.6157	0.6680	0.0002	0.0000	0.0000	0.0000	4.7931	0.0000	0.0004	-0.0080	14.8261	6.0379	39.6541	14.2008	0.0111	0.0019	0.0092	0.0000	0.0000	0.0000	0.0110	0.0019	0.0091	0.0321	0.0321	0.0000	0.0321	0.0321	0.0000	0.0000	0.0000	0.0000	0.0284	0.0277	0.0007	0.0063	0.0063	0.0000	0.0221	0.0214	0.0007	0.1014	0.0796	0.0218	0.0521	0.0480	0.0041	0.0493	0.0316	0.0177
27	53	79	0.3393	10	0	3	1	0	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	272.4905	0.0000	1943.1927	0.0000	0.0000	0.0000	15820.0790	0.0000	151564.4837	0.1973	0.0000	7.7741	0.0000	0.0000	0.0000	0.2949	0.0000	9.0998	0.0007	0.0001	0.0040	0.0012	0.0001	0.0161	0.0000	0.0000	0.0001	inf	11.7797	0.0011	0.0000	14.8261	6.0379	39.6541	14.2008	0.0052	0.0000	0.0052	0.0000	0.0000	0.0000	0.0052	0.0000	0.0052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0263	0.0256	0.0007	0.0087	0.0086	0.0001	0.0176	0.0170	0.0006	0.0597	0.0497	0.0100	0.0355	0.0330	0.0024	0.0242	0.0167	0.0075
27	77	79	0.3393	9	0	3	0	1	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	1210.5758	0.0077	56291.8996	0.0157	0.0153	0.0000	4958.0815	0.0000	57235.1316	14.4102	0.0001	627.5558	0.0002	0.0002	0.0000	23.4217	0.0000	762.8664	0.0119	0.0120	0.0111	0.0149	0.0155	0.0059	0.0047	0.0000	0.0133	159619.7393	0.1612	0.2084	-0.0002	14.8261	15.7293	39.6541	44.5110	0.9949	0.0000	0.9949	0.0000	0.0000	0.0000	0.9949	0.0000	0.9949	0.0018	0.0016	0.0003	0.0016	0.0016	0.0000	0.0002	0.0000	0.0002	0.0690	0.0675	0.0016	0.0266	0.0263	0.0003	0.0425	0.0412	0.0013	0.1541	0.1312	0.0228	0.1086	0.1019	0.0067	0.0455	0.0293	0.0161
38	54	77	0.3047	7	0	3	0	2	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	129.8803	116.8415	0.0000	459.9331	439.5617	0.0000	0.0000	0.0000	0.0000	0.0580	0.0593	0.0000	0.1910	0.1921	0.0000	0.0000	0.0000	0.0000	0.0004	0.0005	0.0001	0.0004	0.0004	0.0000	0.0005	0.0008	0.0001	0.0000	0.0387	-0.0018	-0.0000	17.2763	6.8222	42.8281	16.9579	0.0022	0.0022	0.0000	0.0022	0.0022	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0386	0.0378	0.0008	0.0117	0.0117	0.0001	0.0269	0.0261	0.0008	0.1211	0.1026	0.0185	0.0844	0.0800	0.0043	0.0367	0.0225	0.0142
38	60	77	0.3047	7	0	3	0	2	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	1.6481	1.4169	0.0000	3.7889	3.6130	0.0000	0.0000	0.0000	0.0000	0.0295	0.0301	0.0000	0.0997	0.1003	0.0000	0.0000	0.0000	0.0000	0.0179	0.0213	0.0000	0.0263	0.0278	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0017	-0.0008	17.2763	13.8262	42.8281	22.9106	0.0022	0.0022	0.0000	0.0022	0.0022	0.0000	0.0000	0.0000	0.0000	0.0031	0.0031	0.0000	0.0031	0.0031	0.0000	0.0000	0.0000	0.0000	0.0745	0.0728	0.0016	0.0220	0.0219	0.0001	0.0525	0.0510	0.0015	0.1709	0.1437	0.0272	0.1161	0.1100	0.0061	0.0548	0.0337	0.0211
38	60	103	0.3060	8	1	3	0	1	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	72.1335	0.0832	inf	0.1690	0.1417	inf	inf	inf	inf	0.2576	0.0004	12.1523	0.0011	0.0010	0.0233	0.4048	0.0000	13.3947	0.0036	0.0043	0.0000	0.0064	0.0068	0.0000	0.0000	0.0000	0.0000	728.0905	0.0000	0.0054	-0.0001	17.2763	13.8262	42.8281	22.9106	0.0258	0.0000	0.0258	0.0000	0.0000	0.0000	0.0258	0.0000	0.0258	0.0005	0.0005	0.0000	0.0005	0.0005	0.0000	0.0000	0.0000	0.0000	0.1003	0.0981	0.0021	0.0366	0.0364	0.0002	0.0637	0.0618	0.0019	0.1438	0.1184	0.0254	0.0803	0.0758	0.0045	0.0635	0.0426	0.0209
38	77	79	0.2958	9	0	3	0	2	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	72.6334	0.1811	561647.8966	120.9306	0.3261	12754431298.7128	3.9244	0.0000	35.5263	11.0864	0.0319	426.9792	26.8428	0.0759	3099.2097	0.0013	0.0000	0.0355	0.1526	0.1762	0.0008	0.2220	0.2328	0.0000	0.0003	0.0000	0.0010	355.6762	0.0007	0.2025	-0.0092	17.2763	15.7293	42.8281	44.5110	0.9795	0.0027	0.9767	0.9794	0.0027	0.9766	0.0001	0.0000	0.0001	0.0373	0.0372	0.0000	0.0372	0.0372	0.0000	0.0000	0.0000	0.0000	0.0883	0.0861	0.0023	0.0365	0.0362	0.0003	0.0519	0.0499	0.0020	0.2442	0.2114	0.0328	0.1678	0.1599	0.0078	0.0764	0.0514	0.0249
38	77	103	0.3060	8	1	3	0	2	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	9196.3773	8603.2670	11466.1665	15533.3845	15521.3363	0.0000	1719.6504	0.0000	19086.9334	7.0859	7.1279	5.2804	16.8415	16.9440	0.0000	0.2046	0.0000	5.9333	0.0008	0.0008	0.0005	0.0011	0.0011	0.0010	0.0001	0.0000	0.0003	0.0172	0.1040	-0.6778	-0.0000	17.2763	15.7293	42.8281	44.5110	0.8762	0.8614	0.0148	0.8614	0.8614	0.0000	0.0148	0.0000	0.0148	0.0002	0.0002	0.0000	0.0002	0.0002	0.0000	0.0000	0.0000	0.0000	0.1237	0.1208	0.0028	0.0511	0.0508	0.0003	0.0725	0.0700	0.0025	0.2376	0.2002	0.0375	0.1604	0.1517	0.0087	0.0772	0.0485	0.0287
