branch_id_1	branch_id_2	branch_id_3	branch_id_4	branch_id_5	branch_id_6	branch_id_7	branch_id_8	branch_id_9	dist_bl	dist_node_num	branch_num_fg_tube	branch_num_fg_pink	branch_num_fg_yellow	branch_num_fg_beakless	branch_num_mg_tube	branch_num_mg_pink	branch_num_mg_yellow	branch_num_mg_beakless	is_fg_tube	is_fg_pink	is_fg_yellow	is_fg_beakless	is_mf_tube	is_mf_pink	is_mf_yellow	is_mf_beakless	is_mg_tube	is_mg_pink	is_mg_yellow	is_mg_beakless	omegaCany2any	omegaCany2dif	omegaCany2spe	omegaCdif2any	omegaCdif2dif	omegaCdif2spe	omegaCspe2any	omegaCspe2dif	omegaCspe2spe	dNCany2any	dNCany2dif	dNCany2spe	dNCdif2any	dNCdif2dif	dNCdif2spe	dNCspe2any	dNCspe2dif	dNCspe2spe	dSCany2any	dSCany2dif	dSCany2spe	dSCdif2any	dSCdif2dif	dSCdif2spe	dSCspe2any	dSCspe2dif	dSCspe2spe	OCNCoD	OCSCoD	OCN_linreg_residual	OCS_linreg_residual	N_sub_1	N_sub_2	S_sub_1	S_sub_2	OCNany2any	OCNany2dif	OCNany2spe	OCNdif2any	OCNdif2dif	OCNdif2spe	OCNspe2any	OCNspe2dif	OCNspe2spe	OCSany2any	OCSany2dif	OCSany2spe	OCSdif2any	OCSdif2dif	OCSdif2spe	OCSspe2any	OCSspe2dif	OCSspe2spe	ECNany2any	ECNany2dif	ECNany2spe	ECNdif2any	ECNdif2dif	ECNdif2spe	ECNspe2any	ECNspe2dif	ECNspe2spe	ECSany2any	ECSany2dif	ECSany2spe	ECSdif2any	ECSdif2dif	ECSdif2spe	ECSspe2any	ECSspe2dif	ECSspe2spe
4	11	22	33	34	37	40	46	56	0.3611	10	4	6	4	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	3306560.2972	169.3729	9370617901094.4766	11300.5284	21.0995	inf	7367017.2751	352.0772	12129097036794.7285	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	19521.3761	-0.0000	0.0000	5.9481	21.7866	2.8527	19.5556	2.0052	0.0001	2.2868	0.0043	0.0000	0.0043	2.2826	0.0001	2.2825	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4	11	22	33	34	37	40	46	88	0.3611	10	4	6	3	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	1358575.2286	69.4595	6560475649605.8379	28231.7700	8.2538	inf	4454215.7709	211.8821	8658819311076.7402	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	19558.2388	-0.0000	0.0000	5.9481	21.7866	2.8527	19.5556	2.0052	0.0001	1.9414	0.0282	0.0000	0.0282	1.9133	0.0001	1.9132	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4	11	22	33	34	37	40	56	88	0.3611	10	3	7	3	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	0.0000	inf	inf	0.0000	inf	inf	0.0000	inf	949444.8206	0.0000	4563417011617.7305	19833.5891	0.0000	inf	3129493.2192	0.0000	5916341487576.3447	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	inf	0.0001	0.0000	5.9481	21.7866	2.8527	19.5556	2.0052	0.0000	1.9363	0.0284	0.0000	0.0284	1.9079	0.0000	1.9079	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4	11	22	33	34	37	46	56	88	0.3611	10	4	6	4	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	555175.7573	28.4256	2471184436692.5435	11625.9208	3.3424	inf	1842046.3540	87.8110	3091705888369.8911	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	19529.8083	-0.0000	0.0000	5.9481	21.7866	2.8527	19.5556	2.0052	0.0001	1.9304	0.0284	0.0000	0.0284	1.9021	0.0001	1.9020	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4	11	22	33	34	40	46	56	88	0.3611	10	3	6	4	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	2068404.1327	105.8768	8159335814222.4609	43344.3854	12.4775	inf	6845516.1029	326.2055	10379710741243.7168	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	19534.9663	-0.0000	0.0000	5.9481	21.7866	2.8527	19.5556	2.0052	0.0001	1.9317	0.0284	0.0000	0.0284	1.9034	0.0001	1.9033	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4	11	22	33	37	40	46	56	88	0.3611	9	3	6	4	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	3123962.9692	160.8344	3983268430386.6343	98093.2828	25.1326	inf	5953549.9250	287.7336	4708072101165.2393	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	19422.4945	-0.0000	0.0000	5.9481	21.7866	2.8527	19.5556	2.0052	0.0001	2.3015	0.0349	0.0000	0.0349	2.2667	0.0001	2.2666	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4	11	22	34	37	40	46	56	88	0.3611	10	4	6	4	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	1074717.7002	54.7880	4917800138168.9131	22881.1738	6.7775	inf	3212680.5075	152.3741	6588363755385.9355	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	19614.9465	-0.0000	0.0000	5.9481	21.7866	2.8527	19.5556	2.0052	0.0001	1.9512	0.0278	0.0000	0.0278	1.9234	0.0001	1.9233	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4	11	33	34	37	40	46	56	88	0.3269	10	3	7	3	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	877498.2507	44.3552	5096061083868.0635	18495.3611	5.8322	inf	2587947.0975	121.0623	7580544967589.0586	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	19782.4382	-0.0000	0.0000	5.9481	21.7866	4.9225	19.5556	7.0944	0.0001	2.0332	0.0285	0.0000	0.0285	2.0048	0.0001	2.0047	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4	22	33	34	37	40	46	56	88	0.2735	10	4	7	3	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	3551789.6647	181.2339	12098048488567.1719	71977.6293	21.6299	inf	11670932.4345	553.6244	15861689794803.7422	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	19596.8260	-0.0000	0.0000	5.9481	2.8527	4.9225	2.0052	7.0944	0.0001	1.9521	0.0277	0.0000	0.0277	1.9245	0.0001	1.9244	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
11	22	33	34	37	40	46	56	88	0.3611	10	4	6	4	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	1329279.5387	67.7189	7355286954180.0557	27236.8857	8.2144	inf	4293126.1051	203.1692	10248557258816.6348	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	19628.3819	-0.0000	0.0000	21.7866	2.8527	4.9225	2.0052	7.0944	0.0001	1.9641	0.0280	0.0000	0.0280	1.9362	0.0001	1.9362	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
