branch_id_1	branch_id_2	branch_id_3	branch_id_4	branch_id_5	branch_id_6	branch_id_7	dist_bl	dist_node_num	branch_num_fg_tube	branch_num_fg_pink	branch_num_fg_yellow	branch_num_fg_beakless	branch_num_mg_tube	branch_num_mg_pink	branch_num_mg_yellow	branch_num_mg_beakless	is_fg_tube	is_fg_pink	is_fg_yellow	is_fg_beakless	is_mf_tube	is_mf_pink	is_mf_yellow	is_mf_beakless	is_mg_tube	is_mg_pink	is_mg_yellow	is_mg_beakless	omegaCany2any	omegaCany2dif	omegaCany2spe	omegaCdif2any	omegaCdif2dif	omegaCdif2spe	omegaCspe2any	omegaCspe2dif	omegaCspe2spe	dNCany2any	dNCany2dif	dNCany2spe	dNCdif2any	dNCdif2dif	dNCdif2spe	dNCspe2any	dNCspe2dif	dNCspe2spe	dSCany2any	dSCany2dif	dSCany2spe	dSCdif2any	dSCdif2dif	dSCdif2spe	dSCspe2any	dSCspe2dif	dSCspe2spe	OCNCoD	OCSCoD	OCN_linreg_residual	OCS_linreg_residual	N_sub_1	N_sub_2	S_sub_1	S_sub_2	OCNany2any	OCNany2dif	OCNany2spe	OCNdif2any	OCNdif2dif	OCNdif2spe	OCNspe2any	OCNspe2dif	OCNspe2spe	OCSany2any	OCSany2dif	OCSany2spe	OCSdif2any	OCSdif2dif	OCSdif2spe	OCSspe2any	OCSspe2dif	OCSspe2spe	ECNany2any	ECNany2dif	ECNany2spe	ECNdif2any	ECNdif2dif	ECNdif2spe	ECNspe2any	ECNspe2dif	ECNspe2spe	ECSany2any	ECSany2dif	ECSany2spe	ECSdif2any	ECSdif2dif	ECSdif2spe	ECSspe2any	ECSspe2dif	ECSspe2spe
4	8	31	33	37	40	56	0.2354	10	2	7	2	2	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	inf	0.0000	inf	inf	0.0000	inf	inf	0.0000	inf	269112.4570	0.0000	22245936031.5181	500.9532	0.0000	inf	547642.9950	0.0000	28042033054.3503	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	inf	0.0001	0.0000	5.9481	3.5389	2.9336	2.0000	0.0000	0.0000	2.3895	0.0023	0.0000	0.0023	2.3872	0.0000	2.3872	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4	8	31	33	37	40	88	0.2106	10	2	7	1	2	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	inf	0.0000	inf	inf	0.0000	inf	inf	0.0000	inf	109757.3676	0.0000	13480068936.3230	2185.3714	0.0000	inf	329607.4323	0.0000	16669079527.3576	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	inf	0.0001	0.0000	5.9481	3.5389	2.9336	2.0000	0.0000	0.0000	2.0283	0.0271	0.0000	0.0271	2.0012	0.0000	2.0012	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4	8	31	33	37	56	88	0.2354	10	2	7	2	2	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	inf	0.0000	inf	inf	0.0000	inf	inf	0.0000	inf	44529.8035	0.0000	4741147992.4072	891.7973	0.0000	inf	135943.3378	0.0000	5563363475.7911	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	inf	0.0001	0.0000	5.9481	3.5389	2.9336	2.0000	0.0000	0.0000	2.0163	0.0273	0.0000	0.0273	1.9890	0.0000	1.9890	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4	8	31	33	40	56	86	0.2352	10	1	7	2	3	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	inf	0.0000	inf	inf	0.0000	inf	inf	0.0000	inf	405678.3948	0.0000	30810161074.4608	755.4336	0.0000	inf	825256.6991	0.0000	38879775438.4293	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	inf	0.0001	0.0000	5.9481	3.5389	2.9336	2.0000	0.0000	0.0000	2.3895	0.0023	0.0000	0.0023	2.3872	0.0000	2.3872	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4	8	31	33	40	56	88	0.2352	10	1	7	2	2	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	inf	0.0000	inf	inf	0.0000	inf	inf	0.0000	inf	166432.7246	0.0000	16129501598.0348	3338.0112	0.0000	inf	506113.9663	0.0000	19244213903.0227	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	inf	0.0001	0.0000	5.9481	3.5389	2.9336	2.0000	0.0000	0.0000	2.0178	0.0273	0.0000	0.0273	1.9904	0.0000	1.9904	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4	8	31	33	40	86	88	0.2106	10	1	7	1	3	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	inf	0.0000	inf	inf	0.0000	inf	inf	0.0000	inf	165517.8600	0.0000	18785717112.2413	3296.4175	0.0000	inf	496811.9954	0.0000	23289373128.5949	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	inf	0.0001	0.0000	5.9481	3.5389	2.9336	2.0000	0.0000	0.0000	2.0283	0.0271	0.0000	0.0271	2.0012	0.0000	2.0012	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4	8	31	33	56	86	88	0.2352	10	1	7	2	3	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	inf	0.0000	inf	inf	0.0000	inf	inf	0.0000	inf	67175.9200	0.0000	6594199001.8210	1345.7946	0.0000	inf	204930.7568	0.0000	7750651967.3644	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	inf	0.0001	0.0000	5.9481	3.5389	2.9336	2.0000	0.0000	0.0000	2.0163	0.0273	0.0000	0.0273	1.9890	0.0000	1.9890	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4	8	31	37	40	56	88	0.2354	10	2	7	2	2	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	inf	0.0000	inf	inf	0.0000	inf	inf	0.0000	inf	86624.8004	0.0000	10426484457.7030	1774.4990	0.0000	inf	237561.5498	0.0000	13147510237.5079	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	inf	0.0001	0.0000	5.9481	3.5389	2.9336	2.0000	0.0000	0.0000	2.0383	0.0267	0.0000	0.0267	2.0116	0.0000	2.0116	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4	8	31	40	56	86	88	0.2352	10	1	7	2	3	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	inf	0.0000	inf	inf	0.0000	inf	inf	0.0000	inf	130647.8891	0.0000	14510252379.6108	2677.1760	0.0000	inf	358084.5476	0.0000	18341079286.5368	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	inf	0.0001	0.0000	5.9481	3.5389	2.9336	2.0000	0.0000	0.0000	2.0383	0.0267	0.0000	0.0267	2.0116	0.0000	2.0116	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4	8	33	37	40	56	88	0.2354	10	2	7	1	1	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	inf	0.0000	inf	inf	0.0000	inf	inf	0.0000	inf	63650.3035	0.0000	11018318858.7629	1306.5350	0.0000	inf	181336.7659	0.0000	15253227446.2330	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	inf	0.0001	0.0000	5.9481	3.5389	4.9225	2.0000	7.0944	0.0000	2.0642	0.0277	0.0000	0.0277	2.0365	0.0000	2.0365	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4	8	33	40	56	86	88	0.2352	10	1	7	1	2	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	inf	0.0000	inf	inf	0.0000	inf	inf	0.0000	inf	95920.6720	0.0000	15302591959.6340	1968.9993	0.0000	inf	273258.3712	0.0000	21241958683.3547	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	inf	0.0001	0.0000	5.9481	3.5389	4.9225	2.0000	7.0944	0.0000	2.0642	0.0277	0.0000	0.0277	2.0365	0.0000	2.0365	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4	11	22	33	34	37	40	0.3611	10	3	5	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	0.0000	inf	inf	0.0000	inf	inf	0.0000	inf	94225.2219	0.0000	12944440033.9326	282.1201	0.0000	inf	212231.6225	0.0000	15696220574.1201	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	inf	0.0001	0.0000	5.9481	21.7866	2.8527	19.5556	2.0052	0.0000	2.3071	0.0038	0.0000	0.0038	2.3032	0.0000	2.3032	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4	11	22	33	34	37	46	0.3611	10	4	4	3	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	54857.3989	2.8058	7164931876.4011	169.0767	0.3463	inf	124731.9189	5.9484	8511011081.0576	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	19550.2522	-0.0000	0.0000	5.9481	21.7866	2.8527	19.5556	2.0052	0.0001	2.2999	0.0040	0.0000	0.0040	2.2961	0.0001	2.2960	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4	11	22	33	34	37	56	0.3611	10	3	5	3	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	0.0000	inf	inf	0.0000	inf	inf	0.0000	inf	38184.0767	0.0000	4939943198.8555	123.3989	0.0000	inf	87528.7912	0.0000	5802062522.4279	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	inf	0.0001	0.0000	5.9481	21.7866	2.8527	19.5556	2.0052	0.0000	2.2938	0.0042	0.0000	0.0042	2.2896	0.0000	2.2896	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4	11	22	33	34	37	88	0.3611	10	3	5	2	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	0.0000	inf	inf	0.0000	inf	inf	0.0000	inf	15373.9352	0.0000	1882813951.4732	312.5126	0.0000	inf	52463.8257	0.0000	2050213436.5168	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	inf	0.0001	0.0000	5.9481	21.7866	2.8527	19.5556	2.0052	0.0000	1.9473	0.0282	0.0000	0.0282	1.9192	0.0000	1.9192	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4	11	22	33	34	40	46	0.3611	10	3	4	3	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	205017.3237	10.4834	23563303285.7926	633.5857	1.2998	inf	464409.1093	22.1389	28280040570.4450	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	19555.5199	-0.0000	0.0000	5.9481	21.7866	2.8527	19.5556	2.0052	0.0001	2.3015	0.0040	0.0000	0.0040	2.2977	0.0001	2.2976	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
