branch_id_1	branch_id_2	branch_id_3	dist_bl	dist_node_num	branch_num_fg_tube	branch_num_fg_pink	branch_num_fg_yellow	branch_num_fg_beakless	branch_num_mg_tube	branch_num_mg_pink	branch_num_mg_yellow	branch_num_mg_beakless	is_fg_tube	is_fg_pink	is_fg_yellow	is_fg_beakless	is_mf_tube	is_mf_pink	is_mf_yellow	is_mf_beakless	is_mg_tube	is_mg_pink	is_mg_yellow	is_mg_beakless	omegaCany2any	omegaCany2dif	omegaCany2spe	omegaCdif2any	omegaCdif2dif	omegaCdif2spe	omegaCspe2any	omegaCspe2dif	omegaCspe2spe	dNCany2any	dNCany2dif	dNCany2spe	dNCdif2any	dNCdif2dif	dNCdif2spe	dNCspe2any	dNCspe2dif	dNCspe2spe	dSCany2any	dSCany2dif	dSCany2spe	dSCdif2any	dSCdif2dif	dSCdif2spe	dSCspe2any	dSCspe2dif	dSCspe2spe	OCNCoD	OCSCoD	OCN_linreg_residual	OCS_linreg_residual	N_sub_1	N_sub_2	S_sub_1	S_sub_2	OCNany2any	OCNany2dif	OCNany2spe	OCNdif2any	OCNdif2dif	OCNdif2spe	OCNspe2any	OCNspe2dif	OCNspe2spe	OCSany2any	OCSany2dif	OCSany2spe	OCSdif2any	OCSdif2dif	OCSdif2spe	OCSspe2any	OCSspe2dif	OCSspe2spe	ECNany2any	ECNany2dif	ECNany2spe	ECNdif2any	ECNdif2dif	ECNdif2spe	ECNspe2any	ECNspe2dif	ECNspe2spe	ECSany2any	ECSany2dif	ECSany2spe	ECSdif2any	ECSdif2dif	ECSdif2spe	ECSspe2any	ECSspe2dif	ECSspe2spe
19	30	87	0.3251	8	3	2	1	0	0	0	0	0	Y	N	N	N	N	N	N	N	N	N	N	N	10495.8453	0.0571	1698823.6731	0.0441	0.0429	0.0000	393590.1373	0.0000	1902187.7538	2.2322	0.0000	62.9356	0.0000	0.0000	0.0000	3.6610	0.0000	74.6508	0.0002	0.0003	0.0000	0.0008	0.0008	0.0000	0.0000	0.0000	0.0000	159980.0792	0.0337	0.8117	0.0000	42.2669	63.8229	32.1942	32.8584	0.9926	0.0000	0.9925	0.0000	0.0000	0.0000	0.9925	0.0000	0.9925	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4447	0.4289	0.0158	0.1736	0.1711	0.0025	0.2711	0.2578	0.0133	0.1381	0.1123	0.0259	0.0350	0.0336	0.0015	0.1031	0.0787	0.0244
19	73	87	0.2138	7	2	2	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	610.9664	245.3202	32995.6126	469.4229	469.4301	119.2929	741.0605	0.0090	42235.7796	2.7446	1.2019	51.6484	2.6305	2.6530	0.4123	2.8356	0.0000	60.3891	0.0045	0.0049	0.0016	0.0056	0.0057	0.0035	0.0038	0.0044	0.0014	1.3555	0.0444	0.1093	0.0000	42.2669	8.4110	32.1942	6.9063	0.2778	0.1180	0.1599	0.1181	0.1179	0.0002	0.1597	0.0000	0.1597	0.0002	0.0002	0.0000	0.0001	0.0001	0.0000	0.0001	0.0001	0.0000	0.1012	0.0981	0.0031	0.0449	0.0445	0.0005	0.0563	0.0537	0.0026	0.0448	0.0393	0.0055	0.0168	0.0164	0.0004	0.0280	0.0229	0.0051
19	89	98	0.1184	5	1	2	0	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	243.4493	189.7703	1481.2993	323.6950	322.3062	23.9471	146.5310	63.8666	1613.6401	0.9885	0.8164	4.6218	1.7868	1.8082	0.0027	0.5629	0.2587	5.0861	0.0041	0.0043	0.0031	0.0055	0.0056	0.0001	0.0038	0.0041	0.0032	0.2682	0.1863	0.0249	0.0001	42.2669	40.8520	32.1942	25.7048	0.8507	0.6708	0.1799	0.5348	0.5347	0.0000	0.3160	0.1361	0.1799	0.0009	0.0008	0.0001	0.0002	0.0002	0.0000	0.0008	0.0006	0.0001	0.8606	0.8217	0.0389	0.2993	0.2957	0.0036	0.5613	0.5259	0.0354	0.2316	0.1843	0.0473	0.0302	0.0297	0.0005	0.2014	0.1545	0.0468
30	73	87	0.3382	9	2	2	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	140.9172	65.5763	4442.6127	46.4710	45.6840	9175.4789	1264.1450	412.7010	5116.9232	1.7594	0.8855	28.5264	1.5473	1.5649	0.0219	1.9971	0.0896	35.2088	0.0125	0.0135	0.0064	0.0333	0.0343	0.0000	0.0016	0.0002	0.0069	1.0517	0.0799	0.0877	0.0001	63.8229	8.4110	32.8584	6.9063	0.2655	0.1294	0.1361	0.1234	0.1234	0.0000	0.1421	0.0060	0.1361	0.0007	0.0006	0.0001	0.0006	0.0006	0.0000	0.0001	0.0000	0.0001	0.1509	0.1461	0.0048	0.0797	0.0788	0.0009	0.0712	0.0673	0.0039	0.0545	0.0466	0.0078	0.0187	0.0182	0.0005	0.0358	0.0284	0.0073
30	76	87	0.3251	10	2	1	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	0.4151	0.3487	0.0000	0.0000	0.0000	0.0000	3.6650	3.1281	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0002	0.0002	0.0000	0.0003	0.0004	0.0000	0.0010	0.0010	0.0000	0.0001	0.0001	0.0000	0.0000	0.0103	-0.0000	0.0000	63.8229	52.3314	32.8584	27.0097	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4995	0.4810	0.0185	0.1656	0.1632	0.0024	0.3339	0.3178	0.0161	0.1417	0.1135	0.0283	0.0398	0.0376	0.0022	0.1020	0.0759	0.0261
30	76	96	0.2241	5	1	1	0	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	19.2553	18.1001	0.0000	3.5566	3.5111	0.0000	129.7823	442.3994	0.0000	1.4599	1.5114	0.0000	0.6292	0.6351	0.0000	1.8705	1.9615	0.0000	0.0758	0.0835	0.0398	0.1769	0.1809	0.0047	0.0144	0.0044	0.0415	0.0000	0.1016	-0.1033	0.0008	63.8229	52.3314	32.8584	27.0097	0.5671	0.5671	0.0000	0.0809	0.0809	0.0000	0.4862	0.4862	0.0000	0.0091	0.0083	0.0008	0.0080	0.0080	0.0000	0.0011	0.0002	0.0008	0.3884	0.3752	0.0132	0.1285	0.1273	0.0012	0.2599	0.2479	0.0121	0.1202	0.0991	0.0211	0.0454	0.0444	0.0010	0.0748	0.0547	0.0201
30	87	96	0.3251	8	2	1	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	0.1116	0.0965	0.6898	0.4069	0.3998	0.0000	0.0038	0.0013	0.7484	0.0088	0.0090	0.0037	0.0202	0.0204	0.0000	0.0004	0.0002	0.0043	0.0793	0.0935	0.0054	0.0497	0.0511	0.0000	0.0946	0.1210	0.0058	0.0142	0.0111	-0.0004	0.0001	63.8229	30.6993	32.8584	18.4138	0.0021	0.0021	0.0000	0.0021	0.0021	0.0000	0.0000	0.0000	0.0000	0.0051	0.0050	0.0001	0.0011	0.0011	0.0000	0.0040	0.0040	0.0001	0.2405	0.2325	0.0080	0.1027	0.1017	0.0011	0.1378	0.1308	0.0069	0.0642	0.0539	0.0103	0.0218	0.0212	0.0006	0.0424	0.0326	0.0097
31	72	78	0.0849	3	1	3	0	0	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	47.5450	43.1499	inf	50.2273	49.5318	0.0000	inf	inf	inf	0.1198	0.1274	0.0000	0.3169	0.3177	0.0000	0.0119	0.0131	0.0000	0.0025	0.0030	0.0000	0.0063	0.0064	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0043	-0.0000	19.8841	20.2600	20.9303	7.7806	0.0233	0.0233	0.0000	0.0218	0.0218	0.0000	0.0015	0.0015	0.0000	0.0003	0.0003	0.0000	0.0003	0.0003	0.0000	0.0000	0.0000	0.0000	0.1948	0.1831	0.0117	0.0689	0.0687	0.0002	0.1259	0.1144	0.0115	0.1119	0.0954	0.0164	0.0447	0.0439	0.0007	0.0672	0.0515	0.0157
31	78	83	0.1949	8	1	3	0	0	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	29178.4804	24968.8797	0.0000	492.1562	475.1722	0.0000	inf	inf	0.0000	0.1075	0.1119	0.0000	0.0077	0.0078	0.0000	0.1465	0.1541	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0004	-0.0034	0.0000	19.8841	42.0410	20.9303	23.5776	0.0189	0.0189	0.0000	0.0004	0.0004	0.0000	0.0185	0.0185	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1760	0.1691	0.0070	0.0494	0.0487	0.0007	0.1266	0.1204	0.0062	0.0793	0.0651	0.0141	0.0188	0.0178	0.0009	0.0605	0.0473	0.0132
36	95	104	0.2317	8	0	3	0	0	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	1202.5177	1049.5862	14.6977	589.5336	581.2925	3.5397	61926.6236	55836.1243	18.4974	1.9676	2.0379	0.0001	2.9271	2.9755	0.0000	0.8703	0.9213	0.0001	0.0016	0.0019	0.0000	0.0050	0.0051	0.0000	0.0000	0.0000	0.0000	0.0000	0.0006	-0.1319	0.0000	33.1490	44.2856	29.1630	38.8046	0.7243	0.7243	0.0000	0.5748	0.5748	0.0000	0.1494	0.1494	0.0000	0.0002	0.0002	0.0000	0.0002	0.0002	0.0000	0.0000	0.0000	0.0000	0.3681	0.3554	0.0127	0.1964	0.1932	0.0032	0.1717	0.1622	0.0095	0.1045	0.0880	0.0165	0.0342	0.0332	0.0010	0.0702	0.0548	0.0154
