branch_id_1	branch_id_2	dist_bl	dist_node_num	branch_num_fg_tube	branch_num_fg_pink	branch_num_fg_yellow	branch_num_fg_beakless	branch_num_mg_tube	branch_num_mg_pink	branch_num_mg_yellow	branch_num_mg_beakless	is_fg_tube	is_fg_pink	is_fg_yellow	is_fg_beakless	is_mf_tube	is_mf_pink	is_mf_yellow	is_mf_beakless	is_mg_tube	is_mg_pink	is_mg_yellow	is_mg_beakless	omegaCany2any	omegaCany2dif	omegaCany2spe	omegaCdif2any	omegaCdif2dif	omegaCdif2spe	omegaCspe2any	omegaCspe2dif	omegaCspe2spe	dNCany2any	dNCany2dif	dNCany2spe	dNCdif2any	dNCdif2dif	dNCdif2spe	dNCspe2any	dNCspe2dif	dNCspe2spe	dSCany2any	dSCany2dif	dSCany2spe	dSCdif2any	dSCdif2dif	dSCdif2spe	dSCspe2any	dSCspe2dif	dSCspe2spe	OCNCoD	OCSCoD	OCN_linreg_residual	OCS_linreg_residual	N_sub_1	N_sub_2	S_sub_1	S_sub_2	OCNany2any	OCNany2dif	OCNany2spe	OCNdif2any	OCNdif2dif	OCNdif2spe	OCNspe2any	OCNspe2dif	OCNspe2spe	OCSany2any	OCSany2dif	OCSany2spe	OCSdif2any	OCSdif2dif	OCSdif2spe	OCSspe2any	OCSspe2dif	OCSspe2spe	ECNany2any	ECNany2dif	ECNany2spe	ECNdif2any	ECNdif2dif	ECNdif2spe	ECNspe2any	ECNspe2dif	ECNspe2spe	ECSany2any	ECSany2dif	ECSany2spe	ECSdif2any	ECSdif2dif	ECSdif2spe	ECSspe2any	ECSspe2dif	ECSspe2spe	omegaCany2any_nocalib	omegaCany2dif_nocalib	omegaCany2spe_nocalib	omegaCdif2any_nocalib	omegaCdif2dif_nocalib	omegaCdif2spe_nocalib	omegaCspe2any_nocalib	omegaCspe2dif_nocalib	omegaCspe2spe_nocalib	dSCany2any_nocalib	dSCany2dif_nocalib	dSCany2spe_nocalib	dSCdif2any_nocalib	dSCdif2dif_nocalib	dSCdif2spe_nocalib	dSCspe2any_nocalib	dSCspe2dif_nocalib	dSCspe2spe_nocalib
0	1	0.2848	7	1	0	2	1	0	0	0	0	N	N	Y	N	N	N	N	N	N	N	N	N	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.5080	0.0918	38.3043	0.0814	0.0919	0.0064	8.0154	0.1740	46.2719	61.6829	0.0000	0.4470	7.9941	2.0077	19.3630	4.2517	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9781	0.0156	0.9625	0.0093	0.0093	0.0001	0.9688	0.0063	0.9624	0.1439	0.1294	0.0145	0.0555	0.0537	0.0018	0.0884	0.0757	0.0127	0.2440	0.1700	0.0740	0.1147	0.1008	0.0140	0.1293	0.0692	0.0601	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0078	0.0918	12.9993	0.0814	0.0919	0.0064	7.4924	0.0917	16.0231	
0	2	0.1376	5	0	0	2	2	0	0	0	0	N	N	Y	Y	N	N	N	N	N	N	N	N	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.9941	1.0000	19.3630	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0547	0.0476	0.0070	0.0055	0.0053	0.0002	0.0492	0.0423	0.0069	0.0308	0.0178	0.0130	0.0080	0.0064	0.0016	0.0228	0.0114	0.0114	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000											
0	3	0.2848	7	1	0	2	1	0	0	0	0	N	N	Y	N	N	N	N	N	N	N	N	N	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0794	0.1177	29.7067	0.1564	0.1820	0.0263	6.9008	0.0391	32.8495	46.7834	0.0000	0.9166	7.9941	5.0154	19.3630	16.5541	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0277	0.0424	1.9853	0.0371	0.0361	0.0010	1.9906	0.0063	1.9842	0.3483	0.3130	0.0353	0.1314	0.1271	0.0043	0.2169	0.1859	0.0310	0.5556	0.3604	0.1952	0.2374	0.1983	0.0391	0.3182	0.1622	0.1561	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.6494	0.1177	10.1699	0.1564	0.1820	0.0263	6.2555	0.0391	12.7144	
0	4	0.2677	6	1	0	2	1	0	0	0	0	N	N	Y	N	N	N	N	N	N	N	N	N	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4122	0.3765	0.4743	0.0584	0.0694	0.0036	0.6647	2.1189	0.5847	0.7239	-0.0000	-0.0115	7.9941	6.0523	19.3630	4.0512	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1070	0.0621	0.0449	0.0063	0.0063	0.0001	0.1007	0.0558	0.0449	0.4092	0.3668	0.0424	0.1410	0.1366	0.0044	0.2683	0.2303	0.0380	0.2597	0.1649	0.0947	0.1082	0.0901	0.0180	0.1515	0.0748	0.0767	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4122	0.3765	0.4743	0.0584	0.0694	0.0036	0.6647	0.7467	0.5847	
0	5	0.2922	8	1	1	1	2	0	0	0	0	N	N	N	Y	N	N	N	N	N	N	N	N	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.9941	0.0000	19.3630	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000											
0	6	0.2712	7	0	0	2	1	0	0	0	0	N	N	Y	N	N	N	N	N	N	N	N	N	0.7106	1.3103	0.0001	0.0006	0.0005	1.2489	0.8486	850303.0164	0.0001	3.5835	4.0993	0.0019	0.0026	0.0026	0.0032	4.3629	5.1128	0.0019	5.0431	3.1286	19.6506	4.2719	5.2184	0.0026	5.1415	0.0000	26.0278	0.0001	1.1454	-0.4404	0.0147	7.9941	4.7430	19.3630	8.2581	0.9952	0.9951	0.0001	0.0001	0.0001	0.0000	0.9951	0.9950	0.0001	2.1422	0.9985	1.1437	0.9986	0.9985	0.0001	1.1436	0.0000	1.1436	0.2777	0.2428	0.0350	0.0496	0.0481	0.0015	0.2281	0.1946	0.0335	0.4773	0.3192	0.1581	0.2338	0.1913	0.0424	0.2435	0.1278	0.1157	0.7984	1.3103	0.0003	0.0006	0.0005	1.2489	0.9290	850303.0164	0.0002	4.4885	3.1286	7.2335	4.2719	5.2184	0.0026	4.6965	0.0000	9.8849
0	7	0.1307	4	0	0	2	1	0	0	0	0	N	N	Y	N	N	N	N	N	N	N	N	N	0.4706	0.3382	3.9466	0.3099	0.3075	80.1921	1.9142	0.0162	3.7499	0.0291	0.0355	0.0041	0.0847	0.0886	0.0053	0.0011	0.0000	0.0040	0.0619	0.1051	0.0010	0.2733	0.2882	0.0001	0.0006	0.0001	0.0011	0.0298	0.0071	-0.0069	-0.0274	7.9941	5.7176	19.3630	19.0965	0.0167	0.0162	0.0005	0.0162	0.0162	0.0000	0.0004	0.0000	0.0004	0.0526	0.0522	0.0004	0.0522	0.0522	0.0000	0.0004	0.0000	0.0004	0.5714	0.4549	0.1164	0.1915	0.1825	0.0091	0.3798	0.2725	0.1074	0.8493	0.4969	0.3524	0.1910	0.1811	0.0099	0.6583	0.3158	0.3425	0.4706	0.3382	3.9466	0.3099	0.3075	80.1921	1.9142	0.0162	3.7499	0.0619	0.1051	0.0010	0.2733	0.2882	0.0001	0.0006	0.0001	0.0011
0	8	0.2826	8	0	0	2	2	0	0	0	0	N	N	Y	Y	N	N	N	N	N	N	N	N	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.9941	0.0000	19.3630	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0205	0.0200	0.0005	0.0103	0.0103	0.0000	0.0103	0.0098	0.0005	0.0482	0.0299	0.0183	0.0190	0.0154	0.0035	0.0292	0.0145	0.0148	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000											
0	9	0.2835	7	0	1	1	1	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	0.0010	0.0008	0.0000	0.0322	0.0275	0.0000	0.0006	0.0003	0.0000	0.0042	0.0047	0.0000	0.0048	0.0050	0.0000	0.0038	0.0044	0.0000	4.0233	6.1150	0.0001	0.1498	0.1814	0.0000	6.7113	15.8957	0.0001	0.0000	0.0000	-0.0009	-0.5292	7.9941	6.8544	19.3630	3.8556	0.0020	0.0020	0.0000	0.0008	0.0008	0.0000	0.0012	0.0012	0.0000	1.0040	1.0040	0.0000	0.0178	0.0178	0.0000	0.9862	0.9862	0.0000	0.4718	0.4236	0.0482	0.1682	0.1625	0.0057	0.3036	0.2611	0.0425	0.2812	0.1779	0.1032	0.1189	0.0982	0.0207	0.1622	0.0797	0.0825	0.0012	0.0008	0.0000	0.0322	0.0275	0.0000	0.0006	0.0004	0.0000	3.5711	5.6424	0.0001	0.1498	0.1814	0.0000	6.0784	12.3668	0.0001
0	10	0.2826	8	0	0	1	2	0	0	0	0	N	N	N	Y	N	N	N	N	N	N	N	N	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.9941	3.7898	19.3630	1.0084	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3018	0.2755	0.0263	0.1459	0.1409	0.0050	0.1559	0.1346	0.0213	0.1140	0.0706	0.0434	0.0445	0.0362	0.0083	0.0695	0.0344	0.0351	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000											
