branch_id_1	branch_id_2	branch_id_3	dist_bl	dist_node_num	branch_num_fg_tube	branch_num_fg_pink	branch_num_fg_yellow	branch_num_fg_beakless	branch_num_mg_tube	branch_num_mg_pink	branch_num_mg_yellow	branch_num_mg_beakless	is_fg_tube	is_fg_pink	is_fg_yellow	is_fg_beakless	is_mf_tube	is_mf_pink	is_mf_yellow	is_mf_beakless	is_mg_tube	is_mg_pink	is_mg_yellow	is_mg_beakless	omegaCany2any	omegaCany2dif	omegaCany2spe	omegaCdif2any	omegaCdif2dif	omegaCdif2spe	omegaCspe2any	omegaCspe2dif	omegaCspe2spe	dNCany2any	dNCany2dif	dNCany2spe	dNCdif2any	dNCdif2dif	dNCdif2spe	dNCspe2any	dNCspe2dif	dNCspe2spe	dSCany2any	dSCany2dif	dSCany2spe	dSCdif2any	dSCdif2dif	dSCdif2spe	dSCspe2any	dSCspe2dif	dSCspe2spe	OCNCoD	OCSCoD	OCN_linreg_residual	OCS_linreg_residual	N_sub_1	N_sub_2	S_sub_1	S_sub_2	OCNany2any	OCNany2dif	OCNany2spe	OCNdif2any	OCNdif2dif	OCNdif2spe	OCNspe2any	OCNspe2dif	OCNspe2spe	OCSany2any	OCSany2dif	OCSany2spe	OCSdif2any	OCSdif2dif	OCSdif2spe	OCSspe2any	OCSspe2dif	OCSspe2spe	ECNany2any	ECNany2dif	ECNany2spe	ECNdif2any	ECNdif2dif	ECNdif2spe	ECNspe2any	ECNspe2dif	ECNspe2spe	ECSany2any	ECSany2dif	ECSany2spe	ECSdif2any	ECSdif2dif	ECSdif2spe	ECSspe2any	ECSspe2dif	ECSspe2spe
3	17	65	0.1217	3	1	2	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	4.8216	4.0993	0.0000	3.5715	3.5733	0.0000	0.0000	0.0000	0.0000	0.2165	0.2240	0.0000	0.5271	0.5318	0.0000	0.0000	0.0000	0.0000	0.0449	0.0546	0.0000	0.1476	0.1488	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0224	-0.0000	6.7586	22.9601	12.9740	15.9582	0.0545	0.0545	0.0000	0.0545	0.0545	0.0000	0.0000	0.0000	0.0000	0.0040	0.0040	0.0000	0.0040	0.0040	0.0000	0.0000	0.0000	0.0000	0.2515	0.2431	0.0084	0.1033	0.1024	0.0009	0.1482	0.1407	0.0074	0.0896	0.0736	0.0160	0.0273	0.0270	0.0002	0.0623	0.0466	0.0157
3	65	71	0.1677	4	1	2	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	3970995.8101	12186.7990	inf	10124.3133	9940.4809	inf	inf	inf	inf	8.2356	0.0314	358.6155	0.0667	0.0666	0.0821	15.3411	0.0000	434.6602	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	267.2142	0.0000	1.1729	-0.0000	6.7586	17.3626	12.9740	10.1573	2.0042	0.0075	1.9967	0.0076	0.0075	0.0001	1.9967	0.0000	1.9967	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2434	0.2378	0.0056	0.1132	0.1122	0.0010	0.1302	0.1256	0.0046	0.0637	0.0512	0.0125	0.0200	0.0197	0.0003	0.0436	0.0315	0.0121
3	65	86	0.1677	4	1	2	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	405.9857	0.5418	inf	0.4569	0.4424	inf	inf	0.0000	inf	7.7152	0.0128	337.4434	0.0277	0.0272	0.0768	14.3368	0.0000	409.5128	0.0190	0.0236	0.0000	0.0606	0.0616	0.0000	0.0000	0.0000	0.0000	616.3875	0.0000	1.1747	-0.0000	6.7586	17.3626	12.9740	10.1573	2.0000	0.0032	1.9967	0.0033	0.0032	0.0001	1.9967	0.0000	1.9967	0.0014	0.0014	0.0000	0.0014	0.0014	0.0000	0.0000	0.0000	0.0000	0.2592	0.2533	0.0059	0.1200	0.1189	0.0010	0.1393	0.1344	0.0049	0.0712	0.0573	0.0139	0.0223	0.0220	0.0004	0.0488	0.0353	0.0135
4	36	80	0.2638	7	1	2	0	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	2022.8978	798.1421	250977.7412	691.5300	623.6097	inf	56255.2492	inf	237233.2017	0.4611	0.2416	5.0282	0.4825	0.4394	8.3009	0.4373	0.0000	4.8083	0.0002	0.0003	0.0000	0.0007	0.0007	0.0000	0.0000	0.0000	0.0000	1.0008	0.0238	0.0028	0.0000	7.9603	15.9973	13.0072	25.2716	0.0312	0.0156	0.0156	0.0172	0.0156	0.0016	0.0140	0.0000	0.0140	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0677	0.0646	0.0031	0.0357	0.0355	0.0002	0.0320	0.0291	0.0029	0.0125	0.0092	0.0033	0.0040	0.0040	0.0000	0.0085	0.0053	0.0033
6	13	30	0.2190	3	2	3	0	0	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	77.9384	inf	376.9020	24886.0066	inf	217.5498	55.9484	0.0000	412.2750	4.1902	2.1471	91.4923	5.0684	5.0940	1.0323	3.5685	0.0000	103.1704	0.0538	0.0000	0.2427	0.0002	0.0000	0.0047	0.0638	0.0000	0.2502	0.9972	inf	0.1763	0.0058	29.2113	12.6647	21.3211	21.0369	1.9971	1.0000	0.9972	1.0012	1.0000	0.0013	0.9959	0.0000	0.9959	0.0058	0.0000	0.0058	0.0000	0.0000	0.0000	0.0058	0.0000	0.0058	0.4766	0.4657	0.0109	0.1975	0.1963	0.0012	0.2791	0.2694	0.0097	0.1083	0.0843	0.0240	0.0171	0.0163	0.0007	0.0912	0.0680	0.0232
6	30	55	0.2190	3	2	2	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	21.7860	31.0326	155.1681	16.3038	15.7697	89.1828	22.7504	9.7327	169.8896	2.4719	1.1085	60.6503	2.6447	2.6575	0.6787	2.3519	0.0025	68.4640	0.1135	0.0357	0.3909	0.1622	0.1685	0.0076	0.1034	0.0003	0.4030	1.2821	3.0664	0.1854	0.0057	29.2113	19.1069	21.3211	12.2774	1.2295	0.5388	0.6908	0.5390	0.5381	0.0009	0.6906	0.0007	0.6899	0.0076	0.0019	0.0057	0.0019	0.0019	0.0000	0.0057	0.0000	0.0057	0.4974	0.4860	0.0114	0.2038	0.2025	0.0013	0.2936	0.2835	0.0101	0.0669	0.0522	0.0146	0.0115	0.0110	0.0004	0.0554	0.0412	0.0142
6	30	62	0.2190	3	2	2	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	1.4974	0.0040	inf	0.0021	0.0020	0.0000	inf	inf	inf	1.6727	0.0058	72.5273	0.0144	0.0145	0.0000	2.7387	0.0000	82.3018	1.1171	1.4343	0.0000	6.9880	7.2967	0.0000	0.0000	0.0000	0.0000	294.2041	0.0000	0.5843	-0.0000	29.2113	19.1069	21.3211	12.2774	0.9978	0.0034	0.9944	0.0034	0.0034	0.0000	0.9944	0.0000	0.9944	0.1100	0.1100	0.0000	0.1100	0.1100	0.0000	0.0000	0.0000	0.0000	0.5965	0.5828	0.0137	0.2334	0.2318	0.0016	0.3631	0.3510	0.0121	0.0985	0.0767	0.0218	0.0157	0.0151	0.0007	0.0827	0.0616	0.0211
6	30	84	0.1948	3	2	2	1	0	0	0	0	0	N	N	N	N	N	N	N	N	N	N	N	N	2.2701	0.0000	10869659.5746	0.0022	0.0000	inf	1505854.3638	inf	11849985.0500	1.7284	0.0000	62.2637	0.0096	0.0000	0.7656	2.2405	0.0000	69.4081	0.7614	0.9700	0.0000	4.4248	4.5501	0.0000	0.0000	0.0000	0.0000	694713.3822	0.0000	0.5890	-0.0000	29.2113	19.1069	21.3211	12.2774	1.0001	0.0000	1.0001	0.0013	0.0000	0.0013	0.9988	0.0000	0.9988	0.0916	0.0916	0.0000	0.0916	0.0916	0.0000	0.0000	0.0000	0.0000	0.5786	0.5626	0.0161	0.1328	0.1312	0.0017	0.4458	0.4314	0.0144	0.1203	0.0944	0.0259	0.0207	0.0201	0.0006	0.0996	0.0743	0.0253
6	55	68	0.2190	3	3	2	1	0	0	0	0	0	Y	N	N	N	N	N	N	N	N	N	N	N	2.6634	2.1283	inf	1.1157	1.0788	0.0000	inf	inf	inf	2.2949	2.3482	0.0033	5.6262	5.6628	0.0000	0.0003	0.0002	0.0037	0.8617	1.1033	0.0000	5.0429	5.2492	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.5069	-0.0000	29.2113	13.4221	21.3211	5.7522	1.2332	1.2332	0.0000	1.2331	1.2331	0.0000	0.0001	0.0001	0.0000	0.0581	0.0581	0.0000	0.0581	0.0581	0.0000	0.0000	0.0000	0.0000	0.5374	0.5252	0.0122	0.2192	0.2178	0.0014	0.3182	0.3074	0.0108	0.0674	0.0526	0.0148	0.0115	0.0111	0.0005	0.0559	0.0416	0.0143
6	62	68	0.2190	3	3	2	1	0	0	0	0	0	Y	N	N	N	N	N	N	N	N	N	N	N	0.0003	0.0002	0.0000	0.0001	0.0001	0.0000	inf	inf	0.0000	0.0087	0.0089	0.0000	0.0223	0.0224	0.0000	0.0000	0.0000	0.0000	28.6024	36.7310	0.0000	179.4226	187.3753	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0023	-0.0000	29.2113	17.1335	21.3211	12.9596	0.0056	0.0056	0.0000	0.0056	0.0056	0.0000	0.0000	0.0000	0.0000	2.8396	2.8396	0.0000	2.8396	2.8396	0.0000	0.0000	0.0000	0.0000	0.6448	0.6300	0.0147	0.2512	0.2494	0.0018	0.3936	0.3806	0.0130	0.0993	0.0773	0.0220	0.0158	0.0152	0.0007	0.0835	0.0622	0.0213
