branch_id_1	branch_id_2	branch_id_3	branch_id_4	branch_id_5	dist_bl	dist_node_num	branch_num_fg_tube	branch_num_fg_pink	branch_num_fg_yellow	branch_num_fg_beakless	branch_num_mg_tube	branch_num_mg_pink	branch_num_mg_yellow	branch_num_mg_beakless	is_fg_tube	is_fg_pink	is_fg_yellow	is_fg_beakless	is_mf_tube	is_mf_pink	is_mf_yellow	is_mf_beakless	is_mg_tube	is_mg_pink	is_mg_yellow	is_mg_beakless	omegaCany2any	omegaCany2dif	omegaCany2spe	omegaCdif2any	omegaCdif2dif	omegaCdif2spe	omegaCspe2any	omegaCspe2dif	omegaCspe2spe	dNCany2any	dNCany2dif	dNCany2spe	dNCdif2any	dNCdif2dif	dNCdif2spe	dNCspe2any	dNCspe2dif	dNCspe2spe	dSCany2any	dSCany2dif	dSCany2spe	dSCdif2any	dSCdif2dif	dSCdif2spe	dSCspe2any	dSCspe2dif	dSCspe2spe	OCNCoD	OCSCoD	OCN_linreg_residual	OCS_linreg_residual	N_sub_1	N_sub_2	S_sub_1	S_sub_2	OCNany2any	OCNany2dif	OCNany2spe	OCNdif2any	OCNdif2dif	OCNdif2spe	OCNspe2any	OCNspe2dif	OCNspe2spe	OCSany2any	OCSany2dif	OCSany2spe	OCSdif2any	OCSdif2dif	OCSdif2spe	OCSspe2any	OCSspe2dif	OCSspe2spe	ECNany2any	ECNany2dif	ECNany2spe	ECNdif2any	ECNdif2dif	ECNdif2spe	ECNspe2any	ECNspe2dif	ECNspe2spe	ECSany2any	ECSany2dif	ECSany2spe	ECSdif2any	ECSdif2dif	ECSdif2spe	ECSspe2any	ECSspe2dif	ECSspe2spe
7	18	29	51	78	0.4415	13	1	3	1	5	0	0	0	0	N	N	N	Y	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	23355.3558	17.1945	32200374.2548	36.2301	0.3023	391012.4393	68839.6906	50.2049	35110120.2211	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1358.2853	0.1422	-0.0000	6.0150	4.9781	7.0088	1.5168	1.0528	0.0021	2.7883	0.0029	0.0000	0.0028	2.7874	0.0020	2.7854	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
7	28	29	32	79	0.4814	11	2	5	1	2	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	inf	0.0000	inf	inf	0.0000	inf	inf	0.0000	inf	281.6877	0.0000	226119.5138	0.5029	0.0000	1896.7877	2174.6937	0.0000	277123.1661	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	inf	0.0970	0.0000	6.0150	13.8760	7.0088	20.9916	1.0528	0.0000	1.8765	0.0029	0.0000	0.0029	1.8736	0.0000	1.8736	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0067	0.0067	0.0000	0.0058	0.0058	0.0000	0.0009	0.0009	0.0000	0.0002	0.0002	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	
7	28	29	32	81	0.4814	11	2	5	1	2	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	279.5368	0.1257	1052625.0227	0.6819	0.0021	6063.2458	3911.0988	1.7394	1728194.9293	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2223.1481	0.0958	0.0000	6.0150	13.8760	7.0088	20.9916	1.0528	0.0008	1.8680	0.0042	0.0000	0.0042	1.8646	0.0008	1.8638	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0067	0.0067	0.0000	0.0062	0.0062	0.0000	0.0005	0.0005	0.0000	0.0001	0.0001	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	
7	28	29	35	79	0.4356	11	1	5	1	2	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	inf	0.0000	inf	inf	0.0000	inf	inf	0.0000	inf	459.2125	0.0000	112568.2621	1.2363	0.0000	3707.7899	3403.8511	0.0000	120854.6744	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	inf	0.0967	0.0000	6.0150	13.8760	7.0088	20.9916	1.0528	0.0000	1.8699	0.0044	0.0000	0.0044	1.8655	0.0000	1.8655	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0041	0.0041	0.0000	0.0035	0.0035	0.0000	0.0005	0.0005	0.0000	0.0003	0.0003	0.0000	0.0003	0.0003	0.0000	0.0000	0.0000	0.0000	
7	28	29	35	81	0.4356	11	1	5	1	2	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	809.4882	0.3644	558647.4315	2.7675	0.0066	5438.9317	7278.5728	3.2585	809076.3838	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2223.3698	0.0955	0.0000	6.0150	13.8760	7.0088	20.9916	1.0528	0.0008	1.8614	0.0057	0.0000	0.0056	1.8566	0.0008	1.8558	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0023	0.0023	0.0000	0.0020	0.0020	0.0000	0.0003	0.0003	0.0000	0.0003	0.0003	0.0000	0.0002	0.0002	0.0000	0.0000	0.0000	0.0000	
7	28	29	49	79	0.4356	11	2	5	1	2	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	508.8608	178.6388	39276.4390	2.6065	0.0183	13190.9126	3958.0917	1479.4892	39815.7914	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.8728	-0.8471	0.0000	6.0150	13.8760	7.0088	20.9916	1.0528	0.9948	1.8631	0.0128	0.0001	0.0127	2.8452	0.9947	1.8505	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0056	0.0056	0.0000	0.0049	0.0049	0.0000	0.0007	0.0007	0.0000	0.0003	0.0003	0.0000	0.0002	0.0002	0.0000	0.0000	0.0000	0.0000	
7	28	29	49	81	0.4356	11	2	5	1	2	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	1081.0491	377.3658	576674.3904	6.0191	0.0635	42691.7161	9559.9847	3382.0945	636924.9426	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.8682	-0.8455	0.0000	6.0150	13.8760	7.0088	20.9916	1.0528	0.9928	1.8547	0.0141	0.0001	0.0139	2.8334	0.9926	1.8408	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0026	0.0026	0.0000	0.0023	0.0023	0.0000	0.0003	0.0003	0.0000	0.0001	0.0001	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	
7	28	29	60	81	0.4356	11	2	5	1	2	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	72783264.3888	5684548.8549	inf	109596.1370	12140.7912	inf	inf	inf	inf	611.5545	50.3895	457796.5704	1.0814	0.1211	9076.4374	4256.4776	352.8869	493614.2121	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	11.1514	0.0000	-0.0625	0.0000	6.0150	13.8760	1.3344	20.9916	2.0423	0.1681	1.8742	0.0031	0.0003	0.0027	2.0392	0.1677	1.8715	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0033	0.0033	0.0000	0.0029	0.0029	0.0000	0.0005	0.0005	0.0000	0.0002	0.0002	0.0000	0.0002	0.0002	0.0000	0.0000	0.0000	0.0000
7	28	29	78	81	0.4356	11	1	5	1	3	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	inf	inf	inf	inf	inf	inf	inf	inf	inf	438.5300	0.1974	439463.4254	1.1623	0.0036	12174.3296	2906.2333	1.2975	477155.0280	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2223.1546	0.0958	-0.0000	6.0150	13.8760	7.0088	20.9916	1.0528	0.0008	1.8679	0.0042	0.0000	0.0042	1.8645	0.0008	1.8637	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0043	0.0043	0.0000	0.0036	0.0036	0.0000	0.0006	0.0006	0.0000	0.0002	0.0002	0.0000	0.0002	0.0002	0.0000	0.0000	0.0000	0.0000	
7	28	29	79	81	0.4356	11	1	5	1	2	0	0	0	0	N	Y	N	N	N	N	N	N	N	N	N	N	19461624.0588	7296.3781	inf	29016.6296	102.2610	inf	inf	inf	inf	526.2876	0.2081	644177.6040	0.9298	0.0033	10688.2074	3367.9343	1.3213	706512.0391	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2529.5424	0.0000	0.1469	0.0000	6.0150	13.8760	1.3344	20.9916	2.8633	0.0011	2.8622	0.0043	0.0000	0.0043	2.8591	0.0011	2.8580	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0054	0.0054	0.0000	0.0046	0.0046	0.0000	0.0008	0.0008	0.0000	0.0003	0.0003	0.0000	0.0002	0.0002	0.0000	0.0000	0.0000	0.0000
