k	run	total_log_prob	dendroscope
2	run_369	-19295673.193470556	(longicaulis-JJ131,(((keiskei-DRR082660,(axillaris-JJ125,((rhinanthoides-DE560,macrosiphon-DE519),(bella-JJ85,((przewalskii-DE69,(fetisowii-DE523,(rex-subsp-lipskyana-red-DE510,(cyathophylloides-DE181,cyathophylla-DE561)))),(((((mussotii-DE550,longiflora-red-DE531),(decorissima-DE164,(chinensis-DE737,bidentata-DE672))),(((cranolopha-forked-DE151,tricolor-JJ130),(latituba-DE88,fletcheri-JJ89)),((torta-yellow-purple-DE736,davidii-DE509),(oxycarpa-DE504,souliei-DE549)))),(tenuituba-DE541,delavayi-DE476)))#H2))))))#H1,(#H2,((rhodotricha-DE534,(cinerascens-DE542,(ingens-JJ15,decora-DE216))),(#H1,lachnoglossa-DE536)))));
5	run_072	-19295703.700548247	(longicaulis-JJ131,(((ingens-JJ15,decora-DE216),(cinerascens-DE542,rhodotricha-DE534)),((((tenuituba-DE541,delavayi-DE476),((decorissima-DE164,(chinensis-DE737,bidentata-DE672)),((longiflora-red-DE531,mussotii-DE550),((souliei-DE549,(oxycarpa-DE504,(torta-yellow-purple-DE736,davidii-DE509))),((latituba-DE88,fletcheri-JJ89),(tricolor-JJ130,cranolopha-forked-DE151)))))))#H1,(lachnoglossa-DE536,(axillaris-JJ125,(keiskei-DRR082660,((rhinanthoides-DE560,macrosiphon-DE519),(bella-JJ85,(#H1,(przewalskii-DE69,(fetisowii-DE523,(rex-subsp-lipskyana-red-DE510,(cyathophylla-DE561,cyathophylloides-DE181)))))))))))));
4	run_018	-19295710.557597335	(longicaulis-JJ131,(((decora-DE216,ingens-JJ15),(rhodotricha-DE534,cinerascens-DE542)),((((delavayi-DE476,tenuituba-DE541),(((souliei-DE549,(oxycarpa-DE504,(torta-yellow-purple-DE736,davidii-DE509))),((latituba-DE88,(cranolopha-forked-DE151,tricolor-JJ130)),fletcheri-JJ89)),(((bidentata-DE672,chinensis-DE737),decorissima-DE164),(longiflora-red-DE531,mussotii-DE550)))))#H1,(lachnoglossa-DE536,(keiskei-DRR082660,(axillaris-JJ125,((rhinanthoides-DE560,macrosiphon-DE519),(bella-JJ85,((przewalskii-DE69,(fetisowii-DE523,(rex-subsp-lipskyana-red-DE510,(cyathophylla-DE561,cyathophylloides-DE181)))),#H1)))))))));
3	run_104	-19295711.754209522	(longicaulis-JJ131,((((tenuituba-DE541,delavayi-DE476),((mussotii-DE550,longiflora-red-DE531),((chinensis-DE737,(decorissima-DE164,bidentata-DE672)),((latituba-DE88,(fletcheri-JJ89,(cranolopha-forked-DE151,tricolor-JJ130))),(((davidii-DE509,torta-yellow-purple-DE736))#H2,(souliei-DE549,(#H2,oxycarpa-DE504))))))))#H1,(((cinerascens-DE542,(decora-DE216,ingens-JJ15)),rhodotricha-DE534),(lachnoglossa-DE536,(keiskei-DRR082660,(axillaris-JJ125,((macrosiphon-DE519,rhinanthoides-DE560),(bella-JJ85,((((rex-subsp-lipskyana-red-DE510,(cyathophylla-DE561,cyathophylloides-DE181)),fetisowii-DE523),przewalskii-DE69),#H1)))))))));
2	run_007	-19295718.455272775	(longicaulis-JJ131,((lachnoglossa-DE536,(keiskei-DRR082660,(axillaris-JJ125,((macrosiphon-DE519,rhinanthoides-DE560),(bella-JJ85,((((tenuituba-DE541,delavayi-DE476),((mussotii-DE550,longiflora-red-DE531),(((chinensis-DE737,bidentata-DE672),decorissima-DE164),((souliei-DE549,(oxycarpa-DE504,(torta-yellow-purple-DE736,davidii-DE509))),(fletcheri-JJ89,(latituba-DE88,(tricolor-JJ130,cranolopha-forked-DE151))))))))#H1,(przewalskii-DE69,(fetisowii-DE523,((rex-subsp-lipskyana-red-DE510,(cyathophylla-DE561)#H2),(cyathophylloides-DE181,#H2)))))))))),((((ingens-JJ15,decora-DE216),cinerascens-DE542),rhodotricha-DE534),#H1)));
5	run_428	-19295725.65242993	(longicaulis-JJ131,((((tenuituba-DE541,delavayi-DE476),((mussotii-DE550,longiflora-red-DE531),(((chinensis-DE737,bidentata-DE672),decorissima-DE164),((latituba-DE88,((cranolopha-forked-DE151,tricolor-JJ130),fletcheri-JJ89)),(souliei-DE549,(oxycarpa-DE504,(torta-yellow-purple-DE736,davidii-DE509))))))))#H1,((cinerascens-DE542,(rhodotricha-DE534,(decora-DE216,ingens-JJ15))),(lachnoglossa-DE536,(keiskei-DRR082660,(axillaris-JJ125,((macrosiphon-DE519,rhinanthoides-DE560),(bella-JJ85,(#H1,(fetisowii-DE523,(przewalskii-DE69,(rex-subsp-lipskyana-red-DE510,(cyathophylla-DE561,cyathophylloides-DE181)))))))))))));
5	run_077	-19295734.93363416	(longicaulis-JJ131,(((rhodotricha-DE534,cinerascens-DE542),(ingens-JJ15,decora-DE216)),(((((((bidentata-DE672,chinensis-DE737),decorissima-DE164),(mussotii-DE550,(latituba-DE88,(((tricolor-JJ130,cranolopha-forked-DE151),fletcheri-JJ89),(((davidii-DE509,torta-yellow-purple-DE736),oxycarpa-DE504),souliei-DE549))))),longiflora-red-DE531),(tenuituba-DE541,delavayi-DE476)))#H1,(lachnoglossa-DE536,(keiskei-DRR082660,(axillaris-JJ125,(((rhinanthoides-DE560,macrosiphon-DE519),(#H1)#H2),(bella-JJ85,((przewalskii-DE69,(fetisowii-DE523,((cyathophylla-DE561,cyathophylloides-DE181),rex-subsp-lipskyana-red-DE510))),#H2)))))))));
5	run_057	-19295752.023878526	(longicaulis-JJ131,((((delavayi-DE476,tenuituba-DE541),(((bidentata-DE672,(decorissima-DE164,chinensis-DE737)),(longiflora-red-DE531,mussotii-DE550)),((souliei-DE549,(oxycarpa-DE504,(torta-yellow-purple-DE736,davidii-DE509))),((latituba-DE88,((tricolor-JJ130,cranolopha-forked-DE151))#H2),(fletcheri-JJ89,#H2))))))#H1,(((rhodotricha-DE534,cinerascens-DE542),(ingens-JJ15,decora-DE216)),(lachnoglossa-DE536,(axillaris-JJ125,(keiskei-DRR082660,((macrosiphon-DE519,rhinanthoides-DE560),(bella-JJ85,(#H1,(przewalskii-DE69,(fetisowii-DE523,((cyathophylla-DE561,cyathophylloides-DE181),rex-subsp-lipskyana-red-DE510))))))))))));
2	run_082	-19295760.803685796	(longicaulis-JJ131,((((ingens-JJ15,decora-DE216),(cinerascens-DE542,rhodotricha-DE534)),((((mussotii-DE550,longiflora-red-DE531),(((latituba-DE88,(fletcheri-JJ89,(cranolopha-forked-DE151,tricolor-JJ130))),(souliei-DE549,((torta-yellow-purple-DE736,davidii-DE509),oxycarpa-DE504))),((chinensis-DE737)#H2,(decorissima-DE164,(bidentata-DE672,#H2))))),(delavayi-DE476,tenuituba-DE541)))#H1),(lachnoglossa-DE536,(keiskei-DRR082660,(axillaris-JJ125,((macrosiphon-DE519,rhinanthoides-DE560),(bella-JJ85,((fetisowii-DE523,(przewalskii-DE69,(rex-subsp-lipskyana-red-DE510,(cyathophylloides-DE181,cyathophylla-DE561)))),#H1))))))));
4	run_484	-19295821.781893812	(longicaulis-JJ131,(((((longiflora-red-DE531,mussotii-DE550),((chinensis-DE737,(bidentata-DE672,decorissima-DE164)),(((fletcheri-JJ89,(tricolor-JJ130,cranolopha-forked-DE151)),latituba-DE88),(souliei-DE549,(oxycarpa-DE504,(davidii-DE509,torta-yellow-purple-DE736)))))),(delavayi-DE476,tenuituba-DE541)))#H1,(((cinerascens-DE542,rhodotricha-DE534),(decora-DE216,ingens-JJ15)),(lachnoglossa-DE536,(keiskei-DRR082660,(axillaris-JJ125,((#H1)#H2,((rhinanthoides-DE560,macrosiphon-DE519),(bella-JJ85,((przewalskii-DE69,(fetisowii-DE523,((cyathophylloides-DE181,cyathophylla-DE561),rex-subsp-lipskyana-red-DE510))),#H2))))))))));
3	run_463	-19295821.882338714	(longicaulis-JJ131,(((cinerascens-DE542,((decora-DE216,ingens-JJ15),rhodotricha-DE534)),(((((mussotii-DE550,longiflora-red-DE531),((((oxycarpa-DE504,(torta-yellow-purple-DE736,davidii-DE509)),souliei-DE549),(fletcheri-JJ89,(latituba-DE88,(tricolor-JJ130,cranolopha-forked-DE151)))),((bidentata-DE672,decorissima-DE164),chinensis-DE737))),(delavayi-DE476,tenuituba-DE541)))#H1,(lachnoglossa-DE536)#H2)),(#H2,(keiskei-DRR082660,(axillaris-JJ125,((macrosiphon-DE519,rhinanthoides-DE560),(bella-JJ85,((fetisowii-DE523,(przewalskii-DE69,(rex-subsp-lipskyana-red-DE510,(cyathophylla-DE561,cyathophylloides-DE181)))),#H1))))))));
2	run_002	-19295830.629322696	(longicaulis-JJ131,(((decora-DE216,ingens-JJ15),(rhodotricha-DE534,cinerascens-DE542)),(((((delavayi-DE476,tenuituba-DE541),((bidentata-DE672,(chinensis-DE737,decorissima-DE164)),((mussotii-DE550,longiflora-red-DE531),((fletcheri-JJ89,(latituba-DE88,(tricolor-JJ130,cranolopha-forked-DE151))),((oxycarpa-DE504,(davidii-DE509,torta-yellow-purple-DE736)),souliei-DE549))))))#H2)#H1,(lachnoglossa-DE536,(keiskei-DRR082660,((axillaris-JJ125,(macrosiphon-DE519,(#H1,rhinanthoides-DE560))),(bella-JJ85,((fetisowii-DE523,(((cyathophylloides-DE181,cyathophylla-DE561),rex-subsp-lipskyana-red-DE510),przewalskii-DE69)),#H2))))))));
4	run_351	-19295871.047962174	(longicaulis-JJ131,((((tenuituba-DE541,delavayi-DE476),(((longiflora-red-DE531,mussotii-DE550),((chinensis-DE737,bidentata-DE672),decorissima-DE164)),((souliei-DE549,(oxycarpa-DE504,(torta-yellow-purple-DE736,davidii-DE509))),(((tricolor-JJ130,cranolopha-forked-DE151),latituba-DE88),fletcheri-JJ89)))))#H1,(((rhodotricha-DE534,(decora-DE216,ingens-JJ15)),cinerascens-DE542),(lachnoglossa-DE536,((bella-JJ85)#H2,((axillaris-JJ125,((macrosiphon-DE519,rhinanthoides-DE560),keiskei-DRR082660)),(#H1,(#H2,((rex-subsp-lipskyana-red-DE510,(cyathophylla-DE561,cyathophylloides-DE181)),(przewalskii-DE69,fetisowii-DE523))))))))));
2	run_104	-19295901.140343446	(longicaulis-JJ131,(((ingens-JJ15,decora-DE216),(rhodotricha-DE534,cinerascens-DE542)),((((delavayi-DE476,tenuituba-DE541),(((longiflora-red-DE531,mussotii-DE550),((fletcheri-JJ89,(latituba-DE88,(cranolopha-forked-DE151,tricolor-JJ130))),((souliei-DE549,((davidii-DE509,torta-yellow-purple-DE736),oxycarpa-DE504)),((decorissima-DE164,chinensis-DE737))#H2))),(#H2,bidentata-DE672))))#H1,(lachnoglossa-DE536,(keiskei-DRR082660,(axillaris-JJ125,((rhinanthoides-DE560,macrosiphon-DE519),(bella-JJ85,(((fetisowii-DE523,przewalskii-DE69),(rex-subsp-lipskyana-red-DE510,(cyathophylloides-DE181,cyathophylla-DE561))),#H1)))))))));
3	run_443	-19295903.008761365	(longicaulis-JJ131,((lachnoglossa-DE536,(axillaris-JJ125,(keiskei-DRR082660,((macrosiphon-DE519,rhinanthoides-DE560),(bella-JJ85,((fetisowii-DE523,(przewalskii-DE69,(rex-subsp-lipskyana-red-DE510,(cyathophylla-DE561,cyathophylloides-DE181)))),((((delavayi-DE476,tenuituba-DE541))#H2,(((bidentata-DE672,(decorissima-DE164,chinensis-DE737)))#H3,(((fletcheri-JJ89,((tricolor-JJ130,cranolopha-forked-DE151),latituba-DE88)),((souliei-DE549,(oxycarpa-DE504,(torta-yellow-purple-DE736,davidii-DE509))),#H3)),((longiflora-red-DE531,mussotii-DE550),#H2)))))#H1)))))),(#H1,((decora-DE216,ingens-JJ15),(cinerascens-DE542,rhodotricha-DE534)))));
5	run_106	-19295904.028195467	(longicaulis-JJ131,((lachnoglossa-DE536,(keiskei-DRR082660,(axillaris-JJ125,((rhinanthoides-DE560,macrosiphon-DE519),(bella-JJ85,((przewalskii-DE69,(fetisowii-DE523,((cyathophylla-DE561,cyathophylloides-DE181),rex-subsp-lipskyana-red-DE510))),(((delavayi-DE476,tenuituba-DE541),((chinensis-DE737,(bidentata-DE672,decorissima-DE164)),((mussotii-DE550,longiflora-red-DE531),((souliei-DE549,(oxycarpa-DE504,(davidii-DE509,torta-yellow-purple-DE736))),(fletcheri-JJ89,(latituba-DE88,(tricolor-JJ130,cranolopha-forked-DE151))))))))#H1)))))),(#H1,(rhodotricha-DE534,(cinerascens-DE542,(decora-DE216,ingens-JJ15))))));
3	run_242	-19295906.42782116	(longicaulis-JJ131,(((decora-DE216,ingens-JJ15),(cinerascens-DE542,rhodotricha-DE534)),((((tenuituba-DE541,delavayi-DE476),((mussotii-DE550,longiflora-red-DE531),((((davidii-DE509,torta-yellow-purple-DE736),(oxycarpa-DE504,souliei-DE549)),(fletcheri-JJ89,(latituba-DE88,(cranolopha-forked-DE151,tricolor-JJ130)))),(bidentata-DE672,(chinensis-DE737,decorissima-DE164))))))#H1,(lachnoglossa-DE536,(axillaris-JJ125,(keiskei-DRR082660,((rhinanthoides-DE560,macrosiphon-DE519),(bella-JJ85,((fetisowii-DE523,((rex-subsp-lipskyana-red-DE510,(cyathophylla-DE561,cyathophylloides-DE181)),przewalskii-DE69)),#H1)))))))));
4	run_326	-19295924.217266724	(longicaulis-JJ131,((((delavayi-DE476,tenuituba-DE541),(((fletcheri-JJ89,(latituba-DE88,(tricolor-JJ130,cranolopha-forked-DE151))),((souliei-DE549,oxycarpa-DE504),(davidii-DE509,torta-yellow-purple-DE736))),((longiflora-red-DE531,mussotii-DE550),((chinensis-DE737,bidentata-DE672),decorissima-DE164)))))#H1,(((rhodotricha-DE534,cinerascens-DE542),(decora-DE216,ingens-JJ15)),(lachnoglossa-DE536,((bella-JJ85)#H2,(axillaris-JJ125,(keiskei-DRR082660,((macrosiphon-DE519,rhinanthoides-DE560),(#H1,((((rex-subsp-lipskyana-red-DE510,(cyathophylla-DE561,cyathophylloides-DE181)),przewalskii-DE69),fetisowii-DE523),#H2))))))))));
2	run_081	-19295932.89065056	(longicaulis-JJ131,(((rhodotricha-DE534,cinerascens-DE542),(decora-DE216,ingens-JJ15)),(lachnoglossa-DE536,(((tenuituba-DE541,((((fletcheri-JJ89,(latituba-DE88,(cranolopha-forked-DE151,tricolor-JJ130))),(mussotii-DE550,((oxycarpa-DE504,souliei-DE549),(torta-yellow-purple-DE736,davidii-DE509)))),((decorissima-DE164,(chinensis-DE737,bidentata-DE672)),longiflora-red-DE531)),delavayi-DE476)))#H1,(((bella-JJ85,(((rex-subsp-lipskyana-red-DE510,(cyathophylloides-DE181,cyathophylla-DE561)),fetisowii-DE523),przewalskii-DE69)))#H2,(axillaris-JJ125,(keiskei-DRR082660,((rhinanthoides-DE560,macrosiphon-DE519),(#H2,#H1)))))))));
3	run_439	-19295933.95271496	(longicaulis-JJ131,((((tenuituba-DE541,delavayi-DE476),((chinensis-DE737,(decorissima-DE164,bidentata-DE672)),((longiflora-red-DE531,mussotii-DE550),(((souliei-DE549,oxycarpa-DE504),(torta-yellow-purple-DE736,davidii-DE509)),(fletcheri-JJ89,(latituba-DE88,(tricolor-JJ130,cranolopha-forked-DE151))))))))#H1,(((decora-DE216,ingens-JJ15),(rhodotricha-DE534,cinerascens-DE542)),(lachnoglossa-DE536,(keiskei-DRR082660,(axillaris-JJ125,((rhinanthoides-DE560,macrosiphon-DE519),(bella-JJ85,((przewalskii-DE69,(fetisowii-DE523,(rex-subsp-lipskyana-red-DE510,(cyathophylla-DE561,cyathophylloides-DE181)))),#H1)))))))));
2	run_256	-19295934.79415815	(longicaulis-JJ131,((((tenuituba-DE541,delavayi-DE476),((longiflora-red-DE531,mussotii-DE550),((decorissima-DE164,(bidentata-DE672,chinensis-DE737)),(((oxycarpa-DE504,souliei-DE549),(davidii-DE509,torta-yellow-purple-DE736)),(fletcheri-JJ89,(latituba-DE88,(cranolopha-forked-DE151,tricolor-JJ130))))))))#H1,(((decora-DE216,ingens-JJ15),(rhodotricha-DE534,cinerascens-DE542)),(lachnoglossa-DE536,(keiskei-DRR082660,(axillaris-JJ125,((macrosiphon-DE519,rhinanthoides-DE560),(bella-JJ85,((((rex-subsp-lipskyana-red-DE510,(cyathophylla-DE561,cyathophylloides-DE181)),przewalskii-DE69),fetisowii-DE523),#H1)))))))));
4	run_137	-19295936.840309467	(longicaulis-JJ131,((((((mussotii-DE550,longiflora-red-DE531),((bidentata-DE672,decorissima-DE164),chinensis-DE737)),((fletcheri-JJ89,((tricolor-JJ130,cranolopha-forked-DE151),latituba-DE88)),(souliei-DE549,(oxycarpa-DE504,(davidii-DE509,torta-yellow-purple-DE736))))),(delavayi-DE476,tenuituba-DE541)))#H1,((rhodotricha-DE534,(cinerascens-DE542,(decora-DE216,ingens-JJ15))),(lachnoglossa-DE536,(keiskei-DRR082660,(axillaris-JJ125,((macrosiphon-DE519,rhinanthoides-DE560),(bella-JJ85,((((rex-subsp-lipskyana-red-DE510,(cyathophylloides-DE181,cyathophylla-DE561)),przewalskii-DE69),fetisowii-DE523),#H1)))))))));
2	run_198	-19295963.474207755	(longicaulis-JJ131,((((tenuituba-DE541,delavayi-DE476),((fletcheri-JJ89,((tricolor-JJ130,cranolopha-forked-DE151),(latituba-DE88,(((davidii-DE509,torta-yellow-purple-DE736),(oxycarpa-DE504,souliei-DE549)))#H2))),(((chinensis-DE737,bidentata-DE672),decorissima-DE164),((mussotii-DE550,longiflora-red-DE531),#H2)))))#H1,(((rhodotricha-DE534,cinerascens-DE542),(decora-DE216,ingens-JJ15)),(lachnoglossa-DE536,(axillaris-JJ125,(keiskei-DRR082660,((rhinanthoides-DE560,macrosiphon-DE519),(bella-JJ85,((fetisowii-DE523,((rex-subsp-lipskyana-red-DE510,(cyathophylloides-DE181,cyathophylla-DE561)),przewalskii-DE69)),#H1)))))))));
2	run_493	-19295969.27296523	(((cinerascens-DE542,((ingens-JJ15,decora-DE216),rhodotricha-DE534)),(lachnoglossa-DE536,((((tenuituba-DE541,delavayi-DE476),(((chinensis-DE737,(decorissima-DE164,bidentata-DE672)),(((souliei-DE549,oxycarpa-DE504),(davidii-DE509,torta-yellow-purple-DE736)),(fletcheri-JJ89,(latituba-DE88,(cranolopha-forked-DE151,tricolor-JJ130))))),(mussotii-DE550,longiflora-red-DE531))))#H1,(((macrosiphon-DE519,rhinanthoides-DE560))#H2,(axillaris-JJ125,(keiskei-DRR082660,(bella-JJ85,(((fetisowii-DE523,(rex-subsp-lipskyana-red-DE510,(cyathophylloides-DE181,cyathophylla-DE561))),przewalskii-DE69),(#H2,#H1))))))))),longicaulis-JJ131);
5	run_037	-19295984.158241834	(longicaulis-JJ131,((((tenuituba-DE541,delavayi-DE476),(((longiflora-red-DE531,mussotii-DE550),((fletcheri-JJ89,(latituba-DE88,(tricolor-JJ130,cranolopha-forked-DE151))),(souliei-DE549,(oxycarpa-DE504,(torta-yellow-purple-DE736,davidii-DE509))))),(decorissima-DE164,(chinensis-DE737,bidentata-DE672)))))#H1,(((ingens-JJ15,decora-DE216),(cinerascens-DE542,rhodotricha-DE534)),(lachnoglossa-DE536,(axillaris-JJ125,(keiskei-DRR082660,((macrosiphon-DE519,rhinanthoides-DE560),(bella-JJ85,(#H1,(przewalskii-DE69,((rex-subsp-lipskyana-red-DE510,(cyathophylla-DE561,cyathophylloides-DE181)),fetisowii-DE523)))))))))));
4	run_103	-19295990.165202398	(longicaulis-JJ131,((((delavayi-DE476,tenuituba-DE541),((((fletcheri-JJ89,((cranolopha-forked-DE151,tricolor-JJ130),latituba-DE88)),(souliei-DE549,(oxycarpa-DE504,(davidii-DE509,torta-yellow-purple-DE736)))),(bidentata-DE672,(decorissima-DE164,chinensis-DE737))),(mussotii-DE550,longiflora-red-DE531))))#H1,(((cinerascens-DE542,rhodotricha-DE534),(ingens-JJ15,decora-DE216)),(lachnoglossa-DE536,(keiskei-DRR082660,(axillaris-JJ125,((rhinanthoides-DE560,macrosiphon-DE519),(bella-JJ85,(#H1,(przewalskii-DE69,(fetisowii-DE523,((cyathophylla-DE561,cyathophylloides-DE181),rex-subsp-lipskyana-red-DE510))))))))))));
3	run_141	-19295997.863734916	(longicaulis-JJ131,((lachnoglossa-DE536,(axillaris-JJ125,(keiskei-DRR082660,((macrosiphon-DE519,rhinanthoides-DE560),(bella-JJ85,((((tenuituba-DE541,delavayi-DE476),((fletcheri-JJ89)#H2,(((bidentata-DE672,decorissima-DE164),chinensis-DE737),((mussotii-DE550,longiflora-red-DE531),(((oxycarpa-DE504,(davidii-DE509,torta-yellow-purple-DE736)),souliei-DE549),(latituba-DE88,(#H2,((tricolor-JJ130)#H3,(cranolopha-forked-DE151,#H3))))))))))#H1,(przewalskii-DE69,(fetisowii-DE523,(rex-subsp-lipskyana-red-DE510,(cyathophylla-DE561,cyathophylloides-DE181)))))))))),(#H1,((ingens-JJ15,decora-DE216),(cinerascens-DE542,rhodotricha-DE534)))));
1	run_276	-19295998.26252598	(longicaulis-JJ131,(((cinerascens-DE542,rhodotricha-DE534),(ingens-JJ15,decora-DE216)),((((delavayi-DE476,tenuituba-DE541),((decorissima-DE164,(chinensis-DE737,bidentata-DE672)),((mussotii-DE550,longiflora-red-DE531),((fletcheri-JJ89,(latituba-DE88,(tricolor-JJ130,cranolopha-forked-DE151))),(souliei-DE549,(oxycarpa-DE504,(davidii-DE509,torta-yellow-purple-DE736))))))))#H1,(lachnoglossa-DE536,(keiskei-DRR082660,(axillaris-JJ125,((macrosiphon-DE519,rhinanthoides-DE560),(bella-JJ85,(#H1,(przewalskii-DE69,(fetisowii-DE523,(rex-subsp-lipskyana-red-DE510,(cyathophylloides-DE181,cyathophylla-DE561)))))))))))));
2	run_439	-19296009.447483003	(longicaulis-JJ131,((((tenuituba-DE541,delavayi-DE476),(((mussotii-DE550,longiflora-red-DE531))#H2,(((bidentata-DE672,decorissima-DE164),chinensis-DE737),((latituba-DE88,((tricolor-JJ130,cranolopha-forked-DE151),fletcheri-JJ89)),(#H2,((oxycarpa-DE504,(torta-yellow-purple-DE736,davidii-DE509)),souliei-DE549)))))))#H1,((cinerascens-DE542,(rhodotricha-DE534,(decora-DE216,ingens-JJ15))),(lachnoglossa-DE536,((keiskei-DRR082660,axillaris-JJ125),((rhinanthoides-DE560,macrosiphon-DE519),((((fetisowii-DE523,(rex-subsp-lipskyana-red-DE510,(cyathophylla-DE561,cyathophylloides-DE181))),przewalskii-DE69),bella-JJ85),#H1)))))));
4	run_320	-19296048.000616036	(longicaulis-JJ131,((((delavayi-DE476,tenuituba-DE541),((decorissima-DE164,(chinensis-DE737,bidentata-DE672)),((mussotii-DE550,longiflora-red-DE531),((souliei-DE549,((torta-yellow-purple-DE736,davidii-DE509),oxycarpa-DE504)),(fletcheri-JJ89,(latituba-DE88,(tricolor-JJ130,cranolopha-forked-DE151))))))))#H1,(((cinerascens-DE542,rhodotricha-DE534),(decora-DE216,ingens-JJ15)),(lachnoglossa-DE536,(keiskei-DRR082660,(axillaris-JJ125,((rhinanthoides-DE560,macrosiphon-DE519),(bella-JJ85,((fetisowii-DE523,(przewalskii-DE69,(rex-subsp-lipskyana-red-DE510,(cyathophylla-DE561,cyathophylloides-DE181)))),#H1)))))))));
2	run_235	-19296050.303745106	(longicaulis-JJ131,((cinerascens-DE542,((ingens-JJ15,decora-DE216),rhodotricha-DE534)),((((delavayi-DE476,tenuituba-DE541),((chinensis-DE737,(bidentata-DE672,decorissima-DE164)),((mussotii-DE550,longiflora-red-DE531),(((oxycarpa-DE504,souliei-DE549),(torta-yellow-purple-DE736,davidii-DE509)),(latituba-DE88,((cranolopha-forked-DE151,tricolor-JJ130),fletcheri-JJ89)))))))#H1,((lachnoglossa-DE536,((fetisowii-DE523,(przewalskii-DE69,((cyathophylla-DE561,cyathophylloides-DE181),rex-subsp-lipskyana-red-DE510))))#H2),(axillaris-JJ125,(keiskei-DRR082660,((macrosiphon-DE519,rhinanthoides-DE560),(bella-JJ85,(#H1,#H2)))))))));
3	run_020	-19296056.645206545	(longicaulis-JJ131,((((delavayi-DE476,tenuituba-DE541),(((chinensis-DE737,(decorissima-DE164,bidentata-DE672)),(longiflora-red-DE531,mussotii-DE550)),((souliei-DE549,(oxycarpa-DE504,(davidii-DE509,torta-yellow-purple-DE736))),(fletcheri-JJ89,(latituba-DE88,(tricolor-JJ130,cranolopha-forked-DE151)))))))#H1,(((decora-DE216,ingens-JJ15),(cinerascens-DE542,rhodotricha-DE534)),(lachnoglossa-DE536,(axillaris-JJ125,(keiskei-DRR082660,((rhinanthoides-DE560,macrosiphon-DE519),(bella-JJ85,(#H1,(przewalskii-DE69,(fetisowii-DE523,((cyathophylla-DE561,cyathophylloides-DE181),rex-subsp-lipskyana-red-DE510))))))))))));
2	run_452	-19296064.71230939	(longicaulis-JJ131,((((delavayi-DE476,tenuituba-DE541),((longiflora-red-DE531,mussotii-DE550),((chinensis-DE737,(decorissima-DE164,bidentata-DE672)),((fletcheri-JJ89,(latituba-DE88,(cranolopha-forked-DE151,tricolor-JJ130))),((davidii-DE509,torta-yellow-purple-DE736),(oxycarpa-DE504,souliei-DE549)))))))#H1,(((rhodotricha-DE534,cinerascens-DE542),(decora-DE216,ingens-JJ15)),(lachnoglossa-DE536,(axillaris-JJ125,(keiskei-DRR082660,((rhinanthoides-DE560,macrosiphon-DE519),(bella-JJ85,(#H1,((przewalskii-DE69,((cyathophylla-DE561,cyathophylloides-DE181),rex-subsp-lipskyana-red-DE510)),fetisowii-DE523))))))))));
4	run_057	-19296067.51335788	(longicaulis-JJ131,((((delavayi-DE476,tenuituba-DE541),(((longiflora-red-DE531,mussotii-DE550),((fletcheri-JJ89,(latituba-DE88,(tricolor-JJ130,cranolopha-forked-DE151))),(souliei-DE549,(oxycarpa-DE504,(torta-yellow-purple-DE736,davidii-DE509))))),((bidentata-DE672,chinensis-DE737),decorissima-DE164))))#H1,((rhodotricha-DE534,(cinerascens-DE542,(decora-DE216,ingens-JJ15))),(lachnoglossa-DE536,(keiskei-DRR082660,(axillaris-JJ125,((rhinanthoides-DE560,macrosiphon-DE519),(bella-JJ85,((fetisowii-DE523,(przewalskii-DE69,(rex-subsp-lipskyana-red-DE510,(cyathophylla-DE561,cyathophylloides-DE181)))),#H1)))))))));
3	run_310	-19296074.996102907	(longicaulis-JJ131,((((tenuituba-DE541,delavayi-DE476),((longiflora-red-DE531,((((oxycarpa-DE504,(davidii-DE509,torta-yellow-purple-DE736)),souliei-DE549))#H2,mussotii-DE550)),((decorissima-DE164,(chinensis-DE737,bidentata-DE672)),(fletcheri-JJ89,(#H2,(latituba-DE88,(cranolopha-forked-DE151,tricolor-JJ130))))))))#H1,(((ingens-JJ15,decora-DE216),(cinerascens-DE542,rhodotricha-DE534)),(lachnoglossa-DE536,(keiskei-DRR082660,(axillaris-JJ125,((macrosiphon-DE519,rhinanthoides-DE560),(bella-JJ85,(#H1,(przewalskii-DE69,((rex-subsp-lipskyana-red-DE510,(cyathophylla-DE561,cyathophylloides-DE181)),fetisowii-DE523)))))))))));
4	run_312	-19296079.358830597	(longicaulis-JJ131,((((tenuituba-DE541,delavayi-DE476),((((oxycarpa-DE504,(torta-yellow-purple-DE736,davidii-DE509)),souliei-DE549),(((tricolor-JJ130,cranolopha-forked-DE151),latituba-DE88),fletcheri-JJ89)),((longiflora-red-DE531,mussotii-DE550),(chinensis-DE737,(decorissima-DE164,bidentata-DE672))))))#H1,((cinerascens-DE542,((ingens-JJ15,decora-DE216),rhodotricha-DE534)),(lachnoglossa-DE536,(keiskei-DRR082660,(axillaris-JJ125,((rhinanthoides-DE560,macrosiphon-DE519),(bella-JJ85,((przewalskii-DE69,((rex-subsp-lipskyana-red-DE510,((cyathophylla-DE561)#H2,(#H2,cyathophylloides-DE181))),fetisowii-DE523)),#H1)))))))));
