k	run	total_log_prob	dendroscope
4	run_050	-6180516.909873828	(longicaulis-JJ131,(((metaszetschuanica-DE668,(((anas-purple-DE681,anas-yellow-DE575),((((semitorta-magenta-DE623,semitorta-yellow-DE680),((pseudomelampyriflora-DE563)#H3,((pectinatiformis-DE666,(densispica-DE554,brevilabris-DE127)))#H4)))#H2,((kansuensis-pink-DE507,kansuensis-white-DE704),kansuensis-yellow-DE162))),(#H2,(#H3,(lutescens-DE126,(#H4,(cephalantha-DE115,chumbica-JJ86))))))))#H1,(ingens-JJ15,(lachnoglossa-DE536,(batangensis-DE566,(((integrifolia-DE152,rhynchotricha-JJ99),(dichotoma-JJ23,alaschanica-DE229)),#H1))))));
4	run_188	-6180600.726483762	(longicaulis-JJ131,(((metaszetschuanica-DE668,(((lutescens-DE126,(chumbica-JJ86,cephalantha-DE115)))#H2,(((anas-purple-DE681,anas-yellow-DE575),((kansuensis-white-DE704,(kansuensis-pink-DE507,kansuensis-yellow-DE162)))#H3),((#H3,(semitorta-magenta-DE623,semitorta-yellow-DE680)),(pseudomelampyriflora-DE563,((pectinatiformis-DE666,(densispica-DE554,brevilabris-DE127)),#H2)))))))#H1,(ingens-JJ15,(lachnoglossa-DE536,(batangensis-DE566,(#H1,((alaschanica-DE229,dichotoma-JJ23),(rhynchotricha-JJ99,integrifolia-DE152))))))));
4	run_469	-6180669.934818027	(longicaulis-JJ131,((lachnoglossa-DE536,((((metaszetschuanica-DE668,(((anas-yellow-DE575,anas-purple-DE681))#H2,((((semitorta-magenta-DE623,semitorta-yellow-DE680),((pseudomelampyriflora-DE563,(pectinatiformis-DE666,(brevilabris-DE127,densispica-DE554))))#H3),(#H2,(kansuensis-white-DE704,(kansuensis-yellow-DE162,kansuensis-pink-DE507)))),(((chumbica-JJ86,cephalantha-DE115),lutescens-DE126),#H3)))))#H1,(((alaschanica-DE229,dichotoma-JJ23),(rhynchotricha-JJ99,integrifolia-DE152)))#H4),(batangensis-DE566,(#H4,#H1)))),ingens-JJ15));
4	run_054	-6180738.6648663925	(longicaulis-JJ131,(ingens-JJ15,(lachnoglossa-DE536,(((metaszetschuanica-DE668,(((anas-purple-DE681,anas-yellow-DE575))#H2,((((chumbica-JJ86,cephalantha-DE115))#H3,lutescens-DE126),(((semitorta-magenta-DE623,semitorta-yellow-DE680),((kansuensis-pink-DE507,(kansuensis-white-DE704,kansuensis-yellow-DE162)),#H2)),(pseudomelampyriflora-DE563,(#H3,(pectinatiformis-DE666,(densispica-DE554,brevilabris-DE127)))))))))#H1,(batangensis-DE566,(((integrifolia-DE152,rhynchotricha-JJ99),(alaschanica-DE229,dichotoma-JJ23)),#H1))))));
5	run_149	-6180755.705030074	((ingens-JJ15,((lachnoglossa-DE536,(((metaszetschuanica-DE668,((anas-purple-DE681,anas-yellow-DE575))#H2),(((pseudomelampyriflora-DE563,((pectinatiformis-DE666,(brevilabris-DE127,densispica-DE554)))#H3),((semitorta-yellow-DE680,semitorta-magenta-DE623),((kansuensis-yellow-DE162,(kansuensis-pink-DE507,kansuensis-white-DE704)),#H2))),(lutescens-DE126,((cephalantha-DE115,chumbica-JJ86),#H3)))))#H1),(batangensis-DE566,(((dichotoma-JJ23,alaschanica-DE229),((integrifolia-DE152)#H4,(rhynchotricha-JJ99,#H4))),#H1)))),longicaulis-JJ131);
5	run_483	-6180760.5546590155	(longicaulis-JJ131,(((((anas-purple-DE681,anas-yellow-DE575))#H2,(metaszetschuanica-DE668,((lutescens-DE126,((cephalantha-DE115,chumbica-JJ86))#H3),(((pseudomelampyriflora-DE563,(#H3,(pectinatiformis-DE666,(brevilabris-DE127,densispica-DE554)))),((semitorta-yellow-DE680,semitorta-magenta-DE623),((kansuensis-yellow-DE162,(kansuensis-pink-DE507,kansuensis-white-DE704)))#H4)),(#H4,#H2))))))#H1,(ingens-JJ15,(lachnoglossa-DE536,(batangensis-DE566,(#H1,((dichotoma-JJ23,alaschanica-DE229),(integrifolia-DE152,rhynchotricha-JJ99))))))));
4	run_119	-6180794.968655294	(longicaulis-JJ131,(((metaszetschuanica-DE668,((lutescens-DE126,((cephalantha-DE115,chumbica-JJ86))#H2),(((anas-yellow-DE575,anas-purple-DE681),((kansuensis-yellow-DE162,(kansuensis-pink-DE507,kansuensis-white-DE704)))#H3),((pseudomelampyriflora-DE563,(#H2,((densispica-DE554,brevilabris-DE127),pectinatiformis-DE666))),((semitorta-magenta-DE623,semitorta-yellow-DE680),#H3))))))#H1,(ingens-JJ15,(lachnoglossa-DE536,(batangensis-DE566,(((alaschanica-DE229,dichotoma-JJ23),(integrifolia-DE152,rhynchotricha-JJ99)),#H1))))));
5	run_338	-6180900.4979415415	(longicaulis-JJ131,((lachnoglossa-DE536,(((metaszetschuanica-DE668,(((anas-purple-DE681,anas-yellow-DE575))#H2,((lutescens-DE126,((cephalantha-DE115,chumbica-JJ86),((pectinatiformis-DE666,(brevilabris-DE127,densispica-DE554)))#H3)),(((semitorta-yellow-DE680,semitorta-magenta-DE623),(((kansuensis-white-DE704,kansuensis-pink-DE507),kansuensis-yellow-DE162),#H2)),(#H3,pseudomelampyriflora-DE563))))))#H1,(batangensis-DE566,(((dichotoma-JJ23,alaschanica-DE229),(integrifolia-DE152,rhynchotricha-JJ99)),#H1)))),ingens-JJ15));
4	run_155	-6180990.105103291	((ingens-JJ15,((batangensis-DE566,(((((anas-yellow-DE575,anas-purple-DE681))#H2,(metaszetschuanica-DE668,((lutescens-DE126,((chumbica-JJ86,cephalantha-DE115),(((densispica-DE554,brevilabris-DE127),pectinatiformis-DE666))#H3)),(((semitorta-yellow-DE680,semitorta-magenta-DE623),(#H2,((kansuensis-pink-DE507,kansuensis-yellow-DE162),kansuensis-white-DE704))),(#H3,pseudomelampyriflora-DE563))))))#H1,((integrifolia-DE152,rhynchotricha-JJ99),(alaschanica-DE229,dichotoma-JJ23)))),(#H1,lachnoglossa-DE536))),longicaulis-JJ131);
5	run_045	-6181006.018610751	((ingens-JJ15,(lachnoglossa-DE536,(((((anas-purple-DE681,anas-yellow-DE575))#H2,(metaszetschuanica-DE668,(((((semitorta-yellow-DE680,semitorta-magenta-DE623))#H3,(#H2,((kansuensis-white-DE704,kansuensis-pink-DE507),kansuensis-yellow-DE162))),(pseudomelampyriflora-DE563,((lutescens-DE126)#H4,(#H3,((pectinatiformis-DE666,(brevilabris-DE127,densispica-DE554)),((cephalantha-DE115,chumbica-JJ86))#H5))))),(#H5,#H4)))))#H1,(batangensis-DE566,(#H1,((integrifolia-DE152,rhynchotricha-JJ99),(alaschanica-DE229,dichotoma-JJ23))))))),longicaulis-JJ131);
5	run_443	-6181023.951470373	(longicaulis-JJ131,(ingens-JJ15,((lachnoglossa-DE536,(((((semitorta-magenta-DE623,semitorta-yellow-DE680),((pseudomelampyriflora-DE563,(((cephalantha-DE115,chumbica-JJ86))#H4,(pectinatiformis-DE666,(brevilabris-DE127,densispica-DE554)))))#H3))#H2,((metaszetschuanica-DE668,((#H3)#H5,(#H5,(lutescens-DE126,#H4)))),((anas-purple-DE681,anas-yellow-DE575),((kansuensis-yellow-DE162,(kansuensis-white-DE704,kansuensis-pink-DE507)),#H2)))))#H1),(batangensis-DE566,(((rhynchotricha-JJ99,integrifolia-DE152),(dichotoma-JJ23,alaschanica-DE229)),#H1)))));
5	run_175	-6181087.320806395	(longicaulis-JJ131,(ingens-JJ15,(lachnoglossa-DE536,(((metaszetschuanica-DE668,((((chumbica-JJ86,cephalantha-DE115))#H2,(lutescens-DE126)#H3),(((((kansuensis-white-DE704,kansuensis-pink-DE507),kansuensis-yellow-DE162))#H4,(anas-yellow-DE575,anas-purple-DE681)),((#H4,(semitorta-magenta-DE623,semitorta-yellow-DE680)),(#H3,(pseudomelampyriflora-DE563,(((brevilabris-DE127,densispica-DE554),pectinatiformis-DE666),#H2))))))))#H1,(batangensis-DE566,(((alaschanica-DE229,dichotoma-JJ23),(rhynchotricha-JJ99,integrifolia-DE152)),#H1))))));
4	run_153	-6181103.755309831	(longicaulis-JJ131,(((((metaszetschuanica-DE668)#H2,((lutescens-DE126,(cephalantha-DE115,(((pectinatiformis-DE666,(densispica-DE554,brevilabris-DE127)))#H3,chumbica-JJ86))),(((semitorta-yellow-DE680,semitorta-magenta-DE623),((kansuensis-white-DE704,(kansuensis-pink-DE507,kansuensis-yellow-DE162)))#H4),(pseudomelampyriflora-DE563,#H3)))),(#H4,(anas-purple-DE681,anas-yellow-DE575))))#H1,(ingens-JJ15,(lachnoglossa-DE536,(batangensis-DE566,(((dichotoma-JJ23,alaschanica-DE229),(integrifolia-DE152,rhynchotricha-JJ99)),(#H2,#H1)))))));
5	run_136	-6181115.266919102	(longicaulis-JJ131,(ingens-JJ15,(((metaszetschuanica-DE668,((((anas-purple-DE681,anas-yellow-DE575),(((kansuensis-white-DE704,kansuensis-yellow-DE162),kansuensis-pink-DE507))#H2),((pseudomelampyriflora-DE563,(((chumbica-JJ86,cephalantha-DE115))#H3,(pectinatiformis-DE666,(densispica-DE554,brevilabris-DE127)))),((semitorta-yellow-DE680,semitorta-magenta-DE623),#H2))),(lutescens-DE126,#H3))))#H1,(lachnoglossa-DE536,(batangensis-DE566,(#H1,((alaschanica-DE229,dichotoma-JJ23),(integrifolia-DE152,rhynchotricha-JJ99))))))));
5	run_408	-6181196.15471492	(longicaulis-JJ131,(ingens-JJ15,(((metaszetschuanica-DE668,((((lutescens-DE126)#H2,((((pectinatiformis-DE666,(brevilabris-DE127,densispica-DE554)))#H3,(pseudomelampyriflora-DE563,(#H3,((chumbica-JJ86,cephalantha-DE115))#H4))),((((kansuensis-white-DE704,kansuensis-pink-DE507),kansuensis-yellow-DE162))#H5,(semitorta-magenta-DE623,semitorta-yellow-DE680)))),(#H5,(anas-yellow-DE575,anas-purple-DE681))),(#H4,#H2))))#H1,(lachnoglossa-DE536,(batangensis-DE566,(#H1,((rhynchotricha-JJ99,integrifolia-DE152),(dichotoma-JJ23,alaschanica-DE229))))))));
5	run_382	-6181259.551828574	(longicaulis-JJ131,(ingens-JJ15,((((((anas-yellow-DE575,anas-purple-DE681))#H2,(((((cephalantha-DE115,chumbica-JJ86),(((brevilabris-DE127,densispica-DE554),pectinatiformis-DE666))#H4),(lutescens-DE126,(pseudomelampyriflora-DE563)#H5)))#H3,(((semitorta-yellow-DE680,semitorta-magenta-DE623),(#H4,#H5)),((kansuensis-pink-DE507,(kansuensis-yellow-DE162,kansuensis-white-DE704)),#H2)))),(metaszetschuanica-DE668,#H3)))#H1,(lachnoglossa-DE536,(batangensis-DE566,(#H1,((rhynchotricha-JJ99,integrifolia-DE152),(dichotoma-JJ23,alaschanica-DE229))))))));
3	run_088	-6181307.157906586	((ingens-JJ15,(((metaszetschuanica-DE668,(((anas-yellow-DE575,anas-purple-DE681))#H2,((lutescens-DE126,(chumbica-JJ86,(cephalantha-DE115,((pectinatiformis-DE666,(densispica-DE554,brevilabris-DE127)))#H3))),((pseudomelampyriflora-DE563,#H3),((semitorta-yellow-DE680,semitorta-magenta-DE623),(#H2,(kansuensis-yellow-DE162,(kansuensis-white-DE704,kansuensis-pink-DE507)))))))))#H1,(lachnoglossa-DE536,(batangensis-DE566,(((rhynchotricha-JJ99,integrifolia-DE152),(alaschanica-DE229,dichotoma-JJ23)),#H1))))),longicaulis-JJ131);
4	run_394	-6181415.133898667	(longicaulis-JJ131,(ingens-JJ15,((batangensis-DE566,(((metaszetschuanica-DE668,(((lutescens-DE126,((chumbica-JJ86,cephalantha-DE115),(((densispica-DE554,brevilabris-DE127),pectinatiformis-DE666))#H3)))#H2,(((anas-yellow-DE575,anas-purple-DE681),((kansuensis-yellow-DE162,(kansuensis-white-DE704,kansuensis-pink-DE507)))#H4),(#H2,((pseudomelampyriflora-DE563,#H3),(#H4,(semitorta-yellow-DE680,semitorta-magenta-DE623))))))))#H1,((integrifolia-DE152,rhynchotricha-JJ99),(dichotoma-JJ23,alaschanica-DE229)))),(#H1,lachnoglossa-DE536))));
5	run_317	-6181426.527234588	(longicaulis-JJ131,(ingens-JJ15,(((metaszetschuanica-DE668,(((anas-purple-DE681,anas-yellow-DE575))#H2,((((semitorta-yellow-DE680,semitorta-magenta-DE623),((kansuensis-pink-DE507,(kansuensis-yellow-DE162,kansuensis-white-DE704)),#H2)),(pseudomelampyriflora-DE563,(((densispica-DE554,brevilabris-DE127),pectinatiformis-DE666))#H3)),(lutescens-DE126,(chumbica-JJ86,(cephalantha-DE115,#H3)))))))#H1,(lachnoglossa-DE536,(batangensis-DE566,(#H1,((rhynchotricha-JJ99,integrifolia-DE152),(dichotoma-JJ23,alaschanica-DE229))))))));
5	run_086	-6181432.875359813	(longicaulis-JJ131,(((lachnoglossa-DE536,(batangensis-DE566,(((((anas-purple-DE681,anas-yellow-DE575))#H3,(metaszetschuanica-DE668,(((pseudomelampyriflora-DE563,((brevilabris-DE127,densispica-DE554),(pectinatiformis-DE666,((chumbica-JJ86,cephalantha-DE115))#H4))),((semitorta-magenta-DE623,semitorta-yellow-DE680),(((kansuensis-yellow-DE162,kansuensis-white-DE704),kansuensis-pink-DE507),#H3))),(#H4,lutescens-DE126)))))#H2,((dichotoma-JJ23,alaschanica-DE229),(integrifolia-DE152,rhynchotricha-JJ99))))))#H1,(#H2,(ingens-JJ15,#H1))));
5	run_209	-6181452.671000904	((ingens-JJ15,(((metaszetschuanica-DE668,(((anas-yellow-DE575,((((kansuensis-white-DE704,kansuensis-pink-DE507),kansuensis-yellow-DE162))#H2,anas-purple-DE681)),(((((cephalantha-DE115,chumbica-JJ86))#H4,(pseudomelampyriflora-DE563,(pectinatiformis-DE666,(brevilabris-DE127,densispica-DE554)))))#H3,((semitorta-magenta-DE623,semitorta-yellow-DE680),#H2))),(lutescens-DE126,(#H3,#H4)))))#H1,(lachnoglossa-DE536,(batangensis-DE566,(#H1,((dichotoma-JJ23,alaschanica-DE229),(integrifolia-DE152,rhynchotricha-JJ99))))))),longicaulis-JJ131);
5	run_380	-6181453.248796767	((ingens-JJ15,(((((anas-yellow-DE575,anas-purple-DE681))#H2,(metaszetschuanica-DE668,(((((pectinatiformis-DE666,(brevilabris-DE127,densispica-DE554)))#H4,(cephalantha-DE115,chumbica-JJ86)))#H3,(((pseudomelampyriflora-DE563,#H4),((semitorta-yellow-DE680,semitorta-magenta-DE623),((#H2)#H5,((kansuensis-pink-DE507,(kansuensis-white-DE704,kansuensis-yellow-DE162)),#H5)))),(lutescens-DE126,#H3))))))#H1,(lachnoglossa-DE536,(batangensis-DE566,(#H1,((alaschanica-DE229,dichotoma-JJ23),(rhynchotricha-JJ99,integrifolia-DE152))))))),longicaulis-JJ131);
4	run_093	-6181674.255267642	(longicaulis-JJ131,(((((lutescens-DE126,((chumbica-JJ86,cephalantha-DE115))#H2),((((densispica-DE554,brevilabris-DE127),pectinatiformis-DE666),#H2),(pseudomelampyriflora-DE563,(((semitorta-magenta-DE623,semitorta-yellow-DE680),(((anas-purple-DE681,anas-yellow-DE575))#H4,(kansuensis-pink-DE507,(kansuensis-white-DE704,kansuensis-yellow-DE162)))))#H3))),(metaszetschuanica-DE668,#H3)))#H1,(ingens-JJ15,(lachnoglossa-DE536,(batangensis-DE566,(((integrifolia-DE152,rhynchotricha-JJ99),(dichotoma-JJ23,alaschanica-DE229)),(#H1,#H4)))))));
5	run_242	-6181707.381291613	(longicaulis-JJ131,(ingens-JJ15,((lachnoglossa-DE536,((metaszetschuanica-DE668,((((((kansuensis-white-DE704,(kansuensis-pink-DE507,kansuensis-yellow-DE162)))#H3,(semitorta-yellow-DE680,semitorta-magenta-DE623)))#H2,(#H3,(anas-yellow-DE575,anas-purple-DE681))),((((pectinatiformis-DE666,(brevilabris-DE127,densispica-DE554)),((chumbica-JJ86,cephalantha-DE115))#H4),(pseudomelampyriflora-DE563,#H2)),(#H4,lutescens-DE126)))))#H1),(batangensis-DE566,(((rhynchotricha-JJ99,integrifolia-DE152),(alaschanica-DE229,dichotoma-JJ23)),#H1)))));
3	run_238	-6181711.763017805	(longicaulis-JJ131,(((((anas-yellow-DE575,anas-purple-DE681))#H2,(metaszetschuanica-DE668,(((lutescens-DE126,(chumbica-JJ86,cephalantha-DE115)))#H3,(((semitorta-magenta-DE623,semitorta-yellow-DE680),(#H2,((kansuensis-pink-DE507,kansuensis-white-DE704),kansuensis-yellow-DE162))),(pseudomelampyriflora-DE563,((pectinatiformis-DE666,(brevilabris-DE127,densispica-DE554)),#H3)))))))#H1,(ingens-JJ15,(lachnoglossa-DE536,(batangensis-DE566,(#H1,((rhynchotricha-JJ99,integrifolia-DE152),(alaschanica-DE229,dichotoma-JJ23))))))));
