k	run	total_log_prob	dendroscope
1	run_084	-15089246.072303778	(longicaulis-JJ131,(ingens-JJ15,(lachnoglossa-DE536,(((((((metaszetschuanica-DE668,((kansuensis-white-DE528,anas-purple-DE681),(semitorta-yellow-DE680,((pectinatiformis-DE666,densispica-DE554),(lutescens-DE126,(urceolata-DE546,cephalantha-DE115)))))))#H1,integrifolia-DE152),batangensis-DE566),mollis-JJ74),#H1),(axillaris-JJ125,(macrosiphon-DE519,(((mussotii-DE550,(oxycarpa-DE504,(cranolopha-forked-DE151,(chinensis-DE737,armata-DE671)))),tenuituba-DE541),(bella-JJ85,(fetisowii-DE523,(przewalskii-DE69,(cyathophylla-DE561,rex-subsp-lipskyana-red-DE510)))))))))));
2	run_263	-15089251.562464943	((ingens-JJ15,(lachnoglossa-DE536,((mollis-JJ74,(((((((((kansuensis-white-DE528,((pectinatiformis-DE666,densispica-DE554))#H2),semitorta-yellow-DE680),anas-purple-DE681),(#H2,(lutescens-DE126,(urceolata-DE546,cephalantha-DE115)))),metaszetschuanica-DE668))#H1,integrifolia-DE152),#H1),batangensis-DE566)),(axillaris-JJ125,(macrosiphon-DE519,((bella-JJ85,(fetisowii-DE523,((cyathophylla-DE561,rex-subsp-lipskyana-red-DE510),przewalskii-DE69))),(tenuituba-DE541,(oxycarpa-DE504,(cranolopha-forked-DE151,(mussotii-DE550,(chinensis-DE737,armata-DE671))))))))))),longicaulis-JJ131);
1	run_159	-15089258.196916701	(longicaulis-JJ131,(ingens-JJ15,(lachnoglossa-DE536,(((((integrifolia-DE152,((metaszetschuanica-DE668,(((pectinatiformis-DE666,densispica-DE554),(lutescens-DE126,(urceolata-DE546,cephalantha-DE115))),((kansuensis-white-DE528,anas-purple-DE681),semitorta-yellow-DE680))))#H1),batangensis-DE566),#H1),mollis-JJ74),((macrosiphon-DE519,(((fetisowii-DE523,(przewalskii-DE69,(rex-subsp-lipskyana-red-DE510,cyathophylla-DE561))),bella-JJ85),((mussotii-DE550,(cranolopha-forked-DE151,((chinensis-DE737,armata-DE671),oxycarpa-DE504))),tenuituba-DE541))),axillaris-JJ125)))));
1	run_382	-15089270.588771796	(longicaulis-JJ131,(ingens-JJ15,(lachnoglossa-DE536,(((((integrifolia-DE152,((metaszetschuanica-DE668,(((anas-purple-DE681,kansuensis-white-DE528),semitorta-yellow-DE680),((pectinatiformis-DE666,densispica-DE554),(cephalantha-DE115,(urceolata-DE546,lutescens-DE126))))))#H1),batangensis-DE566),mollis-JJ74),#H1),(axillaris-JJ125,(macrosiphon-DE519,((bella-JJ85,(przewalskii-DE69,(fetisowii-DE523,(rex-subsp-lipskyana-red-DE510,cyathophylla-DE561)))),((mussotii-DE550,(tenuituba-DE541,cranolopha-forked-DE151)),(oxycarpa-DE504,(armata-DE671,chinensis-DE737))))))))));
1	run_404	-15089293.66539092	(longicaulis-JJ131,(ingens-JJ15,((((((integrifolia-DE152,((metaszetschuanica-DE668,(((pectinatiformis-DE666,densispica-DE554),((kansuensis-white-DE528,anas-purple-DE681),semitorta-yellow-DE680)),((urceolata-DE546,cephalantha-DE115),lutescens-DE126))))#H1),batangensis-DE566),#H1),mollis-JJ74),(axillaris-JJ125,(macrosiphon-DE519,((bella-JJ85,(((cyathophylla-DE561,rex-subsp-lipskyana-red-DE510),przewalskii-DE69),fetisowii-DE523)),(tenuituba-DE541,(mussotii-DE550,((oxycarpa-DE504,cranolopha-forked-DE151),(armata-DE671,chinensis-DE737)))))))),lachnoglossa-DE536)));
1	run_394	-15089319.202636272	((ingens-JJ15,(lachnoglossa-DE536,(((((((metaszetschuanica-DE668,((lutescens-DE126,(cephalantha-DE115,urceolata-DE546)),((densispica-DE554,pectinatiformis-DE666),((kansuensis-white-DE528,semitorta-yellow-DE680),anas-purple-DE681)))))#H1,integrifolia-DE152),batangensis-DE566),#H1),mollis-JJ74),(axillaris-JJ125,(macrosiphon-DE519,((tenuituba-DE541,(oxycarpa-DE504,(((armata-DE671,chinensis-DE737),cranolopha-forked-DE151),mussotii-DE550))),(bella-JJ85,(przewalskii-DE69,(fetisowii-DE523,(cyathophylla-DE561,rex-subsp-lipskyana-red-DE510)))))))))),longicaulis-JJ131);
4	run_132	-15089345.495631434	(longicaulis-JJ131,((lachnoglossa-DE536,(((((integrifolia-DE152,((((((cephalantha-DE115,(lutescens-DE126)#H2),urceolata-DE546),(densispica-DE554,pectinatiformis-DE666)),(semitorta-yellow-DE680,(kansuensis-white-DE528,anas-purple-DE681))),(((metaszetschuanica-DE668)#H3,#H2),#H3)))#H1),batangensis-DE566),mollis-JJ74),#H1),(axillaris-JJ125,(macrosiphon-DE519,(bella-JJ85,((przewalskii-DE69,(fetisowii-DE523,(rex-subsp-lipskyana-red-DE510,cyathophylla-DE561))),(mussotii-DE550,((tenuituba-DE541,(cranolopha-forked-DE151,oxycarpa-DE504)),(chinensis-DE737,armata-DE671))))))))),ingens-JJ15));
2	run_459	-15089365.205913056	(longicaulis-JJ131,((lachnoglossa-DE536,((((integrifolia-DE152,((((((densispica-DE554,pectinatiformis-DE666),(((cephalantha-DE115,urceolata-DE546),lutescens-DE126))#H2),(semitorta-yellow-DE680,(anas-purple-DE681,kansuensis-white-DE528))),metaszetschuanica-DE668),#H2))#H1),(#H1,batangensis-DE566)),mollis-JJ74),(axillaris-JJ125,(macrosiphon-DE519,((bella-JJ85,(przewalskii-DE69,(fetisowii-DE523,(rex-subsp-lipskyana-red-DE510,cyathophylla-DE561)))),(tenuituba-DE541,((chinensis-DE737,armata-DE671),(mussotii-DE550,(oxycarpa-DE504,cranolopha-forked-DE151))))))))),ingens-JJ15));
4	run_172	-15089385.101748671	(longicaulis-JJ131,((((((batangensis-DE566,((integrifolia-DE152,((((((densispica-DE554,pectinatiformis-DE666))#H2,(cephalantha-DE115,urceolata-DE546)),lutescens-DE126),(((semitorta-yellow-DE680,#H2),kansuensis-white-DE528),anas-purple-DE681)),metaszetschuanica-DE668)))#H1),(#H1,mollis-JJ74)),((axillaris-JJ125,(macrosiphon-DE519,((bella-JJ85,(przewalskii-DE69,(fetisowii-DE523,(rex-subsp-lipskyana-red-DE510,cyathophylla-DE561)))),(((chinensis-DE737,armata-DE671),(mussotii-DE550,(oxycarpa-DE504,cranolopha-forked-DE151))),tenuituba-DE541)))))#H3),#H3),lachnoglossa-DE536),ingens-JJ15));
3	run_328	-15089395.939319454	(((lachnoglossa-DE536,((((batangensis-DE566,((integrifolia-DE152,(((((kansuensis-white-DE528,semitorta-yellow-DE680),((pectinatiformis-DE666,densispica-DE554))#H2),anas-purple-DE681),(((urceolata-DE546,#H2),cephalantha-DE115),lutescens-DE126)),metaszetschuanica-DE668)))#H1),mollis-JJ74),#H1),(((((tenuituba-DE541,(cranolopha-forked-DE151,((mussotii-DE550,oxycarpa-DE504),(chinensis-DE737,armata-DE671)))))#H3,(fetisowii-DE523,(przewalskii-DE69,(cyathophylla-DE561,rex-subsp-lipskyana-red-DE510)))),bella-JJ85),((macrosiphon-DE519,#H3),axillaris-JJ125)))),ingens-JJ15),longicaulis-JJ131);
1	run_352	-15089436.82352413	(longicaulis-JJ131,(ingens-JJ15,(lachnoglossa-DE536,(((((((metaszetschuanica-DE668,(((pectinatiformis-DE666,densispica-DE554),((lutescens-DE126,urceolata-DE546),cephalantha-DE115)),((anas-purple-DE681,kansuensis-white-DE528),semitorta-yellow-DE680))))#H1,integrifolia-DE152),batangensis-DE566),mollis-JJ74),#H1),(axillaris-JJ125,(macrosiphon-DE519,(((oxycarpa-DE504,((tenuituba-DE541,cranolopha-forked-DE151),mussotii-DE550)),(chinensis-DE737,armata-DE671)),(bella-JJ85,((przewalskii-DE69,fetisowii-DE523),(rex-subsp-lipskyana-red-DE510,cyathophylla-DE561))))))))));
4	run_458	-15089462.8407037	(((lachnoglossa-DE536,((((((((((kansuensis-white-DE528,semitorta-yellow-DE680),anas-purple-DE681),((lutescens-DE126,(urceolata-DE546,cephalantha-DE115)),(pectinatiformis-DE666,densispica-DE554))),metaszetschuanica-DE668))#H1,integrifolia-DE152),batangensis-DE566),mollis-JJ74),#H1),(axillaris-JJ125,(macrosiphon-DE519,((bella-JJ85,(fetisowii-DE523,((rex-subsp-lipskyana-red-DE510,cyathophylla-DE561),przewalskii-DE69))),(((oxycarpa-DE504,(mussotii-DE550,(armata-DE671,chinensis-DE737))),tenuituba-DE541),cranolopha-forked-DE151)))))),ingens-JJ15),longicaulis-JJ131);
2	run_361	-15089465.2627051	((ingens-JJ15,(lachnoglossa-DE536,(((((integrifolia-DE152,((metaszetschuanica-DE668,(((urceolata-DE546,lutescens-DE126),cephalantha-DE115),((pectinatiformis-DE666,densispica-DE554),(anas-purple-DE681,(semitorta-yellow-DE680,kansuensis-white-DE528))))))#H1),batangensis-DE566),#H1),mollis-JJ74),(axillaris-JJ125,(macrosiphon-DE519,((bella-JJ85,(przewalskii-DE69,(fetisowii-DE523,(cyathophylla-DE561,rex-subsp-lipskyana-red-DE510)))),((cranolopha-forked-DE151,(mussotii-DE550,(oxycarpa-DE504,(armata-DE671,chinensis-DE737)))),tenuituba-DE541))))))),longicaulis-JJ131);
4	run_472	-15089482.702731086	(longicaulis-JJ131,(ingens-JJ15,(lachnoglossa-DE536,((axillaris-JJ125,(macrosiphon-DE519,((bella-JJ85,(przewalskii-DE69,((cyathophylla-DE561,rex-subsp-lipskyana-red-DE510),fetisowii-DE523))),(mussotii-DE550,(oxycarpa-DE504,((tenuituba-DE541,cranolopha-forked-DE151),(armata-DE671,chinensis-DE737))))))),((((integrifolia-DE152,((metaszetschuanica-DE668,(((pectinatiformis-DE666,densispica-DE554),(cephalantha-DE115,(lutescens-DE126,urceolata-DE546))),(semitorta-yellow-DE680,(anas-purple-DE681,kansuensis-white-DE528)))))#H1),batangensis-DE566),#H1),mollis-JJ74)))));
5	run_438	-15089487.048836144	(longicaulis-JJ131,(ingens-JJ15,(lachnoglossa-DE536,((((bella-JJ85,((((cyathophylla-DE561,rex-subsp-lipskyana-red-DE510),fetisowii-DE523),przewalskii-DE69))#H1),((#H1,((cranolopha-forked-DE151,((mussotii-DE550,oxycarpa-DE504),(armata-DE671,chinensis-DE737))),tenuituba-DE541)),macrosiphon-DE519)),axillaris-JJ125),(mollis-JJ74,(((integrifolia-DE152,((((((cephalantha-DE115,((urceolata-DE546,lutescens-DE126))#H3),(pectinatiformis-DE666,densispica-DE554)),(semitorta-yellow-DE680,(anas-purple-DE681,kansuensis-white-DE528))),metaszetschuanica-DE668),#H3))#H2),#H2),batangensis-DE566))))));
2	run_451	-15089496.616670473	((ingens-JJ15,(lachnoglossa-DE536,(((((integrifolia-DE152,((metaszetschuanica-DE668,((semitorta-yellow-DE680,(anas-purple-DE681,kansuensis-white-DE528)),((lutescens-DE126,(urceolata-DE546,cephalantha-DE115)),(pectinatiformis-DE666,densispica-DE554)))))#H1),batangensis-DE566),#H1),mollis-JJ74),(macrosiphon-DE519,(axillaris-JJ125,((bella-JJ85,(przewalskii-DE69,((cyathophylla-DE561,rex-subsp-lipskyana-red-DE510),fetisowii-DE523))),(tenuituba-DE541,(mussotii-DE550,(oxycarpa-DE504,(cranolopha-forked-DE151,(armata-DE671,chinensis-DE737))))))))))),longicaulis-JJ131);
1	run_049	-15089506.715367706	(longicaulis-JJ131,(ingens-JJ15,((((((((metaszetschuanica-DE668,((anas-purple-DE681,kansuensis-white-DE528),(semitorta-yellow-DE680,((densispica-DE554,pectinatiformis-DE666),((lutescens-DE126,cephalantha-DE115),urceolata-DE546))))))#H1,integrifolia-DE152),batangensis-DE566),mollis-JJ74),#H1),(axillaris-JJ125,(macrosiphon-DE519,((tenuituba-DE541,((cranolopha-forked-DE151,(mussotii-DE550,oxycarpa-DE504)),(armata-DE671,chinensis-DE737))),((fetisowii-DE523,(przewalskii-DE69,(cyathophylla-DE561,rex-subsp-lipskyana-red-DE510))),bella-JJ85))))),lachnoglossa-DE536)));
5	run_093	-15089529.383867975	(longicaulis-JJ131,(ingens-JJ15,(lachnoglossa-DE536,((((((przewalskii-DE69,(fetisowii-DE523,(rex-subsp-lipskyana-red-DE510,cyathophylla-DE561))))#H1,(((armata-DE671,chinensis-DE737),((oxycarpa-DE504,(cranolopha-forked-DE151,mussotii-DE550)),tenuituba-DE541)))#H2),bella-JJ85),(((#H2,#H1),macrosiphon-DE519),axillaris-JJ125)),(mollis-JJ74,(batangensis-DE566,(integrifolia-DE152,((((kansuensis-white-DE528,((((pectinatiformis-DE666,densispica-DE554))#H4,semitorta-yellow-DE680))#H3),anas-purple-DE681),(((lutescens-DE126,(urceolata-DE546)#H5),((cephalantha-DE115,#H4),#H5)),#H3)),metaszetschuanica-DE668))))))));
1	run_116	-15089536.393615643	(longicaulis-JJ131,(ingens-JJ15,(((((integrifolia-DE152,((metaszetschuanica-DE668,(anas-purple-DE681,((semitorta-yellow-DE680,kansuensis-white-DE528),((lutescens-DE126,(urceolata-DE546,cephalantha-DE115)),(densispica-DE554,pectinatiformis-DE666))))))#H1),batangensis-DE566),mollis-JJ74),((axillaris-JJ125,(macrosiphon-DE519,(bella-JJ85,(((mussotii-DE550,(cranolopha-forked-DE151,((armata-DE671,chinensis-DE737),oxycarpa-DE504))),tenuituba-DE541),((przewalskii-DE69,(cyathophylla-DE561,rex-subsp-lipskyana-red-DE510)),fetisowii-DE523))))),#H1)),lachnoglossa-DE536)));
5	run_214	-15089555.04808981	(longicaulis-JJ131,((lachnoglossa-DE536,((((integrifolia-DE152,(((((((densispica-DE554,pectinatiformis-DE666),((lutescens-DE126,(cephalantha-DE115,urceolata-DE546)))#H2),semitorta-yellow-DE680),(anas-purple-DE681,kansuensis-white-DE528)),#H2),metaszetschuanica-DE668))#H1),(#H1,batangensis-DE566)),mollis-JJ74),((((tenuituba-DE541,(cranolopha-forked-DE151,(mussotii-DE550,(oxycarpa-DE504,(chinensis-DE737,armata-DE671))))),(bella-JJ85,((cyathophylla-DE561,rex-subsp-lipskyana-red-DE510),(przewalskii-DE69,fetisowii-DE523)))),macrosiphon-DE519),axillaris-JJ125))),ingens-JJ15));
1	run_393	-15089580.681358892	((ingens-JJ15,((((((integrifolia-DE152,((metaszetschuanica-DE668,((semitorta-yellow-DE680,(anas-purple-DE681,kansuensis-white-DE528)),((pectinatiformis-DE666,densispica-DE554),(lutescens-DE126,(urceolata-DE546,cephalantha-DE115))))))#H1),batangensis-DE566),mollis-JJ74),#H1),(axillaris-JJ125,(macrosiphon-DE519,((mussotii-DE550,(oxycarpa-DE504,(cranolopha-forked-DE151,(tenuituba-DE541,(chinensis-DE737,armata-DE671))))),(bella-JJ85,(fetisowii-DE523,((cyathophylla-DE561,rex-subsp-lipskyana-red-DE510),przewalskii-DE69))))))),lachnoglossa-DE536)),longicaulis-JJ131);
1	run_010	-15089614.288353406	(longicaulis-JJ131,((lachnoglossa-DE536,(((((((metaszetschuanica-DE668,(((lutescens-DE126,(urceolata-DE546,cephalantha-DE115)),(pectinatiformis-DE666,densispica-DE554)),(semitorta-yellow-DE680,(kansuensis-white-DE528,anas-purple-DE681)))))#H1,integrifolia-DE152),batangensis-DE566),#H1),mollis-JJ74),(axillaris-JJ125,(macrosiphon-DE519,((tenuituba-DE541,((cranolopha-forked-DE151,(oxycarpa-DE504,mussotii-DE550)),(armata-DE671,chinensis-DE737))),(bella-JJ85,(przewalskii-DE69,((cyathophylla-DE561,rex-subsp-lipskyana-red-DE510),fetisowii-DE523)))))))),ingens-JJ15));
4	run_040	-15089639.067243028	(longicaulis-JJ131,(ingens-JJ15,((((((przewalskii-DE69,(fetisowii-DE523,(cyathophylla-DE561,rex-subsp-lipskyana-red-DE510))),((tenuituba-DE541,((oxycarpa-DE504,(mussotii-DE550,(chinensis-DE737,armata-DE671))),cranolopha-forked-DE151)))#H1),bella-JJ85),((macrosiphon-DE519,#H1),axillaris-JJ125)),(mollis-JJ74,((integrifolia-DE152,((((((semitorta-yellow-DE680,(((densispica-DE554,pectinatiformis-DE666))#H4)#H3))#H2,kansuensis-white-DE528),anas-purple-DE681),(((((#H3,cephalantha-DE115),urceolata-DE546),lutescens-DE126),#H4),#H2)),metaszetschuanica-DE668)),batangensis-DE566))),lachnoglossa-DE536)));
1	run_023	-15089649.536515359	(longicaulis-JJ131,(ingens-JJ15,(lachnoglossa-DE536,(((((integrifolia-DE152,((metaszetschuanica-DE668,((anas-purple-DE681,(semitorta-yellow-DE680,kansuensis-white-DE528)),((densispica-DE554,pectinatiformis-DE666),(cephalantha-DE115,(urceolata-DE546,lutescens-DE126))))))#H1),batangensis-DE566),#H1),mollis-JJ74),(axillaris-JJ125,(((tenuituba-DE541,(cranolopha-forked-DE151,((armata-DE671,chinensis-DE737),(oxycarpa-DE504,mussotii-DE550)))),(bella-JJ85,(fetisowii-DE523,((cyathophylla-DE561,rex-subsp-lipskyana-red-DE510),przewalskii-DE69)))),macrosiphon-DE519))))));
5	run_235	-15089663.07614912	(longicaulis-JJ131,(ingens-JJ15,(lachnoglossa-DE536,((((macrosiphon-DE519,((((((oxycarpa-DE504,cranolopha-forked-DE151),mussotii-DE550),((chinensis-DE737,armata-DE671))#H2),#H2),tenuituba-DE541))#H1),axillaris-JJ125),((#H1,(przewalskii-DE69,(fetisowii-DE523,(rex-subsp-lipskyana-red-DE510,cyathophylla-DE561)))),bella-JJ85)),(mollis-JJ74,(batangensis-DE566,(((((((((pectinatiformis-DE666,densispica-DE554))#H4,(((urceolata-DE546,cephalantha-DE115),lutescens-DE126))#H3),(kansuensis-white-DE528,semitorta-yellow-DE680)),anas-purple-DE681),metaszetschuanica-DE668),#H3),#H4),integrifolia-DE152)))))));
1	run_439	-15089686.036176933	((ingens-JJ15,(lachnoglossa-DE536,(((((((metaszetschuanica-DE668,((anas-purple-DE681,kansuensis-white-DE528),((((urceolata-DE546,cephalantha-DE115),lutescens-DE126),(densispica-DE554,pectinatiformis-DE666)),semitorta-yellow-DE680))))#H1,integrifolia-DE152),batangensis-DE566),mollis-JJ74),#H1),(axillaris-JJ125,(macrosiphon-DE519,((tenuituba-DE541,((armata-DE671,chinensis-DE737),((oxycarpa-DE504,cranolopha-forked-DE151),mussotii-DE550))),(bella-JJ85,(przewalskii-DE69,((rex-subsp-lipskyana-red-DE510,cyathophylla-DE561),fetisowii-DE523))))))))),longicaulis-JJ131);
4	run_353	-15089695.869423127	(longicaulis-JJ131,(ingens-JJ15,(lachnoglossa-DE536,((((macrosiphon-DE519,(((((((((cranolopha-forked-DE151)#H2,(oxycarpa-DE504,(chinensis-DE737,armata-DE671))),mussotii-DE550),#H2),tenuituba-DE541))#H1,(przewalskii-DE69,((cyathophylla-DE561,rex-subsp-lipskyana-red-DE510),fetisowii-DE523))),bella-JJ85))#H3),(#H1,axillaris-JJ125)),#H3),(mollis-JJ74,(batangensis-DE566,(integrifolia-DE152,(((((((pectinatiformis-DE666,densispica-DE554))#H4,semitorta-yellow-DE680),kansuensis-white-DE528),anas-purple-DE681),(((cephalantha-DE115,#H4),urceolata-DE546),lutescens-DE126)),metaszetschuanica-DE668))))))));
4	run_307	-15089730.130259506	((ingens-JJ15,(lachnoglossa-DE536,((mollis-JJ74,(((((((((cephalantha-DE115,((pectinatiformis-DE666,densispica-DE554))#H2),urceolata-DE546),lutescens-DE126),(#H2,((kansuensis-white-DE528,anas-purple-DE681),semitorta-yellow-DE680))),metaszetschuanica-DE668))#H1,integrifolia-DE152),#H1),batangensis-DE566)),(axillaris-JJ125,(macrosiphon-DE519,((bella-JJ85,(fetisowii-DE523,(przewalskii-DE69,(cyathophylla-DE561,rex-subsp-lipskyana-red-DE510)))),(tenuituba-DE541,(cranolopha-forked-DE151,(oxycarpa-DE504,(mussotii-DE550,(armata-DE671,chinensis-DE737))))))))))),longicaulis-JJ131);
2	run_479	-15089744.448449908	(longicaulis-JJ131,((lachnoglossa-DE536,((axillaris-JJ125,(macrosiphon-DE519,((((oxycarpa-DE504,tenuituba-DE541),mussotii-DE550),(cranolopha-forked-DE151,(armata-DE671,chinensis-DE737))),(bella-JJ85,(przewalskii-DE69,((cyathophylla-DE561,rex-subsp-lipskyana-red-DE510),fetisowii-DE523)))))),((((integrifolia-DE152,((metaszetschuanica-DE668,((lutescens-DE126,(cephalantha-DE115,urceolata-DE546)),((densispica-DE554,pectinatiformis-DE666),((kansuensis-white-DE528,anas-purple-DE681),semitorta-yellow-DE680)))))#H1),batangensis-DE566),#H1),mollis-JJ74))),ingens-JJ15));
3	run_388	-15089838.6383943	(((lachnoglossa-DE536,((mollis-JJ74,(((integrifolia-DE152,((((lutescens-DE126,((cephalantha-DE115,urceolata-DE546))#H2),((((densispica-DE554,pectinatiformis-DE666))#H3,#H2),(#H3,(anas-purple-DE681,(kansuensis-white-DE528,semitorta-yellow-DE680))))),metaszetschuanica-DE668))#H1),#H1),batangensis-DE566)),(axillaris-JJ125,(((bella-JJ85,((fetisowii-DE523,(cyathophylla-DE561,rex-subsp-lipskyana-red-DE510)),przewalskii-DE69)),((tenuituba-DE541,(mussotii-DE550,(oxycarpa-DE504,cranolopha-forked-DE151))),(chinensis-DE737,armata-DE671))),macrosiphon-DE519)))),ingens-JJ15),longicaulis-JJ131);
3	run_374	-15089866.548567152	(longicaulis-JJ131,((lachnoglossa-DE536,((axillaris-JJ125,(macrosiphon-DE519,((bella-JJ85,(przewalskii-DE69,(fetisowii-DE523,(rex-subsp-lipskyana-red-DE510,cyathophylla-DE561)))),((mussotii-DE550,(cranolopha-forked-DE151,(oxycarpa-DE504,(armata-DE671,chinensis-DE737)))),tenuituba-DE541)))),((((integrifolia-DE152,(((((((densispica-DE554,pectinatiformis-DE666),((lutescens-DE126,(urceolata-DE546,cephalantha-DE115)))#H2),(semitorta-yellow-DE680,kansuensis-white-DE528)),anas-purple-DE681),metaszetschuanica-DE668),#H2))#H1),#H1),batangensis-DE566),mollis-JJ74))),ingens-JJ15));
1	run_377	-15089866.845370287	(longicaulis-JJ131,((lachnoglossa-DE536,(((((integrifolia-DE152,((metaszetschuanica-DE668,(anas-purple-DE681,((semitorta-yellow-DE680,kansuensis-white-DE528),(((urceolata-DE546,cephalantha-DE115),lutescens-DE126),(pectinatiformis-DE666,densispica-DE554))))))#H1),batangensis-DE566),#H1),mollis-JJ74),(axillaris-JJ125,(macrosiphon-DE519,((bella-JJ85,((fetisowii-DE523,(rex-subsp-lipskyana-red-DE510,cyathophylla-DE561)),przewalskii-DE69)),(tenuituba-DE541,((mussotii-DE550,(cranolopha-forked-DE151,oxycarpa-DE504)),(armata-DE671,chinensis-DE737)))))))),ingens-JJ15));
4	run_125	-15089880.425713092	(longicaulis-JJ131,(ingens-JJ15,(lachnoglossa-DE536,((((((((tenuituba-DE541,(((mussotii-DE550,cranolopha-forked-DE151),oxycarpa-DE504),(armata-DE671,chinensis-DE737))))#H1)#H2,macrosiphon-DE519),axillaris-JJ125),((#H1,(przewalskii-DE69,(fetisowii-DE523,(rex-subsp-lipskyana-red-DE510,cyathophylla-DE561)))),bella-JJ85)),#H2),(mollis-JJ74,(batangensis-DE566,((((((cephalantha-DE115,((densispica-DE554,pectinatiformis-DE666))#H3),urceolata-DE546),lutescens-DE126),(((semitorta-yellow-DE680,#H3),kansuensis-white-DE528),anas-purple-DE681)),metaszetschuanica-DE668),integrifolia-DE152)))))));
5	run_041	-15089901.170537062	(longicaulis-JJ131,(ingens-JJ15,(lachnoglossa-DE536,((((((((((oxycarpa-DE504,((chinensis-DE737,armata-DE671))#H2),mussotii-DE550),cranolopha-forked-DE151),#H2),tenuituba-DE541))#H1,(fetisowii-DE523,(przewalskii-DE69,(rex-subsp-lipskyana-red-DE510,cyathophylla-DE561)))),bella-JJ85),((macrosiphon-DE519,#H1),axillaris-JJ125)),(mollis-JJ74,(batangensis-DE566,(integrifolia-DE152,((((kansuensis-white-DE528,((semitorta-yellow-DE680,((densispica-DE554,pectinatiformis-DE666))#H4))#H3),anas-purple-DE681),((((cephalantha-DE115,#H4),urceolata-DE546),lutescens-DE126),#H3)),metaszetschuanica-DE668))))))));
5	run_213	-15089955.408685585	((ingens-JJ15,(lachnoglossa-DE536,((((((przewalskii-DE69,(fetisowii-DE523,(rex-subsp-lipskyana-red-DE510,cyathophylla-DE561))),((tenuituba-DE541,(((chinensis-DE737,armata-DE671),(cranolopha-forked-DE151,oxycarpa-DE504)),mussotii-DE550)))#H1),bella-JJ85),(macrosiphon-DE519)#H2),((#H1,#H2),axillaris-JJ125)),(mollis-JJ74,(batangensis-DE566,(integrifolia-DE152,(((((cephalantha-DE115,((pectinatiformis-DE666,densispica-DE554))#H3),urceolata-DE546),lutescens-DE126),(((kansuensis-white-DE528,semitorta-yellow-DE680),#H3),anas-purple-DE681)),metaszetschuanica-DE668))))))),longicaulis-JJ131);
2	run_022	-15089957.809009882	((ingens-JJ15,(lachnoglossa-DE536,(((((integrifolia-DE152,((metaszetschuanica-DE668,(((anas-purple-DE681,(semitorta-yellow-DE680,kansuensis-white-DE528)),(densispica-DE554,pectinatiformis-DE666)),(lutescens-DE126,(urceolata-DE546,cephalantha-DE115)))))#H1),batangensis-DE566),mollis-JJ74),#H1),(macrosiphon-DE519,(axillaris-JJ125,((bella-JJ85,(fetisowii-DE523,(przewalskii-DE69,(rex-subsp-lipskyana-red-DE510,cyathophylla-DE561)))),((tenuituba-DE541,(cranolopha-forked-DE151,((armata-DE671,chinensis-DE737),mussotii-DE550))),oxycarpa-DE504))))))),longicaulis-JJ131);
2	run_253	-15089988.290685834	(longicaulis-JJ131,(ingens-JJ15,(lachnoglossa-DE536,((((integrifolia-DE152,((((((urceolata-DE546,cephalantha-DE115),lutescens-DE126),((pectinatiformis-DE666,densispica-DE554))#H2),(((anas-purple-DE681,#H2),kansuensis-white-DE528),semitorta-yellow-DE680)),metaszetschuanica-DE668))#H1),(#H1,batangensis-DE566)),mollis-JJ74),(axillaris-JJ125,(macrosiphon-DE519,(((tenuituba-DE541,((chinensis-DE737,armata-DE671),cranolopha-forked-DE151)),(oxycarpa-DE504,mussotii-DE550)),(bella-JJ85,(przewalskii-DE69,((cyathophylla-DE561,rex-subsp-lipskyana-red-DE510),fetisowii-DE523))))))))));
4	run_052	-15090010.194200618	(longicaulis-JJ131,((((((((((przewalskii-DE69,(cyathophylla-DE561,rex-subsp-lipskyana-red-DE510)),fetisowii-DE523),((((mussotii-DE550,(armata-DE671,chinensis-DE737)),(cranolopha-forked-DE151,oxycarpa-DE504)),tenuituba-DE541))#H2),bella-JJ85),((macrosiphon-DE519,#H2),axillaris-JJ125)),(mollis-JJ74,(batangensis-DE566,(integrifolia-DE152,((((((urceolata-DE546,cephalantha-DE115),((pectinatiformis-DE666,densispica-DE554))#H3),lutescens-DE126),(((kansuensis-white-DE528,(anas-purple-DE681)#H4),#H3),semitorta-yellow-DE680)),#H4),metaszetschuanica-DE668))))))#H1,lachnoglossa-DE536),#H1),ingens-JJ15));
4	run_129	-15090075.35322457	((longicaulis-JJ131,(((przewalskii-DE69,((rex-subsp-lipskyana-red-DE510,cyathophylla-DE561),fetisowii-DE523)))#H2)#H1),(((((((bella-JJ85,(#H2)#H3),((tenuituba-DE541,(cranolopha-forked-DE151,((chinensis-DE737,armata-DE671),(mussotii-DE550,oxycarpa-DE504)))),#H3)),macrosiphon-DE519),axillaris-JJ125),(((((((((urceolata-DE546,((densispica-DE554,pectinatiformis-DE666))#H4),cephalantha-DE115),lutescens-DE126),(((kansuensis-white-DE528,semitorta-yellow-DE680),#H4),anas-purple-DE681)),metaszetschuanica-DE668),#H1),integrifolia-DE152),batangensis-DE566),mollis-JJ74)),lachnoglossa-DE536),ingens-JJ15));
